tractid00,totalpop,households,pcthhchild,pctind_info,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,PCT_B25026003,pctunits_newres_2005,pctunits_newres_2000
"250173542599999360100",2694,671,81.22,0,4.01,4.01,49.47,50.49,0,0,1.64,1.64,0,7.6,0,.89,9.39,11.77,21.91,13.56,18.18,7.15,6.26,73805,1.187285,100,700,0,100,4.14,,0,0,0,0,3.91,2.04,29.76,64.29,2001,61.85,36.400002,,,62.23,0,76.17233,95.61571
"250173542599999360200",5603,2107,33.6,3.25,9.65,21.82,73.21,86.16,2.09,2.09,0,0,1.33,2.33,4.18,.81,0,3.56,7.83,3.7,11.25,7.55,53.3,155580,2.552204,99.38,2168,87.14,12.86,2.81,885900,0,13.14,0,13.14,13.14,16.53,18.64,25.42,1410,43.17,29.700001,39.52,9.22,92.25,8.92,11.70801,31.82224
"250173542599999361100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173542599999361300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173542599999367100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173595036020324100",2539,997,30.89,1.36,3.43,12.77,48.6,43.18,10.93,3.91,9.73,2.41,1.3,2.91,0,2.21,2.21,5.12,3.51,17.45,17.95,9.83,10.53,78732,7.365104,96.09,1035,73.42,26.58,3.67,341700,7.08,27.36,23.58,10.38,0,31.6,0,0,728,56.98,48.700001,40.96,34.44,89.74,16.94,20.59866,42.6152
"250173595099999324100",6166,2010,42.49,2.17,3.01,24.32,53.51,47.88,1.34,5.47,5.42,1.24,.8,2.59,1.84,2.54,1.99,3.38,5.57,12.94,12.64,10.4,31.84,107727,2.533982,97.56,2051,92.54,7.46,2,446500,0,34,9.33,15.33,7.33,12,22,0,900,31.34,22.5,23.6,28.99,93.95,6.86,8.575264,35.47575
"250173595099999326100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173700037000310100",3756,2045,19.9,5.8,3.28,21.59,48.73,31.68,14.47,12.62,11.64,10.07,4.99,2.2,2.44,2.74,2.2,3.13,9.68,13.5,3.37,5.13,1.81,27578,20.97976,92.57,2363,20.73,79.27,13.46,208500,28.83,21.36,14.29,16.58,11.8,4.97,2.17,0,548,44.6,28.799999,35.26,14.1,75.05,6.61,36.94196,83.48214
"250173700037000310200",5959,2061,37.99,1.98,2.86,15.64,36.6,17.67,3.98,5.48,3.49,4.85,3.49,3.69,6.07,1.46,7.62,6.74,16.98,19.46,8.35,4.51,3.84,63241,13.67214,98.74,2235,69.72,30.28,7.79,264500,0,18.27,2.4,47.6,17.47,14.26,0,0,916,36.54,23,45.51,20.34,88.11,12.99,26.86409,52.52953
"250173700037000310300",6452,2404,39.52,6.39,5.9,4.83,28.05,19.11,6.57,8.07,13.35,4.16,3.95,5.24,4.74,2.25,.62,10.73,12.81,15.97,5.12,1.79,4.62,50992,24.62025,96.21,2522,48.09,51.91,4.68,218100,10.93,7.53,16.44,26.56,27.29,9.88,1.38,0,891,42.63,27.5,41.56,37.07,81.88,6.01,36.22132,68.90887
"250173700037000310400",3084,1026,49.22,8.81,7.47,7.66,18.48,8.5,10.04,8.58,3.12,10.04,1.56,3.9,4.39,12.57,1.07,12.48,9.36,11.7,4.78,1.66,4.78,44112,23.2166,88.4,1197,61.11,38.89,14.29,193300,20.8,2.51,2.76,32.83,11.28,21.55,8.27,0,891,75.44,39.700001,39.52,23.58,72.56,16.76,31.84176,57.6524
"250173700037000310500",3439,1073,30.1,.81,7.27,6.98,41.59,23.51,7.83,10.34,2.89,0,2.61,3.36,5.59,3.45,10.16,12.02,7.83,14.45,12.49,3.54,3.45,51808,17.44873,95.99,1163,56.01,43.99,7.74,281200,13.1,0,12.01,17.03,30.13,27.73,0,0,1065,37.92,28.9,30.02,24.4,81.67,6.88,26.62496,53.04136
"250173700037000310601",5888,2089,32.7,3.3,3.88,10.25,44.45,29.73,6.89,3.26,4.69,2.49,4.69,5.79,7.32,1.44,1.68,10.24,7.99,13.93,12.59,9.43,7.57,65095,4.630152,99.9,2174,64.58,35.42,3.91,286700,14.21,10.62,19.31,37.66,4.83,6.9,4.97,1.52,827,46.89,29.6,36.73,12.94,85.94,10.02,17.28928,47.53144
"250173700037000310602",5705,2298,33.68,3,7.73,8.96,29.51,26.08,6.4,3.66,2.83,3.66,2,6.01,6.31,6.61,2.52,14.27,14.06,13.45,6.35,5.7,6.18,56378,4.58617,99.43,2420,65.45,34.55,5.04,270300,2.04,17.69,8.71,28.3,37.41,2.18,1.5,2.18,953,28.09,21.5,47.47,41.06,89.05,19.62,30.43712,56.14475
"250173700037000310700",3940,1407,33.19,1.95,5.5,11.73,27.13,18.11,13.36,10.02,8.24,3.48,6.97,4.12,3.55,2.99,.5,6.4,18.62,13.79,5.83,1.56,.57,42708,23.50207,95.45,1576,33.26,66.74,10.72,284300,17.33,16.9,16.79,18.41,15.82,5.06,9.69,0,793,42.81,28,35.48,10.42,86.81,5.28,41.16896,66.9219
"250173700037000310800",2693,339,32.15,.25,8.33,8.83,28.05,18.3,24.78,2.65,6.78,7.67,0,11.21,0,14.45,0,2.65,2.95,14.45,2.95,3.54,5.9,32813,32.08661,94.69,375,22.42,77.58,9.6,206500,19.77,25.86,17.11,17.11,15.21,4.94,0,0,674,51.33,30.4,13.16,,55.51,12.89,79.92126,92.91338
"250173700037000311000",2031,1282,16.46,1.95,4.25,13.1,17.88,5.76,34.17,18.1,14.27,8.5,5.69,2.89,.78,2.65,2.26,4.52,2.42,1.95,0,.94,.86,14105,49.58149,92.04,1389,3.51,96.49,7.7,273900,38.71,25.67,15.73,7.01,12.88,0,0,0,356,39.46,28.4,64.71,0,84.1,2.71,28.95126,55.83456
"250173700037000311100",2812,838,51.79,2.93,5.74,11.14,21.58,13.99,20.41,7.4,6.09,6.56,11.81,0,8.83,5.97,3.58,1.91,6.8,17.42,0,2.03,1.19,29478,48.2219,97.26,869,21.24,78.76,3.57,262500,0,7.41,2.52,36.59,24.76,15.93,12.78,0,1035,54.24,40.599998,49.4,0,78.45,2.91,31.76245,55.90038
"250173700037000311200",2601,947,38.12,4.14,3.28,3.88,18.03,12.17,7.5,11.19,6.86,2.96,4.33,7.81,3.48,15.84,9.08,7.6,7.71,4.33,5.39,3.38,2.53,41525,20.83814,87.33,1161,36.43,63.57,18.43,214000,0,41.44,20.03,22.09,10.62,1.71,2.57,1.54,717,41.52,28.4,64.62,28.67,82.06,4.92,25.56709,55.97847
"250173700037000311300",3498,1289,36.54,9.72,6.08,6.77,27.43,17.43,4.34,4.89,1.94,2.02,6.36,9.08,11.09,7.29,4.34,7.91,11.17,15.36,11.56,1.94,.7,47139,13.63897,97.44,1435,44.3,55.7,10.17,290400,0,4.1,15.98,35.93,24.47,15.84,3.68,0,969,52.79,30.9,52.46,36.81,76.58,7.06,28.51586,63.82406
"250173700037000311400",6505,2479,41.23,1.23,4.88,8.86,29.24,20.97,9.88,4.36,8.67,6.66,4.15,3.75,4.44,8.39,3.43,8.67,5.61,14.76,10.13,3.47,3.63,44885,14.28571,94.31,2617,35.86,64.14,5.27,287800,3.84,5.28,6.29,32.52,29.31,13.02,9.75,0,1018,61.58,35.900002,53.61,15.24,76.31,8.41,44.29282,75.1485
"250173700037000311500",2917,982,35.23,0,6.08,13.24,26.35,29.67,2.95,6.72,3.36,6.42,.81,6.62,5.7,4.38,6.82,8.25,21.38,7.64,4.38,9.57,4.99,58438,6.513541,96.03,1067,68.74,31.26,7.97,318400,0,15.82,22.56,13.47,28.28,13.13,2.36,4.38,966,47.88,29.700001,64.41,22.09,95.89,5.66,14.74117,50.6685
"250173700037000311600",5124,1882,33.37,.84,4.85,7.12,39.44,29.35,7.81,5.05,2.44,1.97,2.39,5.79,4.52,3.24,3.4,12.65,5.31,14.88,14.72,5.9,9.93,60795,8.099141,97.72,1967,69.45,30.55,4.32,287700,22.96,7.65,5.39,22.43,16,21.39,4.17,0,954,24.35,26.299999,34.05,21.18,89.53,10.4,24.72678,52.08821
"250173700037000311700",4858,1504,43.75,2.14,3.83,7.02,20.13,10.03,14.76,6.12,1.8,1.2,3.66,4.52,1.4,4.72,4.85,10.77,18.55,14.43,5.39,2.99,4.85,54552,20.87542,93.68,1678,55.19,44.81,10.37,231300,1.78,1.48,6.08,39.32,31.01,19.29,1.04,0,1011,59.05,41.400002,50.92,43.09,73.16,11.38,30.32112,64.24454
"250173700037000311800",3471,1022,42.76,.56,5.2,13.69,19.59,20.88,15.36,7.73,8.51,5.19,4.01,0,5.19,4.4,3.91,9.49,10.18,19.67,.68,4.01,1.66,44730,23.59616,96.77,1082,45.3,54.7,5.55,260000,9.36,10.96,17.53,8.17,20.92,25.1,7.97,0,1048,48.3,32.900002,76.2,43.64,76.85,5.93,32.9588,70.1815
"250173700037000311900",2197,1097,19.51,3.08,0,5.81,31.44,13.78,33.27,9.75,5.2,4.92,2.92,10.94,3.74,5.2,2.92,4.01,8.39,2.73,2.1,.82,3.1,22604,36.14019,99.18,1227,18.05,81.95,10.59,277800,23.78,36.54,13.34,4.64,14.85,.93,5.92,0,533,39.15,28.6,39.87,20,80.61,1.32,33.64303,57.21272
"250173700037000312000",3282,829,56.09,0,6.41,10.42,19.79,14.84,11.7,1.57,2.17,1.21,4.83,10.01,4.34,.6,10.49,1.21,18.7,20.87,7.12,1.81,3.38,63342,17.30652,93.85,1093,41.5,58.5,24.15,200000,0,8.43,13.97,38.36,31.26,4.88,3.1,0,944,44.33,24.200001,60.42,20.39,77.04,3.81,30.28641,60.6947
"250173700037000312100",2452,932,30.79,0,3.12,12,32.36,20.29,6.97,14.91,4.72,5.04,6.01,5.36,9.01,8.58,5.79,5.15,15.56,5.36,4.72,0,2.79,37083,14.65624,88.84,1175,37.88,62.12,20.68,222900,11.4,14.21,7.19,14.04,33.51,16.14,3.51,0,1024,52.68,33.400002,45.71,30.14,92.17,13.17,38.98858,61.74551
"250173700037000312200",4234,1604,32.54,2.12,4.01,10.14,33.83,20.88,12.59,8.1,2.12,5.42,.69,0,1.56,2.18,5.11,8.48,12.72,22.82,10.66,2.74,4.8,62684,17.12329,97.32,1699,69.33,30.67,5.59,229400,8.19,15.13,12.61,20.59,29.2,5.25,9.03,0,951,44.31,27.4,36.79,32.16,87.81,20.34,29.82995,58.92773
"250173700037000312300",5317,2042,40.5,0,5.99,11.69,35.24,24.33,8.86,0,2.94,5.73,.98,5.24,3.28,11.31,5,6.9,14.89,14.84,9.21,5.44,5.38,59679,14.82039,98.78,2146,66.5,33.5,4.85,238700,6.99,0,0,36.46,34.38,15.77,6.4,0,1048,55.55,37,29.27,6.17,78.14,15.14,37.78447,62.40361
"250173700037000312400",2413,940,37.66,.83,2.3,8.19,30.36,13.57,12.77,21.7,5.96,2.77,7.02,5.32,3.19,7.77,.64,9.04,13.62,8.09,2.13,0,0,29783,37.85145,93.62,980,15.21,84.79,4.08,253700,16.97,20.1,8.88,19.06,18.41,8.09,8.49,0,863,51.95,31.799999,85.06,0,79.29,.33,30.70866,62.12184
"250173700037000312501",4563,1700,32.24,5.35,6.61,12,38.69,39.53,1.59,1.47,3.76,5.35,4.76,4.18,7,2.94,2.06,6.18,7.76,18.35,13.41,12,9.18,78953,7.612761,97.94,1726,74.88,25.12,1.51,324800,0,10.07,18.5,24.12,23.89,11.48,11.94,0,974,33.96,26.700001,32.33,16.62,84.35,17.9,29.5858,53.99956
"250173700037000312502",3886,1536,30.08,3.86,5.53,18.12,44.2,47.15,5.4,5.53,4.49,4.36,1.24,4.17,2.93,4.43,3.39,7.68,7.55,16.28,14.45,6.25,11.85,69470,7.420861,98.31,1692,76.43,23.57,9.22,341800,6.82,11.65,22.73,17.05,34.38,7.39,0,0,865,57.18,33.700001,41.03,20.78,91.21,3.17,12.2491,41.55944
"250173700037000313102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173700037000314101",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173700037000317102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173787537875339100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173787537875339800",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173787537875339900",163,89,0,0,45.4,46.63,100,100,0,0,0,0,0,0,0,0,0,14.61,0,0,85.39,0,0,113536,0,100,89,0,100,0,,0,0,0,0,14.61,85.39,0,0,1354,0,12.9,,,100,0,7.97546,100
"250173787537875340100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173787537875341100",7474,3278,22.76,2.4,14.8,16.77,45.8,43.7,8.21,4.97,2.29,2.59,5.49,5.61,3.05,3.29,4.58,7.47,11.84,18.09,7.2,1.71,13.61,63427,8.148248,99.27,3626,46.64,53.36,9.6,416400,5.49,7.59,10.55,23.93,18.87,11.87,14.35,7.35,1032,41.51,28.4,33.07,8.78,86.06,7.99,29.82339,53.67942
"250173787537875341200",6054,2457,24.99,4.96,11.14,4.86,27.18,19.48,8.99,6.31,5.98,3.5,9.97,5.45,5.25,3.42,3.79,6.19,9.12,14.65,8.55,4.76,4.07,46910,11.87645,93.98,2627,44.97,55.03,6.47,362500,1.15,10.69,13.13,6.34,33.13,12.37,21.68,1.53,1141,58.95,34.099998,68.23,20.33,84.74,7.28,20.69706,47.14238
"250173787537875341300",4759,2151,23.11,1.07,11.12,19.64,47.61,40.89,6.37,6.28,10.27,7.35,5.86,7.86,5.63,3.58,2.09,5.02,7.67,14.64,6.56,4.56,6.28,40462,17.77684,98.05,2328,20.5,79.5,7.6,405800,7.43,13.22,2.63,16.37,19.01,17.66,17.78,5.91,1136,45.56,27.799999,49.19,15.9,77.96,2.5,48.39252,76.42362
"250173787537875341400",6468,2322,39.75,.29,7.65,20.03,21,21.29,6.07,4.01,4.35,8.23,2.54,6.29,4.26,2.28,4.57,9.39,10.81,18.48,12.19,3.57,2.97,57374,7.357287,98.75,2377,56.07,43.93,2.31,390100,0,15.93,2.42,17.84,32.06,26.01,4.54,1.21,1108,45,28.5,80.4,26.28,79.11,16.88,38.28077,63.03339
"250173787537875341500",4619,1597,32,1.1,14.98,5.2,25.82,27.97,6.26,1.82,4.57,8.77,2.94,10.33,3.07,3.69,4.76,7.51,10.52,16.03,8.02,6.01,5.7,56106,12.38363,98.06,1745,53.29,46.71,8.48,319800,3.31,1.24,12.28,20.14,26.76,16,17.66,2.62,1122,51.48,36.099998,65.06,39.58,75.09,16.54,36.34986,61.96146
"250173787537875341600",6444,2495,25.25,3.15,9.24,11.44,30.98,23.17,11.94,7.9,2.65,5.25,3.45,4.57,2.73,8.06,2.04,6.53,11.54,15.79,9.9,1.4,6.25,52731,17.16098,98.24,2621,52.91,47.09,4.81,346700,11.12,2.19,2.73,13.49,21.6,20.69,23.79,4.38,1237,50.3,32.299999,51.35,9.27,78.23,5.91,24.19991,63.61343
"250173787537875341700",5516,2124,31.21,2.06,8.5,15.66,34.72,34.84,6.59,1.84,8.47,2.54,4.14,5.51,4.47,5.84,5.32,4.43,12.05,16.48,11.06,6.4,4.85,61154,6.725888,97.98,2167,65.96,34.04,1.98,349900,17.11,9.48,17.96,11.74,19.8,2.26,9.34,12.31,877,53.8,37.299999,57.46,13.49,81.67,11.4,16.17114,51.23278
"250173787537875341800",6239,2420,32.56,1.06,4.02,6.55,26.06,25.9,7.11,6.53,2.69,6.74,4.96,5.66,5.99,9.71,3.55,4.09,6.78,18.06,5.87,7.23,5.04,47500,12.02116,97.44,2616,49.21,50.79,7.49,323800,3.62,18.26,12.66,10.53,8.72,14.72,27.47,4.03,1142,56.39,33.599998,58.03,16.8,88.4,6.01,21.54191,59.83331
"250173787537875341900",7948,3190,32.95,2.72,11,16.14,39.02,29.19,6.3,6.11,6.46,5.99,1.54,5.08,6.24,1.72,2.04,7.62,5.86,18.75,11.03,5.17,10.1,66000,11.66982,98.46,3684,45.27,54.73,13.41,354800,2.06,7.75,3.03,6.84,20.16,29.6,26.82,3.75,1336,44.85,28.5,58.36,23.68,87.82,2.4,23.72924,62.31757
"250173871538715321100",7252,2883,28.1,1.89,8.91,18.19,50,39.18,4.89,3.4,3.5,4.2,4.89,4.02,5.06,2.39,2.25,4.68,8.91,11.1,14.88,10.2,15.61,76570,7.722008,98.96,3072,68.51,31.49,6.15,370500,1.68,14.7,8.64,25.25,22.67,9.54,7.97,9.54,998,52.2,34.599998,33.93,35.61,93.02,8.63,18.24229,46.71667
"250173871538715321200",6147,2728,27.16,4.38,7.71,20.77,37.42,35.19,7.48,2.79,.88,4.07,5.39,5.39,3.23,6.34,7.07,6.56,7.66,12.87,11.36,4.88,14.04,61486,5.335936,98.02,2999,62.32,37.68,9.04,322500,0,5.02,4.4,36.75,23.44,16.07,8.09,6.24,1041,42.51,25.1,37.14,12.55,90.61,7.27,17.42313,52.28567
"250173871538715321300",7264,3076,27.37,2.25,4.74,17.07,33.85,25.68,10.53,11.93,4.49,6.24,3.64,2.08,4.55,5.59,5.43,7.02,8.16,7.05,7.93,3.97,11.38,45740,16.89227,95.55,3368,42.26,57.74,8.67,337000,10.93,15.98,16.16,17.16,16.98,10.11,11.52,1.18,872,45.49,29.5,37.56,19.43,81.09,5.48,25.49559,61.45374
"250173871538715321400",3062,1127,36.56,3.23,8.07,21.33,48.94,46.71,1.24,0,4.61,.8,6.21,1.24,2.75,4.44,.62,6.74,7.81,12.07,11.36,17.66,22.45,107969,2.743305,98.85,1145,83.14,16.86,1.57,369900,0,0,0,0,6.67,12.73,56.97,23.64,1769,23.68,19.799999,28.8,27.62,93.62,6.47,11.4631,44.18681
"250173871538715321500",6450,2534,33.74,1.44,7.37,21.33,42.99,35.03,4.22,1.38,6.12,8.68,4.46,1.34,7.5,3.63,2.72,3.08,8.25,11.37,14.33,9.83,13.11,70366,7.410912,98.03,2687,62.27,37.73,5.69,351800,1.3,8.87,23.48,25.97,7.14,17.75,14.39,1.08,890,50.31,34,37.99,20,88.92,14.02,38.52097,58.5935
"250173871538715321600",7788,3095,33.47,3.58,10.25,16.17,53.03,45.8,2.68,3.36,1.78,1.58,5.78,2.68,2.13,2.75,3.46,4.91,12.86,15.8,12.79,7.11,20.33,86250,3.800719,98.48,3195,64.07,35.93,3.13,369600,2.4,.92,1.39,18.76,34.38,29.85,8.13,4.16,1193,41.19,24.9,29.3,20.71,89.58,7.98,25.64435,57.8552
"250173871538715322100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173871538715322200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173871538715365202",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173871538715383901",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173962539660323100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173962539660364101",5277,2222,30.47,2.11,6.8,16.54,48.33,40.83,3.96,3.51,3.92,5.31,4.05,3.29,5.27,3.38,3.33,5.09,13.1,14.85,16.29,8.33,6.35,71978,4.832291,100,2299,67.46,32.54,3.35,343800,8.58,6.75,13.36,26.3,17.02,16.03,11.95,0,977,38.87,24.4,41.76,37.06,87.65,9.85,23.0055,51.43074
"250173962539660364102",5108,1994,37.61,4.14,2.21,15.37,49.79,47.3,1.91,4.11,4.71,2.86,2.56,1.5,3.06,3.61,3.61,2.81,12.24,23.17,13.64,7.52,12.69,83263,3.465153,98.65,2051,76.28,23.72,2.78,348700,0,9.16,8.91,38.12,13.86,19.8,8.17,1.98,979,20.3,23.1,36.97,34.59,93.51,6.17,13.13694,47.85032
"250173983539835339100",6540,3015,17.74,5.27,8.46,19.93,61.21,46.18,7,8.13,6.67,4.91,2.55,2.09,5.31,0,5.61,3.71,12.01,6.37,11.08,7.96,16.61,65420,7.840697,100,3061,68.46,31.54,1.5,429000,26.17,21.7,10.11,5.53,21.28,8.83,1.49,4.89,632,48.37,29.799999,33.95,33.2,87.43,15.67,23.43827,47.55233
"250173983539835339200",5772,2305,29.72,4.24,8.27,15.71,63.57,52.43,2.04,4.38,2.65,3.77,3.21,1.56,4.9,5.51,2.69,2.95,11.32,12.84,11.58,6.94,23.64,79557,3.222453,99.31,2322,82.08,17.92,.73,460900,0,18.68,0,4.47,4.47,25.26,43.68,3.42,1471,41.65,27,35.67,14.6,88.39,19.07,26.50728,37.12751
"250173983539835339300",2582,1171,20.32,2.24,2.55,13.8,49.54,41.67,6.15,5.38,5.47,1.71,3.16,5.55,2.9,3.42,5.29,5.12,8.97,23.65,13.58,5.38,4.27,71573,7.126259,100,1290,52.43,47.57,9.22,398400,13.7,13.31,0,0,21.33,22.11,27.79,1.76,1269,27.47,24.200001,59.86,7.87,88.55,9.3,24.39969,50.38729
"250173983539835339400",3147,1353,20.1,2.19,4.37,8.86,42.82,38.91,10.86,1.92,8.87,3.77,7.39,5.17,5.25,5.62,6.13,6.43,5.17,5.25,10.13,4.36,13.67,45538,15.47506,98.6,1507,48.04,51.96,10.22,405400,14.83,5.38,14.83,17.15,10.9,15.26,15.99,5.67,975,60.32,35.5,47.49,35.76,71.4,16.14,40.73721,64.44233
"250173983539835339500",5790,1633,16.9,2.15,5.35,9.72,48.87,49.86,4.59,2.94,1.29,3.06,3.86,3.18,3.86,6.49,2.14,5.08,10.84,16.6,12.43,8.76,14.88,78457,8.706468,100,1690,58.97,41.03,3.37,365800,0,0,3.55,26.39,21.14,8.49,29.32,11.11,1237,35.67,24.6,31.73,28.27,64.94,4.7,29.45274,49.10448
"250173983539835339600",4929,1971,26.13,4.77,8.14,15.59,44.68,43.26,2.69,5.02,2.84,5.28,4.62,6.39,4.11,4.57,2.94,4.06,17.05,10.86,10.65,4.46,14.46,67336,10.40779,100,2112,52.31,47.69,6.68,421400,0,1.2,3.06,12.04,18.82,26.15,35.56,3.17,1392,32.87,24.1,49.44,56.15,69.91,12.05,41.55001,59.40353
"250173983539835339700",3918,1572,27.04,2.86,9.44,9.9,37.75,33.45,4.64,9.73,1.65,1.84,6.55,1.15,11.77,4.83,1.84,5.03,8.08,20.67,13.68,5.41,3.12,63026,11.66411,96.56,1673,48.66,51.34,6.04,432100,12.5,6.25,13.96,1.86,15.16,31.91,15.82,2.53,1252,28.38,23.1,68.78,20.43,78.83,6.97,30.39816,62.73609
"250173983539835339800",8639,3560,26.29,2.23,11.47,18.8,38.98,27.73,7.02,8.17,4.19,2.47,5.2,2.92,4.16,4.8,4.33,7.95,7.72,16.66,6.8,7.61,10,58045,11.2976,99.16,3722,53.68,46.32,4.35,396100,8.28,5.62,9.39,.86,13.22,17.67,34.22,10.75,1429,58.64,36.200001,52.27,39.4,84.57,9.4,37.34251,63.38078
"250173983539835339900",5019,1983,27.89,4.47,7.57,11.58,36.19,34.92,5.95,1.26,4.84,1.51,4.49,6.51,5.35,.71,7.01,10.14,12.41,12.61,11.45,9.33,6.45,62854,4.124328,98.84,2180,52.4,47.6,9.04,409400,6.36,1.27,2.97,17.48,25.42,26.69,17.06,2.75,1216,55.72,32.5,45.93,25.58,84.06,8.45,28.21279,53.17793
"250173983539835340000",2647,1088,26.1,4.11,8.14,13.12,36.15,26.48,4.69,4.41,.74,0,3.31,12.87,3.12,8.92,9.93,9.01,7.08,10.2,19.03,2.67,4.04,52593,12.95807,97.15,1150,47.24,52.76,5.39,363600,2.33,1.97,0,22.9,25.04,12.52,33.27,1.97,1228,56.79,36.700001,55.25,10.53,76.06,13.3,45.59879,70.4949
"250173983539835340100",6454,2301,28.03,2.38,12.83,17.31,42.8,31.39,6.65,1.56,2.17,4.13,5.65,1.22,3.82,1.65,2.26,5.65,11.73,19.77,10.43,11.04,12.25,79055,5.083387,98.96,2398,92.83,7.17,4.05,373600,0,0,0,34.31,0,27.74,37.96,0,1391,50.91,50,47.57,33.85,90.14,16.77,18.68185,39.0635
"250173983539835341100",47,30,0,0,0,0,0,72.34,56.67,0,0,0,0,0,0,43.33,0,0,0,0,0,0,0,4706,72.34042,100,30,100,0,0,411800,,,,,,,,,,,,100,100,100,0,0,0
"250173983539835350100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173983539835350400",149,51,0,0,0,0,79.04,100,0,0,0,0,0,0,0,35.29,0,0,64.71,0,0,0,0,73068,44.2953,100,51,0,100,0,,0,0,0,0,0,64.71,0,35.29,1443,35.29,23.9,,,12.08,0,100,100
"250174011540115335400",22,7,100,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,0,100,7,100,0,0,,,,,,,,,,,,,0,,100,0,0,0
"250174011540115336100",5078,2263,24.97,4.77,16.85,20.19,54.37,52.65,5.35,5.7,5.66,3.71,1.1,3.84,1.86,5.57,4.82,4.86,3.84,19.31,8.62,7.16,18.6,80533,5.041355,98.19,2376,68.98,31.02,4.76,439400,23.72,19.64,12.69,8.16,10.12,9.97,9.97,5.74,686,38.46,27.5,37.05,18.84,91.36,6.4,15.51792,38.89326
"250174011540115336200",6062,1995,41.65,1.75,17.49,13.54,55.6,49.09,2.21,3.16,1.3,2.61,2.71,.35,1.3,2.46,3.11,5.71,8.67,16.29,14.39,8.82,26.92,100096,.776562,97.69,2186,89.72,10.28,8.74,469100,0,23.16,0,0,21.05,6.84,48.95,0,1462,34.63,23.5,36.32,22.69,91.94,6.27,8.048006,37.48676
"250174011540115336300",6566,2376,38.09,4.33,14.18,12.82,51.53,48.71,1.6,4.5,1.52,2.27,6.06,4.76,2.4,1.56,2.1,8.04,9.6,15.15,11.83,10.31,18.3,84780,3.138876,98.86,2449,79.38,20.62,2.98,432200,12.65,6.44,9.79,20.29,9.79,16.23,24.82,0,1021,38.57,28.700001,26.86,21.83,89.69,10.19,18.51965,38.80597
"250174011540115336401",3966,1825,20.49,3.01,7.46,17.63,43.2,40.71,4.82,4.55,4.05,1.04,2.79,8.71,5.15,4.66,4.16,8.55,12.66,14.63,5.42,2.36,16.44,65706,6.051282,99.45,1852,43.34,56.66,1.46,356100,4.74,0,7.25,12.09,40.43,19.05,14.51,1.93,1160,41.2,25,40.93,26.42,74.75,5.57,32.62733,66.03631
"250174011540115336402",4807,1929,30.38,2.08,12.87,11,50.1,48.7,10.83,6.95,3.89,4.3,3.58,3.58,2.44,2.59,.62,6.74,6.27,19.54,8.45,7.15,13.06,69461,8.684546,97.87,2057,49.92,50.08,6.22,437900,11.37,18.74,2.32,20.21,26.84,12.74,7.79,0,963,36.86,26.9,39.83,23.68,93.49,8.19,22.11142,44.93822
