tractid00,totalpop,households,pcthhchild,pctind_info,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,PCT_B25026003,pctunits_newres_2005,pctunits_newres_2000
"250176766567700337300",4846,2104,30.7,1.72,6.45,14.74,38.88,33.33,6.61,4.42,2.57,3.42,3.9,4.33,3.04,6.08,2.33,6.99,10.84,25.76,9.17,5.8,4.76,69826,10.92941,98.48,2329,58.84,41.16,9.66,403800,0,5.28,8.69,4.58,23.36,42.84,13.85,1.41,1297,49.19,30,54.2,29.89,83.53,4.27,25.05159,46.9253
"250176766567700339100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250176805099999322100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250176805099999322400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250176805099999323100",6364,2170,42.4,1.89,4.74,22.53,55.64,65.88,2.3,2.07,0,1.43,4.1,1.01,.97,1.15,2.49,3.5,7.97,16.22,7.7,19.86,29.21,122500,2.278441,99.59,2290,89.26,10.74,5.24,485700,3.77,6.6,0,9.91,8.49,20.28,16.51,34.43,1529,21.89,23.5,32.28,21.39,86.96,10.65,17.50471,40.76053
"250176826099999364102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250176826099999365100",7711,2311,59.97,5.64,12.52,27.61,72.83,76.73,1.13,.48,0,3.59,.39,2.38,0,0,2.6,3.12,4.02,5.8,13.41,11.64,51.45,150863,1.102321,100,2425,98.96,1.04,4.7,690600,0,0,0,0,0,0,0,100,2001,0,,35.17,20.66,95.45,10.13,11.28258,45.86954
"250176826099999365201",5348,1734,46.94,2.58,6.66,25.63,71.32,72.1,1.33,2.19,.58,1.67,2.31,1.44,2.19,.75,1.04,3.46,3.75,9.52,6.46,9.69,53.63,154932,2.718029,99.48,1750,98.1,1.9,.91,596000,33.33,54.55,0,0,0,12.12,0,0,539,33.33,27.5,25.8,22.54,92.29,7.37,7.743449,46.4607
"250176826099999365202",4185,1319,51.02,3.93,6.09,25.14,60.19,67.64,8.57,2.35,0,.99,2.65,.99,3.11,1.29,0,5,5.08,9.63,6.52,13.87,39.96,132218,4.814815,97.42,1403,80.97,19.03,5.99,627900,55.17,9.05,14.22,3.88,0,0,12.93,4.74,289,56.57,32.5,26.56,21.72,97.72,9.11,15.23457,44.81482
"250176826099999366200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250176941599999315100",5618,1853,45.22,3.34,7.86,17.04,48.28,37.29,2.37,2.43,3.62,.43,1.13,.32,2,4.53,.54,6.21,10.42,13.98,17.32,11.71,22.99,103942,1.538737,99.35,1875,96.38,3.62,1.17,395300,0,15.25,13.56,38.98,13.56,18.64,0,0,854,25.37,24.700001,32.18,27.1,93.92,7.07,8.935564,39.19544
"250176941599999315200",7691,2854,29.36,3.14,7.87,17.44,43.25,28.38,4.27,3.4,6.48,4.56,3.68,1.3,2.28,4.41,4.24,6.1,9.57,14.61,12.79,8.76,13.56,74623,3.431443,99.75,3070,76.35,23.65,7.04,386900,10.12,7.52,12.88,7.82,12.73,21.32,27.61,0,1229,49.48,33.299999,33.76,26.2,86.59,11.96,21.95262,39.98564
"250176941599999315401",3150,1431,23.69,4.87,11.85,14.19,41.82,28.63,2.1,8.67,3.63,6.01,5.52,4.75,2.8,5.1,2.17,5.45,11.25,16.07,11.6,5.52,9.37,63211,3.523809,98.74,1464,85.81,14.19,2.25,321900,16.49,46.39,0,0,5.15,5.67,26.29,0,466,54.68,37.599998,50.22,22.29,94.41,9.68,16.09524,50.60318
"250176941599999315402",2921,933,47.91,2.4,5.47,15.87,41.02,25.83,0,0,3.32,5.57,.86,4.07,3.54,1.71,2.57,3.97,9.32,21.65,14.26,16.72,12.43,88388,7.737076,100,933,97.11,2.89,0,374100,0,0,0,100,0,0,0,0,,0,,43.97,15.42,99.75,8.11,8.11366,32.04382
"250176941599999315403",1649,537,41.53,2.41,8.55,16.87,34.94,14.82,5.59,3.72,0,0,3.72,8.75,5.59,3.72,0,11.92,13.04,3.72,10.8,9.31,20.11,72284,2.789569,91.25,566,88.27,11.73,5.12,350400,0,0,0,46.03,0,19.05,34.92,0,1302,49.21,24.700001,30.38,18.99,93.65,6.31,10.00606,30.86719
"250176941599999315500",7919,2526,44.14,3.91,6.14,9.88,37.05,28.33,.75,1.19,1.62,3.37,3.21,3.01,2.57,3.17,5.03,2.77,13.42,17.34,18.69,10.49,13.38,88226,4.59654,97.35,2599,95.65,4.35,2.81,346600,0,0,0,0,14.55,44.55,28.18,12.73,1449,85.46,47.099998,41.76,17.18,94.51,6.08,6.081513,21.01699
"250176941599999331200",82,41,0,0,0,0,0,0,0,0,0,0,0,29.27,0,0,0,70.73,0,0,0,0,0,50733,0,100,41,0,100,0,,0,0,0,29.27,70.73,0,0,0,1073,29.27,28.5,,,100,0,28.04878,100
"250177036070325301101",854,380,21.58,0,5.87,18.62,32.4,9.93,0,2.89,9.74,0,15.26,0,12.63,6.32,5,15.79,10.53,11.05,6.05,2.63,2.11,48250,5.405406,100,420,47.37,52.63,9.52,223100,5.5,23.5,18,19.5,0,21,12.5,0,815,31,26.5,51.05,0,66.19,3.98,39.11007,57.37705
"250177036070325301102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177036099999301101",3342,1073,47.53,2.44,2.86,12.74,39.55,29.79,1.03,2.89,2.14,.84,0,.93,8.95,1.68,5.68,7.18,16.87,18.73,16.87,7.08,9.13,80139,4.199396,100,1103,95.9,4.1,2.72,308400,27.27,0,0,0,50,22.73,0,0,1114,72.73,39.5,43.75,11.68,94.89,5.09,7.151406,33.78217
"250177036099999301102",5323,1813,39.11,5.05,1.88,10.36,38.86,32.7,3.2,3.31,1.99,2.65,3.25,4.14,4.74,0,2.43,4.58,14.62,17.32,12.58,13.57,11.64,82063,5.654706,99.5,1825,91.06,8.94,.66,300100,0,0,44.93,23.91,6.52,24.64,0,0,835,59.87,50,33.99,16.25,87.14,16.76,22.16795,36.55833
"250177102599999313101",5330,1802,43.17,6.28,6.24,13,52.81,47.5,2.66,3.55,.5,.55,1.22,1,.89,2.94,2.83,5.66,9.16,12.32,17.37,15.93,23.42,107222,2.045028,99,1963,90.9,9.1,8.2,406100,29.27,15.24,11.59,4.88,17.68,12.2,9.15,0,755,38.42,24.799999,26.85,2.99,94.6,9.38,11.42589,30.58161
"250177102599999313102",6264,2048,44.82,1.93,6.11,7.46,37.59,34.2,1.12,.73,2.98,5.22,1.56,1.76,7.52,3.66,4.69,8.11,7.42,14.36,16.41,4.54,19.93,87941,1.99553,99.56,2146,86.18,13.82,4.57,359700,0,3.89,0,12.84,43.97,14.4,24.9,0,1189,61.49,32.700001,28.29,13.94,94.11,6.93,10.69604,34.05172
"250177102599999317300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177221572250334400",69,50,0,54.29,0,45.71,45.71,23.19,38,0,0,0,30,0,0,0,0,0,0,32,0,0,0,28500,27.53623,100,50,100,0,0,235700,,,,,,,,,,,,100,0,100,0,0,72.46377
"250177221572250335100",5705,2441,28.02,1.43,11.21,19.38,51.8,51.47,3.15,2.42,1.31,0,3.2,1.35,6.68,5.12,1.11,9.71,12.62,13.85,14.05,9.5,15.94,81496,3.014899,98.98,2531,71.77,28.23,3.56,417400,2.4,2.56,12.78,24.44,23.32,14.54,14.86,5.11,1084,36.14,25.4,29.38,20.76,92.26,12.01,20.31551,34.72393
"250177221572250335200",5575,2118,27.81,1.47,9.62,17.57,47.4,52.44,4.15,4.15,1.27,2.88,4.96,3.31,3.02,2.88,1.89,9.21,5.15,12.23,9.54,14.4,20.96,89167,3.039568,95.89,2194,81.44,18.56,3.46,448800,9.25,0,3.58,47.16,12.54,0,14.63,12.84,977,45.03,35.700001,38.49,24.18,85.03,8.2,19.15695,39.21076
"250177221572250335300",7750,3166,28.93,1.23,5.44,11.95,45.45,35.39,6.13,2.56,3.25,1.04,2.53,3.85,3.38,3.89,2.84,5.46,9.38,17.37,11.97,9.35,17,81316,3.709928,99.56,3584,69.3,30.7,11.66,407300,5.17,11.42,2.48,18.32,26.62,21.98,11.64,2.37,1118,33.13,22,35.28,28.73,91.16,8.31,17.22581,38.82581
"250177221572250335400",5389,1865,39.62,4.77,15.74,15.56,50.33,44.56,.64,4.24,5.31,4.34,2.09,2.52,1.07,1.93,3.06,1.66,9.76,19.84,15.82,9.92,17.8,91936,1.654662,98.66,1880,86.49,13.51,.8,396600,6.39,0,8.22,43.38,20.09,0,5.94,15.98,971,40.87,28.799999,30.15,28.25,92.22,9.69,13.31516,36.81137
"250177221572250336100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177221572250337102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177221572250337201",227,72,48.61,0,0,25.85,31.97,54.48,0,0,0,0,0,0,0,0,0,0,0,12.5,16.67,0,70.83,165833,0,100,72,100,0,0,481800,,,,,,,,,,,,38.89,,100,15.86,15.85903,45.81498
"250177260072600357700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177260072600358400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177260072600360200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177260072600367100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177260072600367200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177260072600368101",5526,2348,19.17,4.18,8.64,25.79,53.51,45.35,5.03,2.09,2.6,4.34,1.79,2.39,5.41,2.47,5.37,4.09,14.4,13.46,16.87,8.94,10.77,75042,4.705031,100,2441,57.33,42.67,3.81,407300,2.48,0,1.35,4.35,9.52,1.45,55.28,25.57,1779,48.4,30.799999,51.01,14.26,79.76,9.81,33.5143,51.23055
"250177260072600368102",3745,1411,28.14,4.09,4.78,10.75,46.78,46.71,4.32,2.83,.85,0,3.9,5.17,5.67,2.48,1.91,4.39,10.84,22.4,10.21,10.06,14.95,81551,4.058745,99.5,1438,86.82,13.18,1.88,404400,0,0,9.41,5.29,7.65,27.06,7.65,42.94,1538,43.55,28.299999,50.49,22.12,90.47,8.73,18.10414,41.44192
"250177260072600368200",4446,1778,29.87,4.66,9.13,14.15,49.01,49.12,5.85,2.76,1.86,2.53,2.7,0,4.05,3.94,5.12,4.33,12.43,7.76,9.79,10.29,26.61,86806,8.412056,99.33,1860,59.56,40.44,4.41,456700,0,7.23,0,10.5,8.37,11.77,16.6,45.53,1865,45.07,25,29.62,10.33,87.1,3.73,24.44894,49.95502
"250177260072600368300",4802,2021,16.77,6.1,7.59,17.26,48.99,48.5,7.13,5.54,3.96,5.1,4.7,1.93,1.34,3.02,6.28,8.91,8.41,14,16.28,1.29,12.13,63309,14.36901,98.07,2164,40.23,59.77,6.61,376300,1.4,16.07,2.27,23.58,14.06,13.97,19.3,9.34,1119,44.21,29,53.28,8.86,79.59,3.12,26.30154,46.37651
"250177260072600368400",8940,2901,24.1,3.19,6.75,9.94,43.38,46.14,7.07,2.76,8.14,1.55,4.52,6.86,4.27,1.55,4.89,7.14,9.79,13.79,7.34,8.24,12.1,60903,12.97188,97.21,3051,41.85,58.15,4.92,402300,1.02,6.55,5.17,14.19,19.6,24.59,23.09,5.77,1285,47.78,30.700001,28.42,23.22,73.74,8.26,34.14634,67.48486
"250177260072600368500",3091,1794,13.71,4.68,11.04,17.08,43.58,38.49,16.11,6.86,6.3,3.73,2.68,1,14.16,2.68,4.01,5.69,9.7,12.15,5.13,2.51,7.31,39828,18.53769,98.83,1910,9.31,90.69,6.07,357300,11.12,6.58,5.72,20.04,24.52,6.7,10.39,14.94,1067,37.92,27.799999,64.04,67.92,78.15,1.81,44.58104,79.06826
"250177260072600368600",4802,2185,19.86,3.09,5.36,22.17,34.71,40.37,4.81,3.3,4.26,5.63,3.11,3.2,7.96,5.49,5.35,7.09,10.94,11.62,9.57,6.5,11.17,59489,7.788422,96.8,2499,37.21,62.79,12.57,523000,0,5.88,10.44,21.25,23.68,18.38,15.15,5.22,1131,44.31,28.5,42.73,27.23,80.29,6.35,41.98251,67.78426
"250177260072600368700",2315,853,38.1,0,11.47,29.64,42.19,29.48,7.03,8.09,9.61,5.98,3.63,6.45,5.04,3.75,4.81,5.74,13.95,6.68,5.51,2.34,11.37,47713,19.72258,97.42,1011,39.62,60.38,15.63,361900,1.4,8.78,9.78,5.19,24.75,24.95,24.15,1,1251,32.23,26.4,90.61,51.59,77.06,16.3,41.75101,80.5668
"250177260072600368800",4583,1780,26.57,4.03,8.65,16.79,40.1,34.74,7.13,3.93,4.72,10.79,.73,2.81,3.82,5.84,2.08,8.99,17.75,13.93,6.12,3.03,8.31,59493,12.92198,94.38,1938,37.53,62.47,8.15,392100,.64,8.08,.73,24.7,33.24,16.17,16.44,0,1119,46.31,29.799999,44.49,43.37,82.67,4.04,36.50571,62.74784
"250177260072600368901",8690,2057,20.03,3.85,9.72,13.67,41.01,47.92,11.81,6.66,3.4,4.08,.68,3.16,1.22,1.9,2.97,9.72,6.76,14.1,11.23,9.53,12.78,67023,17.10198,99.37,2256,66.5,33.5,8.82,462400,0,26.08,0,5.09,10.19,23.92,21.76,12.96,1340,63.72,38.400002,53.64,27.55,66.94,7.81,31.25142,53.48626
"250177260072600368902",3663,1430,24.97,4.66,7.79,17.61,45.69,41.71,8.74,6.5,7.41,5.17,.49,12.24,5.45,5.03,2.24,8.11,9.51,12.24,6.64,6.78,3.43,42794,25.05103,97.48,1569,20,80,8.86,487500,4.9,.79,3.15,16.61,9.97,30.24,32.95,1.4,1371,55.34,34.5,59.07,40.85,66.15,5.14,45.99041,68.36874
"250177260072600369000",963,330,11.82,0,6.4,14.35,56.96,38.01,3.03,2.12,6.06,2.73,0,0,3.03,8.79,5.76,14.85,3.03,17.27,5.45,5.76,22.12,75238,3.283174,100,368,87.27,12.73,10.33,385500,0,0,68.75,31.25,0,0,0,0,786,23.81,23.6,42.27,27.66,81.35,26.95,35.70451,45.96443
"250177260072600369100",4981,1783,26.81,5.08,15.01,11.09,39.55,33.41,3.2,.45,1.74,5.1,2.75,6.11,4.88,4.21,2.13,7.29,10.99,14.08,12.51,6.17,18.39,78309,7.818757,100,1939,83.23,16.77,8.05,446200,0,0,10.65,18.21,51.55,9.28,4.12,6.19,1103,38.79,22.9,39.38,24.74,86.49,11.77,16.28286,30.89091
"250177260072600370101",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177260072600370102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177260072600374500",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177260072600374600",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177260072600374700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177344073440354200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177344073440357600",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177344073440357700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177344073440369100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177344073440370101",6288,2712,27.73,4.29,9.31,22.14,54.3,47.65,4.54,5.05,4.02,2.62,4.17,1.95,3.36,3.98,1.88,7.3,14.45,20.87,12.57,3.83,9.4,71529,9.335241,98.86,2894,63.38,36.62,6.29,415200,7.38,8.96,8.75,22.13,12.22,20.34,16.02,4.21,1057,32.62,24.1,45.26,44.55,90.92,5.12,18.08206,42.85941
"250177344073440370102",6774,3043,15.91,6.59,7.91,22.15,60.17,53.5,3.25,1.61,4.21,3.32,4.44,2.99,3.71,3.32,3.38,16.89,13.77,12.13,9.17,5.65,12.15,65170,4.710451,99.61,3233,40.19,59.81,5.88,409800,6.66,6.1,13.2,6.21,19.18,20.08,16.11,12.47,1233,31.05,23.700001,52.39,21.45,83.95,13.35,41.36417,62.53588
"250177344073440370200",8289,3529,26.18,2.8,6.82,15.33,59.63,64.48,2.13,1.36,4.22,2.81,2.95,3.49,1.33,4.93,3.88,7.17,7.51,17.6,13.71,6.23,20.69,85085,3.993244,98.53,3677,62.65,37.35,4.03,513400,0,4.97,0,5.04,19.63,9.08,49.5,11.79,1614,37.78,24.799999,44.58,29.1,87.46,10.34,27.91652,49.35456
"250177344073440370300",5981,2713,17.8,4.73,6.43,16.05,52.92,48.36,5.53,5.12,2.73,4.39,4.83,2.69,4.68,3.83,1.47,10.36,14.74,15.22,8.7,8.77,6.93,62297,6.2609,97.09,2867,39.07,60.93,5.37,409900,5.68,5.43,5.12,9.99,14.68,23.57,28.93,6.6,1347,35.39,24.6,61.07,29.02,85.42,4.69,36.97245,62.74852
"250177344073440370400",5435,2149,24.43,4.92,7.25,17.08,51.73,48.51,3.44,2.75,4.33,2.98,1.95,3.82,2.09,2.47,.56,7.82,16.05,19.68,12.98,6.42,12.66,76157,7.964954,98.84,2307,57.79,42.21,6.85,368600,0,2.7,5.28,13.03,7.75,35.39,24.38,11.46,1400,29.22,24.299999,52.36,30.83,84.79,9.66,26.0904,58.10864
"250177344073440373100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177344073440373200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177379014570366100",4593,1736,37.85,4.01,9.34,15.36,61.04,61.79,2.65,2.36,1.09,4.32,.75,.52,2.42,3.46,7.37,3.86,4.72,16.24,12.04,14.34,23.85,100625,2.133682,99.65,1801,78.23,21.77,3.61,480800,6.35,10.05,4.5,10.85,24.6,2.91,14.81,25.93,1185,23.54,26,44.07,15.53,86.63,10.86,19.79099,41.28021
"250177379014570366200",2164,755,43.71,10.87,9.34,32.03,79.5,86.88,3.84,0,0,0,3.18,0,0,1.59,1.85,9.54,15.5,5.56,7.42,6.09,45.43,129712,1.94085,100,795,100,0,5.03,697800,,,,,,,,,,,,52.29,19.23,89.7,14.33,14.32532,44.87061
"250177379099999365201",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177379099999366100",194,68,51.47,0,21.18,10.59,89.41,73.11,0,0,0,0,0,11.76,11.76,0,0,13.24,0,0,11.76,19.12,32.35,140192,0,100,68,88.24,11.76,0,611800,0,0,0,0,0,0,100,0,,0,,40.91,100,95.36,23.71,23.71134,23.71134
"250177379099999366200",6268,2289,37.18,4.45,10.04,28.84,74.00999,79.32,1.27,.66,.61,0,1.18,1.49,1.22,1.09,1.4,4.76,6.9,7.69,6.03,11.36,54.35,158942,1.579451,98.91,2396,94.23,5.77,4.47,728900,10.2,9.18,0,0,0,0,27.55,53.06,2001,49.24,44.200001,36.86,17.79,95.8,10.66,12.79515,29.30759
"250177379099999382100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177379099999383800",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177613599999317300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177613599999318100",6824,2164,52.87,6.3,5.67,18.71,63.4,56.84,1.2,2.31,1.85,2.13,3.19,.6,1.89,1.02,2.59,8.04,6.56,14.83,16.27,11.04,26.48,105583,1.582649,100,2212,93.95,6.05,2.17,418600,0,0,0,18.28,15.05,0,66.67,0,1625,12.98,25.200001,39.79,22.5,95.37,7.21,11.7966,36.01993
"250177613599999318200",3774,1361,42.25,4.64,2.45,11.48,54.44,48.44,1.18,5.88,2.94,2.2,1.4,3.16,0,.51,6.47,6.32,9.33,10.73,16.09,10.58,23.22,99918,1.754386,98.9,1393,81.19,18.81,2.3,367100,0,15.32,16.53,6.45,30.65,12.5,7.66,10.89,1095,34.38,24.299999,34.47,33.81,88.47,11.47,18.04452,43.95866
"250177613599999318300",7434,2390,49.41,4.93,7.41,24.32,65.68,71.39,0,.38,.92,1.42,0,1,3.22,2.22,2.26,3.14,10,8.54,9.92,15.19,41.8,133558,.7667474,98.24,2431,97.87,2.13,1.69,493300,0,0,0,0,25.49,0,50.98,23.53,1740,0,19.5,29.41,9.8,94.88,10.69,11.52811,38.49879
"250177613599999318400",3952,1158,55.87,0,5.78,20.77,65.72,61.17,0,1.38,1.99,1.73,.6,1.47,0,0,1.99,4.84,4.75,13.56,5.87,11.83,50,150000,.4598323,98.19,1158,91.97,8.03,0,559000,8.14,11.63,10.47,19.77,45.35,0,0,4.65,1000,17.2,22.200001,23.05,10.56,93.08,20.61,22.72112,40.30295
"250177613599999324100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177613599999326100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177613599999363102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177725599999360200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177725599999367100",4208,1315,44.33,.89,13.16,26.93,78.96,82.8,1.06,.84,0,1.6,1.75,1.75,3.57,.68,1.75,4.33,5.78,5.1,6.46,10.19,55.14,162625,4.230038,100,1362,91.94,8.06,3.45,922100,0,0,15.94,33.33,0,0,0,50.72,2001,43.4,45,41.99,21.05,93.08,11.84,15.75773,29.15305
"250177725599999367200",7265,2355,41.91,2.75,16.15,22.38,63.64,78.94,2.21,2.55,1.15,1.27,4.16,1.15,1.74,1.19,2.17,2.85,5.9,6.67,6.92,12.99,47.1,143424,5.1893,100,2474,88.66,11.34,4.81,1000001,0,33.07,4.78,0,0,0,13.55,48.61,1949,34.83,23,39.88,25.99,85.24,18.28,21.46775,45.08525
"250177725599999368200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177725599999368400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177725599999374700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177725599999374800",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250177725599999382100",213,47,63.83,0,0,0,64.52,27.03,0,0,0,0,0,0,0,0,0,36.17,0,63.83,0,0,0,85542,0,100,47,100,0,0,,,,,,,,,,,,,,0,38.33,0,0,0
"250178023080195315500",59,14,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,100,14,100,0,0,,,,,,,,,,,,,0,,100,0,0,100
"250178023080195316202",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250178023080195331101",3225,1180,34.32,6.68,6.62,21.2,49.31,38.24,1.78,.76,1.02,3.9,5.08,3.22,1.53,10.17,1.95,5.59,6.36,10.25,11.19,5.08,32.12,96111,2.548959,96.86,1237,72.2,27.8,4.61,436400,1.25,8.78,2.82,3.13,7.84,9.09,31.66,35.42,1770,43.59,27.9,19.56,5.63,94.3,5.12,11.68992,39.10078
"250178023080195331102",6827,2075,43.37,1.97,7.1,14.5,40.1,32.54,0,1.73,3.04,2.55,2.46,3.66,3.71,2.51,2.02,10.55,9.69,14.12,16.19,11.52,16.24,91083,1.938806,97.59,2125,92.19,7.81,2.35,402700,0,0,15.04,0,0,61.95,23.01,0,1391,31.48,29,39.13,14.84,92.54,6.56,7.649197,35.53469
"250178023080195331200",5241,1565,50.16,2.96,6.4,17.23,37.01,26.86,.96,1.09,2.68,.83,2.36,2.04,2.36,6.07,1.66,8.24,8.24,21.34,14.57,9.2,18.34,89402,4.655172,96.23,1565,96.68,3.32,0,381500,0,0,0,0,0,0,100,0,,44.23,30.5,42.37,10.07,96.63,4.46,6.43007,26.92234
"250178023080195331300",6620,2145,44.66,3.36,7.72,13.59,41.1,35.82,.7,2.1,.75,3.08,4.06,1.59,1.26,6.01,.84,6.57,7.27,15.76,18.88,10.91,20.23,100083,1.73716,98.55,2205,92.35,7.65,2.72,412700,0,23.53,0,36.03,0,19.12,21.32,0,873,64.03,41.599998,31.18,13.74,93.87,8.5,9.244713,30.34743
"250178023080195333600",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250178023080195334100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250178051080545333100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250178051080545333300",63,30,40,0,30,0,100,52.94,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,111250,0,100,30,70,30,0,,0,0,0,0,0,0,100,0,,0,,100,,57.14,14.29,42.85714,100
"250178051080545333400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250178051080545337300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250178051080545338100",2956,1064,38.44,2.9,17.19,23.34,68.25,64.74,4.98,3.57,4.42,2.16,3.48,3.1,1.22,2.07,2.73,3.85,5.73,6.86,12.12,6.58,37.13,117000,4.161028,97.84,1064,92.11,7.89,0,593700,0,0,0,20,20,0,16.25,43.75,1808,46.43,24.6,33.39,35.56,94.65,7.34,9.810555,35.99459
"250178051080545338200",3847,1526,27.06,2.34,11.31,14.85,60.08,53.96,2.16,8.78,3.74,2.56,5.64,1.7,2.16,4.72,1.97,9.9,7.21,16.97,10.35,7.47,14.68,73947,4.653938,97.05,1526,59.37,40.63,0,450800,1.64,3.78,8.37,20.36,18.56,9.69,27.42,10.18,1213,43.06,27.6,32.73,34.23,88.74,17.57,30.13127,57.3389
"250178051080545338300",3197,1201,35.3,3.44,18.39,26.89,63.44,76.87,5.16,4.91,5,1.17,2.5,.58,4,.58,4.25,3.41,3.33,7.74,4.66,4.83,47.88,135905,3.096653,99.5,1265,74.94,25.06,5.06,801200,3.05,21.69,0,5.42,6.1,15.25,30.85,17.63,1475,74.42,50,27.34,22.22,87.91,17.61,23.83484,51.17297
