"tractid","year","totalpop","households","pcthhchild","pctind_finance","pctind_professional","pctocc_profmanage","pctcollege","pctinc_0_10K","pctinc_10K_15K","pctinc_15K_20K","pctinc_20K_25K","pctinc_25K_30K","pctinc_30K_35K","pctinc_35K_40K","pctinc_40K_45K","pctinc_45K_50K","pctinc_50K_60K","pctinc_60K_75K","pctinc_75K_100K","pctinc_100K_125K","pctinc_125K_150K","pctinc_150K_more","medhhincome","pctpoverty","pctpublicassist","units","pctown","pctrent","pctvacant","medianvalue","pctrent_0_300","pctrent_300_600","medianrent","pctincomerent_30_more","medianpctincomerent","pctinc_mortgage_30_more","pctinc_nomortgage_30_more","pctsameres","pctrent_600_800","pctrent_800_1000","pctrent_1000_1250","pctrent_1250_1500","pctrent_1500_2000","pctrent_2000_more","pctind_info","pctunits_newres_2000","pctunits_newres","pctrent_600_750","pctrent_750_1000","pctrent_1000_more","pctunits_newres_2005","pctunits_newres_2010"
25025082000,2000,2806,1103,35.28,11.6,11.41,31.53989,15.03,17.34,8.04,4.79,3.79,5.15,7.32,5.96,5.51,4.88,5.51,7.23,11.65,5.06,3.43,4.25,36799,29.41,7.59,1198,29.01,70.99,7.93,248244,13.82,17.89,848,41.47,28.299999,22.73,5.68,64.15,13.55,16.45,16.45,11.97,9.34,0.53,,,42.79,,,,,
25025082100,2000,4251,1712,36.51,12.1,6.44,21.79984,6.97,25.15,11.29,5.18,7.1,5.94,3.26,6.87,4.83,3.49,6.4,9.2,6.11,2.44,1.51,1.34,25968,29.17,7.57,1942,10.57,89.43,11.84,284906,27.41,21.67,601,35.51,26.299999,0,100,57.59,12.29,17.69,13.64,4.12,1.89,1.22,,,53.74,,,,,
25025090100,2000,4588,1607,39.21,11.42,8.1,27.29319,14.35,11.72,6.2,7.27,5.64,5.45,5.58,6.27,4.64,3.63,7.14,9.77,10.78,6.7,4.76,4.51,41524,16.77,10.4,1770,25.33,74.67,9.21,293970,14.14,20.36,795,43.03,26.700001,20.69,0,58.03,16.1,16.87,16.18,8.94,7.07,0.26,,,41.7,,,,,
25025090200,2000,1996,676,40.94,6.43,15.16,26.79939,13.46,21.25,9.36,3.71,5.2,6.09,6.69,6.09,3.86,2.97,6.39,6.24,8.77,3.42,2.97,7.13,32846,28.31,8.47,770,16.86,83.14,12.21,264884,27.01,20.99,628,39.42,27.700001,0,0,48.31,11.68,9.85,13.5,9.12,7.3,0.36,,,60.96,,,,,
25025090300,2000,3130,1058,42.22,12.22,15.37,26.2037,9.08,18.57,8.58,4.81,6.03,6.79,7.07,6.5,4.62,3.68,9.24,9.71,7.16,2.73,1.51,3.11,33594,33.66,15.55,1145,17.2,82.8,7.6,225516,18.13,22.18,671,42,27.4,0,29.17,61.05,16.55,11.6,15.99,8.78,6.42,0.45,,,49.35,,,,,
25025090400,2000,3255,1012,39.85,7.5,9.08,22.21125,7,17.95,8.28,4.93,7.2,7.2,6.02,3.16,4.64,5.42,8.38,6.31,12.92,5.33,1.78,0.3,33839,28.66,9.47,1112,31.03,68.97,8.99,201571,18.98,18.83,795,46.71,30.4,29.17,11.11,61.59,12.56,15.99,15.84,8.22,5.38,4.04,,,40.32,,,,,
25025090600,2000,2123,634,41.62,14.67,7.87,19.33333,7.08,13.12,5.96,2.9,4.09,3.92,3.24,3.41,5.96,6.81,8.52,8.52,13.46,10.73,6.47,2.9,49845,14.64,12.44,699,35.49,64.51,9.3,205359,0,13.96,946,42.74,28.799999,18,9,67.78,14.81,20.23,24.79,15.1,10.54,0.28,,,30.23,,,,,
25025090700,2000,4518,1804,25.68,8.8,8.7,26.62277,19.07,11.79,6.14,6.69,3.02,3.84,6.2,4.44,3.95,4.33,10.64,9.21,12.01,6.41,4.11,7.24,50066,12.8,6.41,1909,29.32,70.68,5.5,223217,11.16,18.65,878,37.48,24.6,16.67,20,57.45,15.44,18.58,19.42,9.71,4.36,2.75,,,35.02,,,,,
25025090900,2000,3190,1279,28.76,9.87,13.03,58.98227,49.82,14.59,7.18,6.11,5.58,5.5,5.27,2.29,2.83,3.21,5.27,13.06,12.15,6.95,5.04,5.04,45768,29.8,8.02,1326,0.31,99.69,3.54,275436,12.64,12.16,1416,44.32,29,100,0,37.84,7.95,6.6,5.17,10.57,32.19,12.72,,,66.64,,,,,
25025091000,2000,2772,1201,24.86,6.15,13.26,37.94872,28.62,7.24,3.58,3.16,4.33,4.91,5.16,4.41,3.66,3.25,7.58,11.24,16.07,8.91,5.66,10.74,62863,7.67,3.5,1273,36.72,63.28,5.66,277736,9.68,12.1,1024,33.6,24.6,17.93,6.21,61.48,9.14,19.76,24.19,15.46,9.54,0.27,,,33.3,,,,,
25025091100,2000,5086,1757,31.66,7.26,11.08,25.06596,18.92,7.02,3.45,3,3.85,4.87,5.89,3.79,5.26,6.45,13.53,10.07,11.49,7.58,5.55,8.21,54844,12.93,5.83,1863,32.04,67.96,5.69,235933,4.02,9.79,1040,39.67,26,19.05,4.76,54.75,8.79,23.01,30.88,16.15,5.69,1.59,,,42.97,,,,,
25025091200,2000,3458,1166,33.85,13.86,8.87,27.07254,21.34,12.16,5.87,4.51,4.25,3.83,3.06,4.68,5.1,5.36,8.67,8.08,13.1,10.03,6.8,4.51,51638,16.97,4.76,1227,29.07,70.93,4.97,275301,7.89,11.84,1008,45,29.200001,28.57,4.29,60,9.43,18.31,27.08,17,7.68,0.66,,,40.11,,,,,
25025091300,2000,2409,691,48.35,5.69,6.46,17.28665,7.12,16.18,7.29,3.64,4.52,5.98,7.73,3.79,4.66,5.54,9.33,7.29,8.6,5.83,4.37,5.11,37968,28.19,9.33,736,27.35,72.65,6.11,229845,10.59,17.49,855,47.8,29.9,34.02,9.28,62.6,14.53,19.21,20.2,10.1,7.64,0.49,,,35.86,,,,,
25025091400,2000,2440,747,34.18,11.2,9.67,26.29717,12.31,20.68,9.82,6.68,3.4,3.53,4.71,4.45,4.32,4.06,6.54,7.59,9.82,4.45,3.27,6.93,37870,28.8,8.51,782,33.33,66.67,4.48,199677,24.23,19.3,777,51.52,33.200001,25.18,5.04,55.89,11.09,10.88,16.63,10.47,7.19,0.41,,,43.02,,,,,
25025091500,2000,4795,1528,37.4,13.64,11.49,24.6559,12.46,15.18,6.93,3.76,4.29,4.75,5.02,4.69,4.62,4.42,6.93,12.28,9.9,6.07,4.22,6.86,44751,22.43,8.51,1622,28.01,71.99,5.8,290858,14.21,13.08,961,37.37,27.200001,17.97,0,53.55,8.28,23.33,24.27,11.85,4.8,0.09,,,47.3,,,,,
25025091600,2000,3448,1085,40.02,3.09,7.72,23.00813,11.22,10.11,4.87,3.86,5.97,6.16,5.42,5.79,4.14,3.12,8.55,13.6,14.25,6.62,4.41,3.03,52168,18.87,7.9,1130,24.42,75.58,3.98,262178,12.48,12.86,992,47.38,30.299999,43.94,0,46.48,8.78,17.55,20.4,14.59,10.75,2.72,,,52.81,,,,,
25025091700,2000,3347,957,44.19,5,8.59,18.42311,10.16,5.3,3.01,4.37,3.74,5.51,8,6.03,6.86,7.8,12.99,13.1,14.03,3.53,1.46,4.06,49310,15.8,7.48,1023,31.87,68.13,6.45,262178,2.23,8.59,1031,43.93,28.799999,52.78,0,62.26,8.27,27.82,29.09,13.83,8.9,1.27,,,47.75,,,,,
25025091800,2000,3547,990,40.91,10.92,11.92,19.20057,12.45,7.38,3.74,3.94,5.76,6.57,6.98,2.33,3.64,5.66,15.67,10.01,8.49,7.79,5.76,6.27,52245,20.32,5.56,1050,35.35,64.65,5.71,238639,1.58,8.68,1109,52.65,31.4,60.78,0,52.33,8.68,19.4,24.76,18.93,17.19,0.63,,,43.03,,,,,
25025091900,2000,3684,1119,41.8,10.52,7.81,24.3426,11.16,10.74,5.28,4.66,3.85,4.83,6.45,7.43,6.36,5.55,8.68,8.77,12.09,4.83,3.58,6.81,45754,23.34,8.06,1173,36.55,63.45,4.6,190749,12.23,12.66,985,28.72,21.299999,37.14,9.71,52.77,8.68,20.34,23.33,13.51,8.25,1,,,41.38,,,,,
25025092000,2000,5347,1536,41.35,6.49,9.76,24.43763,15.01,10.23,4.82,3.39,3.98,4.24,4.11,4.76,4.3,4.43,11.15,10.69,14.21,8.8,5.93,4.95,54448,18.17,9,1656,36.65,63.35,7.25,254061,8.89,8.15,1100,46.15,29.5,31.49,0,56.86,5.19,18.31,20.95,20.32,17.99,0.21,,,40.62,,,,,
25025092100,2000,6859,2278,30.92,6.75,3.97,25.64103,18.08,10.29,4.84,3.3,3.7,3.61,3.26,5.15,4.84,4.84,9.28,12.93,12.27,9.46,6.38,5.89,56118,14.15,7.83,2409,35.51,64.49,5.44,244456,6.6,11.33,1019,40.21,25.9,16.98,5.56,52.18,9.4,20.44,21.66,16.86,12.41,1.36,,,41.53,,,,,
25025092200,2000,3671,1178,33.41,9.72,9.5,37.88645,26.57,6.02,3.05,3.23,3.92,3.84,3.31,4.36,3.75,3.4,9.33,10.55,15.95,10.64,6.89,11.59,69970,8,6.97,1246,47.88,52.12,5.46,327790,7.92,8.26,1088,41.98,25.9,27.94,0,58.22,5.68,19.1,25.3,17.04,14.8,2.07,,,30.49,,,,,
25025092300,2000,3079,942,40.73,9.83,4.58,19.56703,12.64,11.78,5.74,4.92,3.79,3.79,4.1,9.32,7.27,5.33,5.64,6.35,13.11,8.4,4.92,5.53,44525,20.33,8.2,1004,38,62,6.18,238774,7.45,7.95,1085,45.17,29.700001,37.65,3.09,54.95,5.41,20.14,27.75,18.1,11.17,2.03,,,43.1,,,,,
25025092400,2000,6470,2139,40.97,11.86,9.16,16.61662,6.44,17.6,8.66,7.54,6.19,6.52,7.22,5.4,4.38,3.68,7.36,8.94,7.31,3.91,2.47,2.84,31946,38.38,16.85,2286,19.92,80.08,6.43,250950,25.47,22.77,588,44.92,28.200001,36.7,19.27,56.18,14.2,10.09,11.21,8.16,6.75,1.35,,,46.89,,,,,
25025100100,2000,5430,1816,39.87,10.32,6.15,21.44275,8.14,18.4,8.9,7.14,4.23,5.49,8.13,5.33,3.73,3.19,6.97,9.61,9.5,3.73,1.92,3.68,32894,33.21,12.14,1908,23.51,76.49,4.82,211447,22.54,19.2,736,48.98,30.700001,40.26,9.09,61.38,11.56,13.19,16.09,11.27,6.08,0,,,41.41,,,,,
25025100200,2000,2663,848,43.31,5.42,4.71,16.84335,7.22,13.39,6.15,3.86,4.58,4.34,3.5,6.15,3.98,3.26,11.58,9.17,14.84,6.76,3.86,4.82,50094,17.59,8.2,916,31.96,68.04,7.42,220646,4.86,4.51,1113,54.79,35.799999,11.7,0,67,2.78,22.05,31.42,22.05,12.15,0.17,,,43.58,,,,,
25025100300,2000,3661,1171,37.46,10.75,8.11,24.12811,11.72,11.73,5.86,5.44,4.52,4.69,5.19,3.69,5.11,6.2,10.47,8.88,10.05,5.95,4.86,7.37,47776,16.92,6.03,1234,40.65,59.35,5.11,216994,5.71,5.56,1025,40,28.299999,37.55,3.49,63.64,3.81,30.6,31.48,16.11,6.88,0,,,44.63,,,,,
25025100400,2000,5228,1753,34.85,9.1,8,31.90455,21.72,9.24,4.42,3.4,3.63,3.68,3.63,5.16,3.8,3.63,10.93,10.99,11.61,7.59,6.52,11.73,57705,9.74,4.31,1820,44.61,55.39,3.68,254738,10.27,7.05,1105,52.6,32.5,23.2,0,57.93,3.42,18.15,23.03,19.29,15.56,3.22,,,33.13,,,,,
25025100500,2000,6556,2198,38.58,10.98,8.67,36.97939,18.69,11.7,5.85,5.49,5.03,5.58,6.39,5.58,4.4,4.13,9.97,9.75,9.79,6.66,4.94,4.71,44118,25.66,11.2,2296,31.89,68.11,4.27,257849,7.81,10.19,1061,49.8,32,32.53,0,53.6,7.74,18.89,24.86,16.98,12.77,0.82,,,44.5,,,,,
25025100601,2000,5666,2065,32.02,11.33,8.52,30.8391,19.49,6.46,3.25,3.16,3.83,4.81,5.78,4.85,4.47,4.27,8.69,12.14,14.42,10.1,6.55,7.18,58547,12.81,4.27,2162,41.74,58.26,4.49,256496,3.85,6.73,1123,42.13,28.299999,22.48,5.76,55.68,5.59,19.58,29.02,18.18,12.94,4.11,,,37.53,,,,,
25025100602,2000,1941,713,26.03,8.02,7.74,31.52174,17.65,9.46,4.8,4.94,3.95,4.66,5.93,3.25,3.81,3.95,6.36,10.59,13.7,8.62,6.36,9.74,58516,16.51,2.97,765,44.6,55.4,6.8,250814,2,3.99,1124,46.63,28.6,22.95,14.75,60,3.24,24.19,32.92,21.2,12.22,0.25,,,34.58,,,,,
25025100700,2000,4384,1905,30.02,12.82,5.63,33.57886,22.66,7.99,4.05,3.94,3.57,4.05,4.68,2.63,3,3.52,9.09,13.35,14.98,8.67,6.41,10.14,63715,2.55,0.79,1961,55.01,44.99,2.86,252844,11.02,11.02,1108,33.33,24.9,25.67,3.74,66.35,7.35,11.26,26.07,20.26,11.02,2.01,,,23.78,,,,,
25025100800,2000,5512,2382,26,10.49,8.18,43.26688,31.17,7.85,4.2,5,2.39,3.44,5.75,3.28,2.52,2.94,10.67,10,14.99,9.87,7.18,9.83,59277,5.7,4.2,2495,43.83,56.17,4.53,266913,15.38,8.89,1021,34.55,24.1,6.74,3.72,50.47,3.48,19.86,26.51,16.07,8.81,1,,,34.64,,,,,
25025100900,2000,4250,1548,35.22,11.14,12.4,35.23185,23.36,3.94,2.3,3.48,4.14,3.75,2.76,6.5,5.19,4.47,9.13,11.24,17.61,10.51,6.57,8.41,65873,9.31,2.83,1585,56.4,43.6,2.33,227005,1.05,7.77,1054,43.58,27.299999,27.68,2.73,65.09,7.92,27.5,27.2,15.7,11.51,1.35,,,24.68,,,,,
25025101001,2000,6172,2183,34.92,10.99,10.92,28.94275,16.87,8.15,3.89,3.02,4.95,5.63,5.77,5.72,5.17,4.72,7.88,11.22,10.76,7.33,5.4,10.39,52625,10.46,2.88,2243,45.58,54.42,2.67,201030,7.84,5.51,1089,48.06,30.799999,22.73,4.7,61,2.76,23,30.15,19.55,9.65,1.72,,,36,,,,,
25025101002,2000,5405,1896,35.12,8.39,7.64,29.65729,17.4,6.92,3.7,4.44,4.6,5.92,7.66,5.29,5.07,4.76,8.4,12.95,13.53,8.03,4.92,3.8,51376,12.75,3.07,1951,36.08,63.92,2.82,202383,12.37,9.93,954,32.7,23.6,35.35,7.51,68.51,5.72,26.85,25.76,13.13,6.23,0.08,,,35.23,,,,,
25025101101,2000,3205,1041,38.47,10.39,7.7,22.9128,12.55,12.36,6.18,5.79,2.7,3.09,4.63,6.37,4.54,3.76,8.3,9.27,12.74,7.92,5.79,6.57,50153,20.76,8.69,1111,38.14,61.86,6.3,244185,7.03,9.69,1120,51.01,31.6,22.32,9.82,68.23,7.5,15.62,20.16,18.91,18.91,2.19,,,41.59,,,,,
25025101102,2000,4942,1561,41.4,6.22,6.64,22.34299,12.22,12.56,6.05,4.96,5.73,5.67,4.96,6.63,5.73,4.7,6.89,9.98,12.69,5.41,3.35,4.7,42643,21.9,9.85,1664,26.65,73.35,6.19,255685,7.51,9.65,1123,40.02,27,28.07,6.14,60.38,7.24,14.12,25.2,22.16,13.94,0.09,,,39.21,,,,,
25025110100,2000,6820,2214,27.98,6.98,15.96,41.56364,29.54,9.99,5.06,5.06,5.29,4.97,4.16,1.67,2.49,3.25,8.86,10.21,13.74,9.13,7,9.21,58408,15.7,5.74,2278,33.88,66.12,2.81,268131,15.91,12.63,1082,35.91,24.299999,15.1,4.08,49.38,7.19,9.91,17.31,17.24,14.03,5.72,,,45.7,,,,,
25025110200,2000,2115,790,33.14,11.38,7.06,23.70917,19.13,10.98,5.36,4.73,4.6,5.75,7.28,3.45,4.85,5.87,9.32,8.05,11.88,7.54,4.47,5.75,45992,6.62,4.73,818,34.94,65.06,3.42,204953,20.59,12.94,920,41.96,28,37.43,0,53.63,5.69,15.1,18.04,14.51,11.57,1.57,,,45.69,,,,,
25025110300,2000,2360,893,32.1,5.42,10.85,44.007,27.64,5.9,3.23,4.57,4.12,4.45,5.01,1.34,0.78,1.34,8.46,12.03,16.7,12.69,9.58,9.58,72246,10.66,2,921,63.27,36.73,3.04,253249,4.67,4.67,1040,45.43,29.4,29.23,1.72,65.36,3.33,31,30.67,16,7,2.67,,,20.41,,,,,
25025110401,2000,3756,1267,34.69,8.13,7.89,32.82396,22.05,6.83,3.77,5.11,4.01,4.08,4.32,3.69,2.44,2.59,9.66,14.06,19.4,9.03,5.89,5.18,64235,17.47,4.48,1307,47.83,52.17,3.06,222811,5.18,9.45,1112,42.68,27.9,31.62,0,54.87,7.93,16.92,25.3,18.29,13.87,2.9,,,33.94,,,,,
25025110402,2000,4409,1661,30.91,8.77,12.68,48.7234,35.6,5.24,2.95,4.1,2.95,3.55,4.82,3.98,3.07,2.83,8.19,10,15.96,12.17,7.65,12.47,70488,5.84,1.87,1711,61.71,38.29,2.92,252573,13.99,10.29,1144,35.78,25.799999,22.6,1.76,51.42,5.47,9.65,23.15,17.04,14.63,5.79,,,26.37,,,,,
25025110501,2000,3285,1308,30.17,8.7,11.02,45.70637,39.78,4.99,2.3,1.3,2.99,3.22,2.92,2.3,4.3,5.45,7.9,10.97,18.04,11.59,7.98,13.74,77961,10.77,1,1347,61.24,38.76,2.9,297216,0.88,4.81,1228,28.82,22.4,14.26,3.52,57.94,4.81,16.85,26.48,26.04,19.69,0.22,,,26.68,,,,,
25025110502,2000,3995,1590,30.23,5.91,12.41,43.52536,26.39,6.17,3.21,3.59,4.41,3.78,2.45,3.9,5.03,5.22,5.66,8.12,20.08,9.82,6.92,11.64,72661,6.45,3.02,1640,47.55,52.45,3.05,280847,4.54,7.77,1158,44.12,27.6,8.3,7.4,59.26,6.45,14.46,24.61,20.07,16.97,5.14,,,27.93,,,,,
25025110601,2000,2645,1047,26.34,7.94,10.36,50.70094,47.65,2.68,1.53,2.3,0.48,1.34,3.45,4.02,4.79,4.79,5.56,7.09,17.62,13.12,10.06,21.17,91958,0.73,0.48,1085,85.29,14.71,3.5,370540,0,0,1783,51.11,34.599998,21.54,4.49,74.72,0,4.39,12.28,16.67,21.93,43.86,,,10.65,,,,,
25025110602,2000,5662,2120,21.71,7.44,11.17,47.26336,46.94,2.88,1.53,1.86,1.44,2.23,3.4,3.63,3.77,3.95,8.88,10.65,17.58,14,10.56,13.58,83232,2.72,1.12,2200,50.38,49.62,3.64,337395,3.5,7.77,1209,32.54,21.9,14.87,2.42,62.01,6.89,12.91,21.75,19.51,21.36,6.21,,,33.45,,,,,
25025120101,2000,2421,1125,19.61,11.62,15.1,60.02835,57.3,6.2,3.06,2.72,3.57,3.82,3.74,4.92,4.33,3.65,6.71,12.22,12.99,11.88,9.59,10.45,69083,9.73,4.33,1154,39.73,60.27,2.51,279088,8.08,5.54,1289,34.55,26.200001,6.78,0,44.95,2.69,9.88,22.16,17.37,17.66,16.47,,,46,,,,,
25025120102,2000,3562,1470,22.39,10.37,14.69,69.58231,67.79,2.27,1.42,2.41,1.35,1.21,1.28,1.56,1.91,1.99,4.11,6.1,8.51,10.28,11.42,44.26,138300,1.96,0.64,1515,79.52,20.48,2.97,492700,0,3.55,1522,20.21,25.4,10.78,4.34,62.39,3.9,13.48,18.44,10.28,7.09,43.26,,,11.6,,,,,
25025120200,2000,3423,1590,20.57,8.02,13.82,50.02417,41.6,8.54,4.15,3.2,4.27,4.9,5.28,2.26,4.02,5.46,12.94,10.11,12.63,9.36,6.34,6.6,56275,13.44,3.08,1667,27.23,72.77,4.62,251626,7.23,14.81,1067,32.44,24.5,12.22,0,44.73,12.85,11.33,19.98,16.59,14.45,2.68,,,48.31,,,,,
25025120300,2000,4582,1540,33.13,5.24,13.15,30.42212,24.2,9.89,5.04,5.11,3.3,4.07,5.75,3.75,4.91,5.69,9.83,9.95,10.21,8.47,5.88,8.15,51793,22.96,4.85,1618,34.09,65.91,4.82,286800,8.04,14.17,986,42.45,27.4,9.58,4.19,50.96,11.86,16.98,17.99,13.27,14.17,3.62,,,44.42,,,,,
25025120400,2000,5585,2611,11.21,8.04,19.06,68.63828,64.83,5.08,2.54,2.28,2.58,3.03,3.49,4.17,4.1,3.98,7.36,9.4,13.84,9.71,7.89,20.59,77781,4.4,0.99,2682,41.59,58.41,2.65,387179,6.01,10.96,1081,34.63,24,10.66,0,37.9,9.31,16.63,14.06,12.01,17.76,13.27,,,42.7,,,,,
25025120500,2000,2480,772,31.13,4.61,24.65,37.87575,24.4,8.4,4.07,3.15,2.76,3.02,3.54,4.07,5.25,6.17,11.68,12.2,16.4,8.14,4.59,6.56,57286,16.7,3.54,830,23.45,76.55,6.99,359852,3.46,6.57,1193,33.85,24.799999,23.4,0,58.32,5.71,15.57,27.85,18.86,12.98,9,,,47.39,,,,,
25025120600,2000,2368,1039,19.59,9.67,15.98,62.47631,58.61,6.55,3.13,2.05,2.44,2.25,1.86,1.96,2.44,3.42,9.19,13,20.33,13,8.02,10.46,77178,11.47,0.78,1078,35.51,64.49,3.62,344971,1.06,5.43,1320,32.94,24.5,15.12,17.44,50.21,5.43,9.95,20.97,20.81,25.34,11.16,,,46.9,,,,,
25025120700,2000,2086,967,20.94,6.31,19.68,52.99003,51.44,5.95,3.08,3.38,4.82,5.23,5.13,3.28,3.79,4.31,7.9,16.72,15.79,7.28,4.41,8.92,63420,11.92,4.21,1032,42.71,57.29,6.3,227681,0.54,3.39,1315,34.46,23.4,0,12,51.56,3.57,15.89,21.61,20.18,29.64,5,,,40.65,,,,,
25025130100,2000,5041,2045,24.48,9.08,14.3,54.72921,46.67,2.44,1.61,3.08,2.44,2.64,3.12,4.64,4.35,4.3,8.15,8.2,14.26,13.43,9.96,17.44,84315,2.59,0.98,2095,76.58,23.42,2.39,320214,0.91,1.81,1546,42.83,27.200001,14.67,5.07,62.87,1.36,3.17,11.34,25.17,43.99,12.24,,,16.19,,,,,
25025130200,2000,4689,1867,28.81,9.6,13.7,56.89006,47.52,2.2,1.34,2.3,2.09,2.3,2.63,2.41,2.63,2.95,6.32,8.79,16.83,12.38,10.18,24.54,95284,2.65,0.27,1901,70.76,29.24,1.79,360799,0,5.38,1362,26.24,19.799999,13.52,2.73,57.16,5.78,9.76,18.73,23.9,32.27,3.98,,,17.25,,,,,
25025130300,2000,4340,1726,28.25,9.91,13.42,52.92125,52.45,3.59,1.97,2.61,1.8,1.22,0.52,3.47,3.3,3.13,5.44,10.65,18.47,9.84,8.74,25.19,91108,1.46,0.29,1782,76.07,23.93,3.14,367834,0,5.99,1293,23.11,22.4,19.57,5.23,67.8,6.48,15.46,19.7,21.2,25.44,5.74,,,16.11,,,,,
25025130401,2000,7531,3299,30.85,8.96,13.02,38.71387,30.43,9.02,4.8,5.65,5.4,5.68,5.98,4.46,5.37,5.68,10.63,9.9,11.41,6.59,4.52,4.92,48026,12.35,2.16,3367,37.34,62.66,2.02,242021,12.88,14.21,990,40.5,28.799999,17.12,4.22,53.73,10.07,17.02,18.46,14.37,11.81,1.23,,,34.89,,,,,
25025130402,2000,4507,2099,25.09,10.67,10.76,43.40986,33.98,4.23,2.43,3.61,3.95,3.52,2.62,2.43,3.23,3.95,7.28,10.84,18.16,12.89,9.46,11.36,75683,1.22,2.62,2167,67.84,32.16,3.14,250408,9.11,7.06,1067,30.91,25.200001,13.89,2.74,66.78,3.92,22.61,29.67,16.8,8.95,1.57,,,17.91,,,,,
25025140102,2000,4122,1553,34.41,8.58,9.25,32.21899,20.82,7.01,3.6,3.79,3.21,3.34,3.6,3.41,3.66,3.79,7.39,10.86,14.33,12.85,9.32,9.83,69138,7.08,1.16,1605,66.13,33.87,3.24,236474,0,7.24,1124,42.75,28.4,22.39,4.57,60,7.65,21.13,24.55,14.08,16.7,8.45,,,19.96,,,,,
25025140103,2000,3596,1208,35.79,8.28,11.94,37.39496,26.59,4.59,2.38,2.54,2.7,2.13,1.15,3.44,6.39,7.05,7.13,12.7,16.31,11.39,9.26,10.74,71413,7.68,2.3,1240,73.51,26.49,2.58,223217,0,2.71,1310,37.5,27.9,18.7,4.02,67.37,2.71,9.83,25.08,25.08,23.39,10.85,,,18.62,,,,,
25025140104,2000,4999,1991,35.45,6.32,7.69,32.8594,19.24,13.45,6.82,6.82,6.12,6.32,6.62,4.47,3.96,3.86,7.48,10.94,11.29,5.77,3.51,2.51,37796,18.63,7.83,2053,34.46,65.54,3.02,203601,20.22,21.27,756,38.51,26.9,35.26,1.39,52.53,14.69,14.69,14.69,9.07,5.38,0.08,,,40.13,,,,,
25025140201,2000,2018,875,27.09,9.83,11.75,27.25431,19.26,9.83,4.75,3.95,5.08,3.84,1.47,3.62,4.18,4.52,8.14,8.93,16.61,10.62,6.89,7.68,60107,3.43,1.69,919,41.03,58.97,4.79,254602,0,7.57,1004,33.66,22.200001,36.55,3.78,58.48,8.17,37.85,34.26,11.16,1,0.2,,,32.81,,,,,
25025140202,2000,5493,1992,33.22,5.41,9.91,35.11161,27.36,4.95,2.73,3.59,3.34,3.34,3.28,4.5,3.79,3.64,8.94,11.12,17.64,12.38,8.49,8.280001,70558,6.47,3.03,2055,63.81,36.19,3.07,252844,12.02,14.92,894,26.64,20.5,26.4,1.86,59.89,11.19,20.72,18.92,10.91,8.43,2.76,,,18.01,,,,,
25025140300,2000,6214,2226,33.36,6.57,7.18,34.95034,18,11.89,6.1,6.46,3.53,2.94,3.03,1.99,2.08,2.89,11.03,12.16,10.85,8.5,6.74,9.719999,57623,9.38,2.35,2328,46.5,53.5,4.38,245674,14.08,17.35,892,40.66,28.1,19.7,1.31,53.78,12.91,14.33,18.94,12.41,9.64,0.42,,,35.04,,,,,
25025140400,2000,7978,2734,33.89,9.88,6.43,30.08824,14.78,9.88,4.92,4.52,4.01,4.08,4.23,4.7,3.87,3.36,7.15,11.74,12.8,8.94,6.64,9.219999,60107,11.42,5.65,2809,61.63,38.37,2.67,210229,12.8,8.53,1027,37.53,25.4,29.48,5.01,64.16,4.07,24.7,23.21,13.49,10.62,2.48,,,26.96,,,,,
25025150100,2000,640,0,0,0,0,4.379562,6.39,,,,,,,,,,,,,,,,0,,,0,,,,0,,,0,,0,,,17.87,,,,,,,,,,,,,,
25025160100,2000,7541,2006,36.24,7.24,10.88,13.62339,5.5,12.48,5.87,3.93,5.12,5.42,5.22,7.41,4.87,3.38,6.61,9.4,11.19,7.46,4.97,6.67,44339,28.29,9.85,2100,29.46,70.54,4.48,206036,4.57,10.22,1012,45.64,30.799999,12.12,0,50.26,9.14,23.93,29.08,16.24,6.82,0.07,,,46.16,,,,,
25025160200,2000,3920,1142,32.14,4.06,15.66,10.05996,3.37,16.35,7.76,5.62,6.19,5.7,4.46,5.12,3.8,3.22,6.44,10.98,11.4,4.46,3.22,5.37,37635,20.81,11.97,1198,12.35,87.65,4.67,201571,7.65,13.72,974,40.12,27.5,0,43.75,42.32,11.53,22.37,24.25,12.72,7.46,0.3,,,67.18,,,,,
25025160300,2000,2244,1308,15.48,15.05,10.65,44.63028,33.37,11.55,6.5,9.3,4.49,3.37,3.29,2.57,4.01,4.33,6.42,11.47,11.39,6.26,5.21,9.780001,53310,13.51,1.36,1358,40.21,59.79,3.68,224840,17.55,17.41,844,41.91,27.9,10.05,10.05,43.83,11.61,12.93,10.82,10.42,16.62,2.51,,,40.57,,,,,
25025160400,2000,2771,934,31.94,0.99,15.93,5.580558,5.23,18.74,9.1,7.17,4.07,4.5,6.21,6.42,5.46,4.39,6.32,9.31,10.71,3.96,1.93,1.71,35176,27.8,9.85,988,14.03,85.97,5.47,204683,16.48,13.21,885,45.83,29.700001,0,0,45.86,7.55,25.66,24.53,10.06,2.52,0,,,56.64,,,,,
