tractid90,totalpop,households,pcthhchild,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_5K,pctinc_5K_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres
"25017373200",4482,1844,26.75,9.41,28.12,32.64,29.7,1.52,1.9,4.95,5.49,5.98,3.37,3.32,2.39,2.94,3.27,3.97,3.1,5.44,16.91,14.14,8.59,12.72,77321,7.95,6.04,1909,43,57,3.4,339365,5.42,6.57,5.52,9.23,68.22,1358,35.68,24.799999,16.4,16.4,62.87,44.04
"25017373300",2908,1240,24.17,13.09,35.21,44.7,48.98,2.47,2.63,4.08,3.92,2.4,.64,.56,2.39,3.35,1.84,1.68,2.15,8.62,20.03,12.61,11.81,18.75,90412,3.72,3.43,1268,55.73,44.27,2.21,428306,7.1,8.2,6.19,10.38,67.03,1365,31.32,23,21.9,9.5,59.9,45.8
"25017373400",3261,1274,28.33,6.82,45.2,50.22,65.59,1.18,1.26,1.58,1.42,.86,1.41,2.52,1.89,2.21,2.76,3.78,2.99,10.39,13.54,10.08,12.05,30.24,108496,3.29,2.13,1301,49.29,50.71,2.08,516177,1.55,2.17,2.32,3.72,87.31,1695,34.82,24.6,17.86,3.57,52.29,51.1
"25017373500",6409,1865,27.8,10.02,50.05,58.96,72.21,1.59,1.42,.22,.55,1.42,1.37,1.59,.76,.8200001,1.53,1.8,1.09,5.8,8.42,10.33,10.66,50.74,150347,4.85,1.64,1916,83.59,16.41,2.66,696554,.65,.98,1.31,2.29,89.22,1763,17,21.700001,18.01,3.29,58.15,37.05
"25017373600",6068,1324,13.68,7.46,52.61,45.66,65.87,1.69,1.85,3.16,3.08,2.47,1.47,.54,1.31,2.47,2.08,2.93,1.69,5.39,11.63,6.55,6.01,45.69,131401,10.13,1.39,1456,72.51,27.49,9.07,845204,4.87,5.16,3.15,5.16,71.35,1784,42.69,29.299999,12.67,5.73,42.02,33.99
"25017373700",3947,1333,34.33,11.51,49.78,64.88,74.64,.97,.97,1.04,.89,.6,.82,.9,1.34,1.27,1.05,1.12,1.49,5,6.05,11.2,11.35,53.85,155255,3.42,1.87,1363,88,12,2.2,607435,0,1.25,2.5,5,81.25,1784,51.24,30.700001,11.12,2.4,74.54,26.33
"25017373800",5164,1945,29.65,8.39,48.01,58.36,62.78,1.45,1.61,3.12,2.7,1.14,1.51,2.13,2.03,1.92,1.66,3.22,3.48,8.05,13.45,12.31,8.31,31.9,102758,6.57,2.7,1996,63.03,36.97,2.56,502809,3.62,4.03,2.64,4.45,80.81,1643,49.66,31,20,4.28,65.31,36.91
"25017373900",5840,2279,26.49,13.71,38.37,55.63,55.61,.61,.79,2.24,2.15,1.71,1.27,.75,1.28,1.71,1.89,1.45,1.54,6.01,12.86,8.43,7.64,47.59,141450,2.78,2.72,2413,88.81,11.19,5.55,623655,3.53,3.92,2.35,3.92,80.39,1784,41.18,29.700001,18.36,1.86,69.89,32.64
"25017374000",4882,1673,24.21,8.9,39.08,48.79,50.59,1.23,1.41,3,2.65,1.64,1.88,2.17,1.82,1.88,1.47,.94,1.35,6.64,13.27,9.92,9.98,38.81,120717,2.22,3.64,1767,87.81,12.19,5.32,440426,26.47,21.57,1.47,2.94,40.2,529,55.89,32.900002,16.41,5.13,63.39,27.73
"25017374100",3944,1593,26.57,10.45,37.36,46.37,47.43,.62,1.06,4.42,4.17,2.73,1.62,2.37,2.86,1.87,3.42,3.29,2.92,8.95,19.2,12.37,9.45,18.65,83203,4.57,2.49,1690,59.76,40.24,5.74,397827,7.02,7.02,3.43,5.93,75.66,1618,43.99,27.299999,16.8,5.23,54.23,47.77
"25017374200",4323,1579,28.61,8.6,51.78,61.02,66.97,.38,.38,.38,.57,1.15,1.15,1.92,2.62,3.19,2.43,1.47,2.49,8.24,13.67,10.61,8.5,40.77,121412,2.73,2.62,1611,73.84,26.16,1.99,525089,2.42,3.63,3.87,6.3,81.6,1741,29.06,23.299999,16.11,3.01,57.19,41.1
"25017374300",3517,1194,34.97,6.82,55.73,72.34,77.9,.85,.77,.34,.77,1.62,1.28,1.62,.34,.51,.43,1.96,2.13,4.34,6.12,7.31,7.74,61.82,183929,2.65,1.28,1214,93.55,6.45,1.65,673561,0,2.6,5.19,9.09,84.42,1492,68.83,35.099998,19.56,4.49,72.46,26.05
"25017374400",5328,1861,30.97,11.46,54.62,68.42,72.49,1.82,1.98,3.04,2.46,.9,2.29,1.82,.7399999,1.76,1.76,.48,.8,2.14,8.38,6.83,8.12,54.62,161849,3.74,2.51,1917,83.07,16.93,2.92,796189,12.38,11.75,4.76,7.94,56.51,1192,36.83,27.9,20.45,3.86,67.7,27.4
"25017374500",4453,1574,27.67,12.44,41.04,47.28,49.45,.64,.77,1.54,1.6,1.67,1.48,1.86,2.7,4.3,3.02,2.44,2.44,8.02,12.26,15.21,10.4,29.59,107141,2.8,2.82,1609,63.28,36.72,2.18,419572,.87,1.56,1.9,3.11,87.72,1545,37.89,24.700001,15.29,3.82,62.29,37.8
"25017374600",4932,1847,29.95,9.69,29.3,36.43,38.03,.65,.76,1.52,1.79,2.6,2.98,3.31,2.55,2.61,3.1,3.37,4.24,8.15,13.64,16.68,11.47,20.49,96305,3.69,4.46,1873,68.16,31.84,1.39,381607,2.55,3.06,2.38,3.91,86.39,1699,33.16,23.4,22.7,2.62,63.09,39.03
"25017374700",4250,1735,27.67,8.85,33,45.94,48.5,1.39,1.56,3.18,2.89,1.73,1.33,2.43,2.95,2.83,2.49,1.45,2.66,8.96,14.91,10.87,10.98,27.51,98742,4.33,3.01,1794,57.75,42.25,3.29,414047,5.23,4.68,1.1,1.93,86.09,1576,37.88,25.799999,14.34,8.43,61.31,41.38
"25017374800",3874,1307,25.61,11.59,44.18,52.54,54.11,.86,1.09,3.19,2.56,.54,1.56,2.26,2.18,2.34,2.1,2.8,1.71,6.45,14.15,14.39,9.8,31.88,108032,3.06,4.04,1337,64.19,35.81,2.24,484273,5.77,5.77,3.21,5.34,76.92,1549,34.83,23.6,27.85,3.03,57.3,44.15
"25017382100",4563,1645,31.66,11.46,29.01,39.53,37.89,.36,.48,1.2,1.56,2.7,2.64,2.16,1.5,1.62,3.59,2.93,2.57,10.35,13.76,12.14,12.56,27.81,103241,.96,3.35,1674,93.19,6.81,1.79,323145,0,1.79,3.57,6.25,82.14,1763,36.61,24,25.28,3,76.53,27.86
"25017382200",4949,1843,32.03,9.47,29.46,38.15,36.91,.39,.61,2.54,2.32,1.77,2.86,2.81,1.93,2.37,2.48,3.03,3.74,11.34,18.22,15.08,11.56,16.95,91208,2.62,4.95,1927,74.55,25.45,4.36,332770,1.49,3.84,5.97,10.02,72.07,1319,29.21,24.4,17.86,4.97,67.41,32.34
"25017382300",5071,1766,32.22,10.22,37.13,49.26,51.68,.46,.63,1.65,1.87,2.22,1.59,1.48,1.48,1.65,4.27,4.27,2.67,5.97,15.07,11.66,8.59,34.64,108449,2.42,2.22,1844,75.99,24.01,4.23,425454,6.72,7.46,5.22,8.71,67.16,1331,31.59,23.5,21.37,1.84,62.58,42.3
"25017382400",4098,1621,30.87,5.05,29.58,38.1,28.84,1.87,2.37,5.99,5.62,3.49,2.06,2.49,3.49,3.06,3.12,3.06,3.24,7.49,17.28,12.29,6.49,16.47,77020,6,6.92,1718,66.19,33.81,5.65,318511,27.55,22.81,2.55,4.38,40.15,528,18.25,22,20.23,6.85,65.19,37.94
"25017382500",3996,1598,29.43,9.21,31.83,33.28,35.51,1.65,1.78,2.6,2.6,2.6,2.73,3.11,3.05,2.6,2.92,2.98,3.11,10.08,22,12.81,9.45,14.01,83571,4.86,6.09,1680,61.7,38.3,4.88,322076,1.47,2.61,3.27,5.39,82.52,1415,38.56,26.700001,14.57,5.66,62.45,43.24
"25017382600",7793,3517,21.53,11,31.66,45.36,52.65,.85,1.1,2.94,2.89,2.15,1.76,2.18,1.56,1.61,2.69,2.92,3.99,12.18,16.32,17.45,11.42,16.01,94334,2.87,3,3789,47.85,52.15,7.13,328671,5.4,4.96,1.74,2.94,84.96,1494,28.39,23.700001,16.53,3.83,45.88,60.58
"25017383100",7871,2894,28.86,7.48,24.23,21.91,14.42,2.57,3.02,6.66,6.28,5.01,5.73,6.86,5.93,3.88,5.39,4.94,5.56,8.85,12.94,7.65,4.5,4.32,49041,14.37,15.03,3084,21.3,78.7,6.52,248820,12.25,14.29,10.88,18.31,43.03,954,40.03,26.9,28.79,4.17,38.23,65.86
"25017383200",5273,2020,26.59,6.6,25.06,23.28,21.89,2.71,2.86,3.84,4.04,3.8,3,4.09,4.73,5.02,4.48,3.89,5.56,11.87,15.16,10.83,6.55,7.58,61681,12.11,4.92,2138,40.74,59.26,5.52,269852,5.37,7.47,7.55,12.67,64.6,1175,38.42,24.9,22.65,7.55,45.63,55.1
"25017383300",2788,1036,18.11,4.45,32.39,34.62,24.92,2.39,2.49,3.16,3.45,3.45,3.35,5.08,3.16,3.73,4.79,4.89,3.64,12.07,16.67,11.78,6.99,8.91,69062,11.6,5.94,1085,50,50,4.52,314768,4.25,9.07,13.32,22.39,48.84,1032,42.27,26.799999,15.05,5.38,51.25,48.17
"25017383400",4724,2031,24.89,6.1,22.67,28.01,27.36,1.37,1.57,3.09,3.53,4.46,3.19,2.9,4.76,5.05,4.71,3.14,5.01,10.41,22.93,11.24,7.66,4.96,69836,6.07,5.06,2161,44.26,55.74,5.6,260049,5.28,7.12,6.95,11.61,66.67,1148,39.58,26.9,22.69,6.9,45.02,60.24
"25017383500",8325,3476,20.74,8.09,27.34,35.11,34.86,2.25,2.88,7.76,7.04,4.38,3.77,3.69,3.51,3.05,3.32,2.48,2.25,12.98,13.73,7.76,6.4,12.72,64492,6.49,5.48,3632,27.65,72.35,4.3,318868,13.98,12.39,3.31,5.54,63.23,1251,35.38,24.799999,24.03,6.52,45.93,56.07
"25017383600",5519,2211,26.54,9.62,26.76,36.14,33.18,1.76,1.8,2.12,2.25,2.07,1.04,2.3,3.02,2.03,2.48,2.57,4.83,11.82,13.98,15.2,11.68,19.03,93404,4.28,5.86,2339,61.33,38.67,5.47,311738,5.03,5.15,2.81,4.68,80.35,1323,33.1,26,12.76,1.78,62.9,44.05
"25017383700",5173,1987,30.18,7.19,31.01,43.37,39.43,1.01,1.17,2.49,2.49,1.98,1.83,2.63,1.67,2.94,3.35,2.08,4.21,7.71,15.77,14.81,11.16,22.82,97977,2.61,7.35,2061,74.03,25.97,3.59,310847,5.62,6.01,3.88,6.4,77.13,1362,41.28,27.5,16.12,2.84,70.8,37.24
"25017383800",5631,2017,32.11,4.9,30.61,42.81,43.21,.94,1.04,1.83,1.78,1.58,1.19,1.09,2.77,2.97,3.77,2.08,3.37,8.52,18.58,12.93,10.7,24.83,97684,3.25,4.06,2065,82.8,17.2,2.32,313164,3.75,4.32,3.17,5.48,82.71,1310,34.29,25.9,19.57,2.82,62.49,40.31
"25017383901",7979,2739,32.35,9.99,29.59,48.46,43.56,.77,.99,2.75,2.2,.66,1.32,1.43,1.69,1.8,2.93,4,2.13,5.28,15,11.48,12.91,32.69,116212,2.59,3.12,2792,85.43,14.57,1.9,339187,4.64,6.7,7.47,12.37,63.14,1135,39.17,27.299999,16.47,3.36,67.34,33.66
"25017383902",5472,1785,36.82,5.99,30.48,50.08,56.64,.91,.85,.46,.63,.91,.46,1.02,1.3,.91,1.7,2.04,2.66,7.94,8.5,11.22,13.1,45.46,139635,1.38,1.76,1817,92.49,7.51,1.76,417433,0,2.24,5.97,10.45,67.91,1364,21.64,22.9,19.46,2.26,68.61,31.27
"25017384000",6274,2936,22.31,7.99,26.41,48.33,54.83,.84,.81,.68,.68,.81,1.79,2.74,3.14,3.85,2.87,3.48,5.34,9.73,17.73,12.39,9.35,23.74,94107,3.41,1.18,3245,41.38,58.62,9.52,456646,0,.64,1.45,2.44,94.54,1440,33.29,24.1,19.48,1.36,55.28,57.56
"25017385100",4378,1558,28.6,7.25,25.35,37.87,30.29,1.01,1.26,2.97,3.04,2.59,1.27,2.22,3.42,3.48,3.03,2.4,2.4,8.72,19.34,10.11,10.05,22.82,89965,2.37,3.54,1604,71.5,28.5,2.87,327423,12.84,11.71,3.83,6.53,61.04,1182,31.53,23.299999,25.51,2.73,63.23,41.59
"25017385200",7688,3049,27.03,8.75,23.51,40.83,39.44,.72,.82,1.48,1.58,1.88,2.2,2.23,2.07,1.94,2.76,2.27,2.89,11.25,15.98,16.57,12.79,20.52,99523,1.67,4.24,3217,75.27,24.73,5.22,292667,6.23,6.9,4.51,7.56,71.22,1405,20.96,21.9,24.64,4.19,50.53,59.76
"25017386100",3989,1349,37.03,13.94,32.61,55.28,65.47,.96,1.04,1.18,1.18,1.11,1.18,1.48,.74,.66,1.7,1.11,1.04,4.45,6.38,9.56,7.78,58.19,176456,1.15,2.82,1374,90.14,9.86,1.82,688890,0,1.83,3.67,6.42,56.88,1784,36.7,35.099998,16.7,3.88,74.74,25.13
"25017387100",4288,1337,41.58,10.69,23.53,45.47,45.38,0,0,.14,.29,.75,.6,.45,1.87,3,2.17,1.27,2.17,7.04,15.64,18.11,14.45,32.04,118181,0,2.47,1370,91.92,8.08,2.41,338652,0,1.85,3.7,6.48,87.96,1437,57.41,32.400002,22.64,1.26,62.56,40.69
"25017387201",5573,1958,34.69,6.67,27.8,43.5,38.72,.56,.76,2.19,1.88,1.17,1.84,1.84,2.19,2.54,2.8,2.6,2.24,8.8,19.34,13.54,12.88,22.8,98460,1.5,2.85,2018,82.23,17.77,2.97,331879,12.69,12.38,5.57,9.29,56.04,1169,32.51,24.9,25.2,3.22,61.46,40.8
"25017387202",3065,989,40.2,10.33,28.81,46.95,39.98,0,.21,1.66,1.25,.21,.93,1.87,1.66,1.66,3.22,1.25,1.87,9.24,17.76,16.2,11.84,29.28,109349,0,.52,1025,88.57,11.43,3.51,334018,2.65,2.65,1.77,3.54,84.07,1264,63.72,33.900002,21.77,1.41,74.48,31.35
"25017388100",3343,1363,29.7,6.31,23.69,54.18,56.8,0,0,0,.59,2.16,.97,2.15,2.82,2.74,2.3,1.71,1.41,12.54,23.52,13.65,8.31,25,96433,.87,1.26,1485,67.5,32.5,8.22,434188,.91,2.05,2.97,5.02,86.53,1276,28.77,20.799999,22.78,0,53.13,56.93
"25017388298",0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,,0,,0,,,,
"25025000100",3855,1527,23.58,10.31,32.9,29.97,29.23,1.05,1.5,4.71,4.51,2.95,2.88,4.71,2.88,4.78,5.3,3.14,3.4,14.45,15.37,10.66,7.46,10.33,68750,7.24,7.39,1594,30.98,69.02,4.2,309421,6.03,7.66,6.8,11.49,66.38,1271,40.71,26.4,17.28,8.64,48.29,54.55
"25025000201",3722,1487,21.12,5.95,31.57,34.76,39.79,1.01,1.27,3.42,3.08,2.21,2.69,2.28,5.1,4.89,4.89,4.96,5.7,13.62,16.7,12.07,7.11,9.05,69359,9.84,4.23,1550,33.76,66.24,4.06,325641,3.76,5.48,5.99,9.95,74.11,1417,41.42,26.5,15.58,0,43,55.15
"25025000202",3858,1461,27.37,9.38,38.39,33.44,33.37,2.34,2.55,4.35,4.21,3.65,3.24,2.28,3.38,3.31,3.86,2.48,2.69,12.97,20.34,9.45,6.83,12,71584,14.39,9.38,1493,35.66,64.34,2.14,317798,11.81,12.02,6.38,10.85,57.23,1216,30.21,22,10.76,7.17,55.35,42.58
"25025000300",6141,2429,19.28,10.75,39.98,45.38,47.49,1.24,1.56,3.95,3.34,1.69,3.5,2.84,3.17,4.73,2.92,2.92,4.49,9.26,19.43,14.08,9.43,11.4,78706,8.75,3.79,2521,42.77,57.23,3.65,331523,2.3,3.31,3.38,5.68,82.81,1540,34.97,24.9,8.31,9.7,44.81,54.8
"25025000401",5589,2861,10.61,12.7,38.61,37.69,44.48,5.46,6.05,10.77,9.09,3.67,4.3,4.47,4.93,3.35,3.84,4.23,5.32,10.08,10.88,5.39,3.78,4.34,41568,22.15,13.61,2964,15.87,84.13,3.48,362358,17.03,15.45,4.86,8.14,52.89,1102,46.61,29.9,7.38,4.03,34.66,64.87
"25025000402",3458,1245,16.48,10.12,40.94,43.08,46.65,1.91,1.99,2.46,3.1,4.22,4.05,5.89,3.42,2.39,3.58,3.58,5.33,12.41,15.67,12.25,8.11,9.55,69027,14.28,2.7,1308,34.46,65.54,4.82,374656,0,1.84,4.41,7.35,83.33,1561,45.47,29.1,29.84,10.48,41.87,57.27
"25025000501",7159,3745,7.86,9.68,44.67,42.18,62.87,2.37,2.77,6.03,6.03,4.96,3.97,4.9,4.16,5.5,4.75,3.92,5.76,11.34,13.53,8.91,5.39,5.71,55827,20.95,4.59,3923,19.33,80.67,4.54,424563,6.72,7.08,4.2,7.05,73.75,1346,48.13,29.799999,42.55,0,23.04,74.95
"25025000502",5472,2277,6.12,13.79,47.31,47.84,62.62,4.8,4.85,5.29,5.16,3.77,3.32,5.34,4.71,3.73,3.19,3.9,7,11.89,10.68,9.25,6.15,6.91,56853,24.93,2.56,2367,12.52,87.48,3.8,346673,4.92,6.53,6.17,10.39,71.29,1303,50.1,31,0,0,21.55,73.83
"25025000601",3448,1330,17.72,9.8,38.46,39.61,44.41,2.9,2.83,2.24,2.09,1.41,1.49,4.24,5.81,3.87,3.8,3.72,6.03,9.9,14.21,10.94,6.92,17.71,74424,12.68,.97,1407,32.11,67.89,5.47,297301,4.21,4.98,3.88,6.53,78.96,1405,35.44,24.9,23.39,2.92,43.76,65.34
"25025000602",4610,1919,21.32,6.91,37.68,30.32,33.18,7.87,7.77,7.1,7.51,7.46,5.19,5.97,6.79,5.4,3.66,4.12,3.45,7.1,9.57,5.35,2.67,3.14,36086,25.32,18.21,2016,8.49,91.51,4.81,412264,13.9,14.07,7.29,12.24,51.42,1053,44.7,29.4,0,22.22,32.76,71.03
"25025000701",4551,2170,7.78,8.68,36.03,37.68,49.53,6.95,6.86,6.26,6.26,5.29,4.6,6.49,5.8,5.84,3.86,5.06,5.06,9.66,11.78,4.23,2.9,3.04,41363,30.14,6.3,2322,13.46,86.54,6.55,200518,3.78,4.95,4.58,7.67,77.42,1324,62.72,35.099998,0,100,14.8,83.82
"25025000702",7462,3481,10.04,12.05,31.08,31.21,50.2,6.66,6.66,6.51,5.94,4.41,6.45,7.83,6.19,4.11,4.91,3.84,5.05,9.04,11.39,4.99,2.38,3.64,39208,32.46,4.62,3712,11,89,6.22,209430,2.29,4.91,7.26,12.2,73.31,1219,60.23,35.099998,0,0,18,83.4
"25025000801",3856,730,8.47,13.03,44.28,32.24,83.29,5.95,5.81,4.79,4.36,2.91,3.78,3.63,2.9,2.76,4.79,5.95,1.6,9.72,17.85,10.6,4.93,7.55,62169,21.17,.73,767,7.06,92.94,3.91,289637,3.07,5.11,6.42,10.8,72.99,1372,41.32,27.799999,0,0,18.79,76.93
"25025000802",7103,2765,15.78,9.51,32.73,29.52,41.78,5.08,5.15,5.9,5.36,4.19,4.86,3.25,3.76,4.22,4.15,5.36,4.01,12.66,12.55,8.23,3.33,8.05,53997,22.78,4.9,2918,12.91,87.09,5.48,323858,3,4.29,4.54,7.66,80.52,1469,51.71,33.299999,25,0,27.87,74.08
"25025010101",5486,1744,2.63,9.34,48.97,36.26,66.54,8.63,8.74,9.82,8.51,3.68,3.4,3.63,4.16,2.56,3.57,5.06,2.2,5.06,9.46,5.59,4.1,11.9,39404,29.11,4.16,2039,14.85,85.15,14.12,245077,13.55,12.34,3.96,6.64,62.04,1298,52.52,33.400002,0,0,14.9,71.91
"25025010102",3669,387,.08,1.99,65.6,27.17,72.63,11.67,11.67,11.66,10.24,6.43,7.14,1.67,0,0,0,3.33,4.76,9.05,6.19,3.33,5,7.62,23991,57.53,2.38,399,21.32,78.68,4.76,0,2.34,3.68,4.35,7.69,78.6,1460,69.9,35.099998,,,6.34,83.69
"25025010200",8275,4561,3.75,8.09,43.11,31.84,60.52,5.86,6.19,8.7,8.99,7.65,4.32,6.82,7.22,5.78,5.75,4.58,4.84,7.96,7.8,4.29,1.46,1.79,36076,35.16,4.05,5195,7.59,92.41,11.72,0,4.44,6.94,8.02,13.47,66.87,1185,66.23,35.099998,,,15.34,81.88
"25025010300",3829,666,14.34,1.16,50.58,18.48,26.49,10.63,10.17,6.63,8.01,10.78,6.62,8.32,9.25,2.93,2.31,4.93,2.77,5.55,5.24,3.85,.46,1.08,27380,32.76,26.66,829,4.52,95.48,22.68,0,33.01,27.94,4.9,8.17,24.02,408,36.6,24.799999,,,18.46,62.25
"25025010401",7034,3690,5.63,9.73,31.73,40.01,51.47,8.77,8.96,10.47,9.34,4.23,2.61,5.17,5.2,3.79,4.95,4.43,4.62,7.64,7.18,6.16,3.88,2.61,35336,37.89,4.76,4043,8.05,91.95,8.16,697267,7,8.93,8.03,13.44,61.51,1169,55.74,34.599998,19.3,0,24.81,70.83
"25025010402",5233,999,1.31,7.82,42.54,25.64,27.72,10.4,10.4,10.89,11.08,8.81,3.07,6.34,9.1,6.04,2.97,3.37,1.98,4.46,4.46,1.88,1.58,3.27,23140,39.02,12.97,1032,5.64,94.36,5.43,0,17.81,16.94,6.95,11.73,45.49,834,51.46,32.299999,,,12.77,61.89
"25025010500",2962,1544,3.43,14.14,39.69,43.22,68.39999,6.26,6.19,5.51,5.58,5.79,4.83,3.67,3.33,2.58,3.34,1.7,2.11,8.58,12.46,8.3,4.7,15.04,58328,20.27,1.91,1667,13.06,86.94,9.48,590502,6.55,7.77,6.1,10.21,68.52,1446,51.68,32.400002,0,20,24.94,70.71
"25025010600",1984,1464,2.84,14.1,34.94,56.13,57.76,3.57,3.83,5.95,5.68,3.77,2.12,1.85,3.63,4.69,3.7,3.04,6.08,9.25,10.51,8.66,5.55,18.37,63299,10.26,3.9,1681,11.87,88.13,10.83,891192,5,6.06,5.07,8.48,74.79,1462,48.22,29.799999,0,0,45.2,52.77
"25025010700",5285,3043,4.56,17.99,42.16,56.99,78.61,3.52,3.29,1.35,1.71,2.26,1.52,2.69,4.83,5.49,4.83,3.94,4.07,8.97,13.53,7.36,5.19,25.43,76816,10.79,.3,3435,31.55,68.45,11.41,891192,1.44,2.78,3.94,6.58,83.34,1519,40.38,26,36,44,26.75,70.89
"25025010800",6474,3619,5.19,14.42,44.06,56.3,80.49,4.16,4,2.7,2.73,2.43,1.93,3.11,3.45,3.11,3.91,2.92,2.95,7.47,11.88,8.05,5.54,29.69,82072,12.23,.14,4117,39.93,60.07,12.1,891192,.51,2.62,5.15,8.65,80.5,1408,41.86,28.4,33.33,0,28.36,71.48
"25025020100",4492,2708,9.03,21.72,43.31,66.33,84.51,2.52,2.42,1.62,1.52,1.84,3.17,3.02,3.24,3.68,6.38,4.15,4.18,7,11.47,7.86,6.49,29.43,85606,7.11,.32,3075,37.82,62.18,11.09,891192,2.71,4,4.35,7.29,79.82,1488,47.17,29.1,22.86,4.76,38.54,61.67
"25025020200",3469,2141,7.59,15.83,37.32,51.31,72.58,3.33,3.52,4.92,4.83,3.19,1.98,4.68,6.18,5.5,3.47,2.65,6.08,9.6,12.98,9.75,5.21,11.97,59629,13.16,3.04,2386,17.16,82.84,11.36,832728,5.42,6.39,5.08,8.5,74.6,1312,47.6,29.4,27.16,0,20.75,75.13
"25025020300",4831,2818,5.03,14.52,46.48,60.88,61.87,2.36,2.78,6.06,5.42,2.82,2.74,2.81,2.28,1.79,3.27,2.74,5.03,9.68,12.84,9.82,7.42,20.2,75360,12.51,3.17,3129,22.68,77.32,9.94,891192,5.09,5.32,3.07,5.19,79.85,1597,43.69,28.4,0,0,35.18,71.75
"25025030100",1956,1171,10.34,11.2,34.36,39.42,35.75,1.45,2.05,6.07,5.3,2.65,2.74,3.08,4.11,4.19,6.16,5.3,7.19,10.44,17.19,7.36,5.22,9.58,59857,9.57,5.47,1283,24.16,75.84,7.72,289637,5.57,8.91,10.47,17.48,57.57,1094,35.52,25,0,50,48.03,58.28
"25025030200",1628,949,17.97,9.84,22.25,39.36,33.5,3.21,3.78,7.67,6.64,4.69,7.099999,5.73,7.44,5.04,4.47,4.24,3.32,9.16,12.14,6.41,3.09,5.84,42577,16,7.9,1022,17.16,82.84,7.63,623833,9.72,11.64,9.34,15.6,53.07,1050,51.03,30.799999,0,0,53.11,58.47
"25025030300",3769,2144,6.2,26.21,29.39,62.76,55.36,3.23,3.59,6.33,5.25,1.7,2.34,4.18,4.08,1.35,2.69,1.97,3.1,8.57,14.94,6.15,4.85,25.62,76887,12.91,6.73,2634,28.46,71.54,18.91,760898,9.82,9.1,3.21,5.43,71.01,1624,45.48,29.4,0,0,38.22,58.43
"25025030400",2316,1429,6.97,18.6,32.05,42.77,46.25,2.25,2.65,5.83,5.96,5.44,3.32,3.19,5.5,7.1,5.43,4.24,5.31,12.8,9.88,10.21,6.96,4.05,53971,10.09,5.44,1559,14.85,85.15,8.85,0,7.85,10,9.01,15.12,57.36,1126,42.73,26.4,,,35.6,64.18
"25025030500",2082,1206,16.63,23.41,22.98,35.65,36.82,2.88,2.97,3.75,4.19,5.41,4.2,2.96,3.5,2.62,4.02,4.8,5.07,13.71,11.88,7.34,8.38,12.05,64253,11.46,2.79,1369,35.34,64.66,11.32,891192,4.71,7.39,8.54,14.27,63.95,1249,40.76,26,0,0,47.36,69.11
"25025030599",401,0,0,,,,7.95,,,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,,0,,0,,,10.51,
"25025040100",1907,1029,11.08,13.44,42.16,56.91,53.88,1.42,2.18,8.04,6.72,1.99,1.98,2.36,1.32,2.56,2.84,3.6,2.18,7.95,12.02,14.38,8.89,19.3,82756,6,8.14,1131,42.73,57.27,9.99,438644,13.55,13.04,5.66,9.61,56.78,1248,31.39,26.5,48.35,13.19,38.04,73.97
"25025040200",1430,614,40.78,14.1,26.88,26.88,17.57,6.91,7.42,10.96,9.1,2.19,3.54,7.59,4.38,.51,3.21,6.07,4.38,6.07,9.61,6.24,6.24,5.73,36623,24.29,31.7,674,21.6,78.4,7.27,254702,24.29,22.24,7.35,12.45,31.02,590,18.77,22.9,0,14.29,67.47,47.68
"25025040300",2617,1172,29.6,11.44,35.29,42.3,42.13,3.09,3.5,6.91,6.1,3.17,3.42,5.52,3.82,3.09,3.58,3.17,2.93,6.99,13.17,11.63,9.84,10.16,65754,16.76,9.43,1313,37.23,62.77,10.21,293736,15.41,14.73,5.95,10,53.92,1087,41.49,28,13.99,8.29,45.53,57
"25025040400",2233,949,29.52,13.66,30.87,29.05,29.64,3.12,3.46,6.69,6.25,3.46,2,4.01,5.35,3.01,2.78,2.56,3.34,9.7,12.49,13.49,7.58,10.93,64801,8.94,5.13,1024,30.06,69.94,7.42,404422,10.26,14.33,14.63,24.59,33.94,904,29.26,21,19.44,0,66.48,43.25
"25025040500",1320,588,27.95,16.41,29.97,36.39,43.53,4.07,3.89,3.36,2.65,.35,.89,0,1.95,4.07,2.83,4.6,5.13,11.68,16.64,13.1,8.5,16.28,85538,6.06,4.96,634,55.81,44.19,8.99,248642,3.14,5.49,6.27,10.59,72.94,1349,37.25,26.200001,7.11,9.64,59.43,48.01
