tractid90,totalpop,households,pcthhchild,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_5K,pctinc_5K_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres
"25017300100",2717,892,37.03,1.54,20.56,30.11,19.75,.79,1.02,2.72,2.72,2.6,2.71,1.92,1.81,3.84,2.71,1.81,5.99,10.96,19.89,17.18,11.41,9.83,86889,2.52,3.84,959,89.46,10.54,6.99,236522,0,5.08,13.56,23.73,38.98,870,33.9,27.799999,22.28,3.92,69.18,32.96
"25017301100",8496,2761,39.12,4.53,21.27,32.52,24.81,.96,1.06,2.02,2.41,3.55,2.87,2.59,3.12,1.99,1.95,1.91,2.55,12.66,18.87,17.87,11.81,11.84,88129,3.02,1.95,2894,83.34,16.66,4.6,260762,4.04,8.31,11.69,19.33,50.79,1059,46.29,29.299999,21.34,3.62,65.84,38.61
"25017302100",5432,1905,28.04,5.93,18.21,30.54,20.93,1,1.15,2.42,2.73,3.57,3.36,4.77,4.41,2.84,5.19,6.03,4.56,10.02,17.83,11.64,8.5,10.02,72617,5.5,4.09,1964,69.88,30.12,4.84,263792,.89,6.57,13.68,23.09,50.62,1046,41.91,27.6,24.97,5.96,48.05,52.8
"25017302200",686,184,46.43,8.2,37.16,12.02,6.02,0,0,0,0,0,0,2.12,5.29,7.4,7.4,10.58,8.99,12.17,31.22,8.99,5.29,0,67379,0,0,201,13.43,86.57,0,0,0,4.02,9.77,16.09,26.44,870,2.87,19.4,,,14.6,90.55
"25017310100",3340,1597,20.6,4.75,20.95,17.98,20.81,8.96,9.65,15.47,13.84,6.95,5.14,4.58,4.01,4.7,3.63,2.69,1.94,8.27,4.07,2.38,1.75,2.01,21274,29.95,22.74,1898,5.07,94.93,15.86,0,22.03,22.56,12.27,20.58,22.56,629,51.84,31.1,,,29.1,68.19
"25017310200",6137,2165,35.83,6.75,21.75,21.94,13.28,.99,1.64,6.72,5.4,1.55,3.43,3.19,3.39,3.19,2.63,4.32,4.37,13.2,21.42,11.37,5.45,7.84,71565,8.96,9.91,2327,54.18,45.82,6.96,232779,2.22,6.85,11.79,19.76,56.55,1103,45.16,29.1,14.23,6.05,57.77,48.59
"25017310300",5695,2200,34.01,3.02,23.44,19.11,12.97,2.04,2.49,6.07,6.16,4.8,3.12,5.48,5.25,4.08,2.26,4.58,3.67,15.86,16.9,7.39,5.39,4.44,60018,10.69,7.66,2362,47.27,52.73,6.86,198557,4.66,8.88,12.24,20.52,50.52,1050,33.1,24.6,24.06,9.22,50.66,54.78
"25017310400",3540,1163,40.56,4.39,18.42,13.48,4.35,3.71,4.06,6.48,6.3,6.22,7.25,5.35,2.33,3.89,6.05,4.06,7.43,12.44,13.9,5.53,3.02,1.99,48694,25.45,16.84,1286,35.51,64.49,9.56,182872,6.8,10.4,11.73,19.6,49.87,1030,42,27,14.29,9.3,45.34,58.21
"25017310500",3396,1161,26.33,7.05,25.64,20.61,12.88,4.88,4.79,4.02,3.85,2.91,4.28,6.84,5.81,4.71,5.22,4.96,3.51,9.15,12.4,9.41,6.67,6.5,52226,15.32,3.17,1214,44.36,55.64,4.37,216559,3.25,7.89,12.69,21.36,53.25,1052,43.18,27.200001,10.81,0,46.72,49.09
"25017310600",10441,3819,28.86,5.18,27.06,26.41,17.45,1.79,1.98,3.51,3.87,3.97,2.08,3.77,4.89,3.07,4.62,4.44,3.92,11.64,21.67,10.27,6.6,7.9,69506,5.59,6.6,3986,53.52,46.48,3.76,241512,4.91,8.97,11.91,20.03,51.92,1046,33.92,24.5,14.81,3.43,51.29,56.44
"25017310700",4258,1452,28.02,2.9,28.01,19.83,13.66,4.27,4.92,9.690001,8.97,6.21,4.84,4.34,7.01,7.45,3.54,2.6,2.89,9.4,10.56,6.94,2.89,3.54,39770,26.21,15.33,1614,26.57,73.43,11.4,178773,10.57,13.33,11.62,19.43,45.05,987,53.15,31.299999,14.29,25.47,38.84,57.62
"25017310800",2628,373,15.23,3.66,25.73,10.36,7.27,7.06,7.54,13.38,10.95,2.92,6.57,9.25,5.6,7.06,3.16,3.16,5.35,6.57,8.03,1.95,1.7,0,30842,43.99,21.41,449,8.1,91.9,12.03,200518,9.64,15.43,18.46,30.85,25.62,752,48.76,30.799999,100,0,26.09,73.16
"25017311000",2927,1311,35.05,2.84,23.4,5.11,3.97,7.69,9.78,26.2,22.46,7.47,3.51,3.66,4.1,3.96,1.64,1.04,1.42,2.76,2.01,.67,.6,1.04,14449,52.82,43.06,1439,2.29,97.71,8.9,218698,39.11,33.72,7.03,11.71,7.1,330,36.3,28.1,0,0,44.91,58.35
"25017311100",2863,729,43.63,5.14,22.56,3.63,1.69,6.16,6.43,8.89,8.89,7.66,5.61,4.52,6.56,9.02,4.79,4.38,1.78,10.12,6.02,4.79,2.33,2.05,37675,42.05,42.41,836,18.84,81.16,15.55,168435,5.65,9.19,10.78,18.02,55.65,1075,59.89,35.099998,37.5,0,24.27,71.39
"25017311200",3323,1078,46.51,6.28,18.72,13.85,8.66,10.97,11.06,11.61,10.6,5.99,2.49,2.12,5.25,4.14,4.7,2.03,.74,9.49,8.85,5.53,2.58,2.03,24748,48.42,30.05,1276,22.34,77.66,13.71,252563,6.67,10.64,12.63,21.17,46.55,1021,60.94,35.099998,10.14,16.89,33.85,69.94
"25017311300",3519,1251,30.15,4.6,21.18,26.58,20.19,3.31,3.14,2.16,2.82,4.3,3.4,3.72,4.55,6.79,4.96,4.14,4.63,13.23,14.14,10.59,5.21,8.93,62436,15.82,11.99,1414,35.81,64.19,11.53,244899,2.39,7.54,13.32,22.24,54.52,1057,44.1,28.299999,12.68,2.17,44.8,58.99
"25017311400",5394,2106,29.87,7.81,19.19,22.46,21.86,1.38,1.57,2.81,2.62,2.28,3.8,4.33,3.75,4.32,5.37,5.09,7.09,20.07,16.64,7.89,4.23,6.7,65072,9.15,8.13,2490,34,66,15.42,239552,.8,4.99,10.2,17.06,65.15,1132,34.7,25.700001,12.19,5.77,34.12,73.46
"25017311500",2684,1034,35.28,7.22,22.23,28.61,26.18,2.13,2.32,3.38,3.58,3.96,3.38,2.03,2.03,3.67,5.9,7.16,4.35,16.34,11.32,10.93,6.77,10.64,65093,10.19,5.9,1099,50.19,49.81,5.91,256484,1.36,5.05,9.32,15.73,64.85,1146,42.33,28.4,15.6,10.09,56.95,48.74
"25017311600",4911,1823,35.59,4.45,29.21,31.09,20.52,1.96,2.4,5.67,5.72,5.23,3.21,2.72,3.37,2.88,5.39,4.68,5.72,11.21,12.03,8.6,7.78,11.54,60871,8.33,12.85,1920,65.33,34.67,5.05,252563,14.58,14.42,6.89,11.7,50.64,1050,33.66,26.4,13.46,4.81,69.97,41.36
"25017311700",4375,1515,38.83,7.02,24.4,27.52,14.03,2.24,2.65,5.84,5.16,3.74,5.16,3.33,3.26,4.48,3.81,3.6,7.2,11.41,16.44,12.02,5.77,3.74,59624,18.14,12.64,1644,51.82,48.18,7.85,206578,1.37,5.62,10.55,17.81,63.15,1146,49.32,30.5,23.28,7.54,46.26,54.26
"25017311800",3432,1012,45.31,3.34,13.94,11.21,7.79,4.8,4.8,4.4,4.9,6.5,5.1,5,7.5,5.7,6.2,3.1,3.3,11.7,12,6.7,3.4,5,46698,26.05,22.2,1075,31.56,68.44,9.21,186259,5.44,8.76,10.42,17.52,55.89,1093,53.62,34.799999,12.24,10.2,45.58,63.32
"25017311900",2777,1200,31.96,2.55,14.68,16.92,7.48,7.53,8.51,16.04,14.24,6.96,5.65,4.01,1.55,1.96,4.01,3.36,1.47,7.69,7.53,3.11,1.55,4.91,22403,31.18,33.06,1326,16.1,83.9,6.79,186793,25.55,24.11,9.45,15.81,25.07,592,47.64,29.700001,0,0,45.79,61.41
"25017312000",3392,1104,42.28,2.63,12.56,10.45,3.23,5.82,5.82,5.83,5.55,4.25,4.26,4.81,4.26,4.63,7.67,6.47,4.99,12.01,13.12,4.81,2.77,3.23,48594,19.41,15.43,1201,35.69,64.31,8.08,169148,8.65,12.77,13.76,23.12,37.3,930,41.28,28.200001,29.19,3.83,45.81,56.34
"25017312100",3221,1108,38.96,5.81,20.03,18.82,7.39,5.06,5.62,10.12,8.9,4.78,4.69,3.37,3.94,3.47,2.72,1.78,5.06,9.18,15.28,7.22,5.44,3.66,45489,23.1,23.81,1181,32.31,67.69,6.18,197309,11.73,13.33,9.33,15.73,48.8,989,51.2,31.5,7.63,14.5,47.41,56.23
"25017312200",4776,1693,39.78,5.85,22.29,25.96,12.99,2.65,3.05,6.1,5.58,3.28,2.93,3.22,2.99,4.32,5.93,5.41,3.62,10.64,17.48,11.21,6.21,5.41,61743,18.48,17.19,1808,51.62,48.38,6.36,204439,17.17,16.29,6.64,11.28,46.12,1005,28.45,23.9,15.52,11.2,49.29,56.35
"25017312300",4988,1912,29.98,4.72,25.42,28.38,18.25,.78,1.04,2.85,3.27,3.89,2.44,2.34,3.32,4.15,5.3,4.52,4.98,11.73,20.51,13.29,8.46,7.11,74356,6.11,5.66,2044,57.22,42.78,4.5,216559,2.75,4.91,6.47,10.78,72.57,1196,37.61,24.4,17.05,4.83,48.27,56.81
"25017312400",2613,954,40.15,3.4,15.77,7.12,4.27,5.98,6.82,13.43,12.59,7.55,4.09,6.4,4.4,3.25,6.82,3.78,1.47,5.04,9.76,4.2,2.52,1.68,29465,28.14,28.23,1001,22.98,77.02,8.69,217629,19.46,20.03,11.08,18.61,27.27,774,46.31,29.799999,0,25,41.64,61.05
"25017312500",8773,3251,33.68,7.1,30.43,36.18,31.39,.71,1.08,3.94,3.69,2.5,1.97,3.17,3.63,3.36,2.49,2.03,4.62,10.63,15.34,13.49,9.92,17.43,84449,6.15,4.37,3430,70.09,29.91,4.96,285894,3.69,7.49,10.67,17.85,56,1087,42.66,27.6,11.07,7.41,68.62,35.98
"25017313100",8640,2822,36.69,5.03,22.75,28,22.18,1.16,1.44,3.65,3.13,1.65,2.22,2.21,2.46,2.03,2.74,3.27,2.32,10.97,18.39,18.18,11.6,12.66,91759,6.99,3.34,3032,82.14,17.86,6.93,300687,7.91,8.52,5.27,8.92,65.11,1203,45.24,29.200001,28.15,4.07,62.44,41.11
"25017314100",11179,4044,32.19,3.68,18.92,25.71,12.64,1.73,1.78,2.2,2.65,3.69,2.65,2.11,1.47,2.3,3.79,3.42,4.04,10.21,23.34,16.13,9.22,9.34,84652,3.6,3.79,4159,73.4,26.6,3.17,249890,7.06,10.5,11.55,19.37,49.05,1052,27.86,22.1,21.67,4.59,59.87,46.63
"25017314200",4902,1761,33.68,3.38,18.27,21.38,13.56,1.26,1.6,4.34,4.28,3.19,2.45,3.71,4.17,4.17,2.45,1.88,3.54,12.44,19.01,13.7,7.88,9.99,75501,3.28,6.05,1821,74.22,25.78,3.73,253633,5.31,8.41,9.96,16.59,53.98,1103,35.84,24.700001,16.91,9.44,63.44,37.14
"25017314398",9549,3195,36.64,3.99,19.73,30.64,22.11,.4,.62,2.36,2.52,2.52,2.03,2.27,2.24,3.18,2.55,2.4,2.18,8.84,21.97,16.9,11.67,15.31,91376,2.84,3.11,3281,82,18,2.65,280190,2.82,4.76,6.17,10.23,71.96,1196,21.16,21.9,21.1,3.98,63.9,40.92
"25017315100",4857,1523,38.48,4,21.58,30.93,25.92,.53,.6,.92,.92,1.26,2.05,1.66,1.13,1.92,1.66,2.72,2.59,11.67,17.37,16.45,12.47,24.07,103829,2.15,2.06,1545,91.78,8.22,0,332948,3.36,7.56,10.92,17.65,56.3,1191,26.05,25.5,22.51,1.18,68.46,34.37
"25017315200",6682,2245,36.73,7.86,20.51,31.62,26.56,1.06,1.33,3.5,2.88,1.11,1.82,1.47,1.47,2.26,3.06,2.62,2.84,8.55,14.41,16.89,13.08,21.68,103050,2.92,4.88,2304,87.18,12.82,3.52,324037,23.11,19.32,2.27,4.17,41.29,818,40.91,25.799999,21.61,0,63.94,41.52
"25017315300",970,231,3.18,0,80.6,31.9,7,8.99,11.24,27.34,23.22,7.11,2.62,1.49,0,0,1.87,1.12,0,3,1.87,3,3.75,3.75,13421,51.91,12.36,206,4.06,95.94,4.37,401035,43.39,34.39,1.06,2.12,12.17,296,21.7,23.6,0,0,47.82,62.95
"25017315400",6773,2251,35.47,6.98,17.69,29.77,24.03,1.1,1.1,1.23,1.33,1.55,1.14,1.32,1.47,.82,2.1,5.03,5.39,10.28,16.77,17.87,14.53,17.05,98973,2.97,2.97,2351,90.11,9.89,2.85,286428,0,1.52,3.54,6.06,88.89,1604,38.39,27.299999,26.31,.54,63.82,47.81
"25017315500",7984,2494,37.8,6.83,21.24,26.13,17.71,.52,.72,2.2,1.96,1.32,1.2,.96,1.2,.84,3.21,4.13,2.09,8.71,21.71,18.14,12.44,18.58,98655,1.9,5.02,2543,93.02,6.98,1.93,278586,0,2.3,5.75,9.2,82.76,1765,45.98,27.299999,22.36,1.47,68.5,36.36
"25017316100",11279,3408,40.17,5.38,18.67,27.02,20.82,.64,.9,2.86,2.39,1.11,1.75,1.17,.99,1.87,2.04,1.61,3.27,9.11,21.16,16.99,12.78,19.38,98526,2.07,4.23,3455,85.94,14.06,1.36,301757,17.12,14.61,2.71,4.59,58.87,1344,27.98,24.9,17.53,1.43,76.2,27.82
"25017316200",8012,2412,42.22,5.91,21.57,21.89,18.47,.86,.94,1.44,1.48,1.52,1.35,1.06,1.96,2.37,2.08,1.84,2.74,10.02,21.71,16.56,13.25,18.85,98116,1.44,2.82,2451,92.93,7.07,1.39,287141,0,2.92,6.43,10.53,67.25,1405,15.79,18.5,21.66,2.63,75.16,26.57
"25017316300",6543,2377,33.66,4.04,22.97,32.55,24.1,1.16,1.33,2.8,2.71,1.93,1.94,2.8,2.15,3.4,4.52,3.35,4.56,12.63,17.06,15.21,8.77,13.75,79656,4.11,5.54,2502,68.72,31.28,5.2,266822,1.48,2.16,2.29,3.91,90.16,1344,42.05,28.200001,25.92,3.9,60.47,53.84
"25017316400",5893,1570,33.94,4.38,19.37,24.16,13.7,.39,.45,1.16,1.36,1.75,.78,1.49,1.42,1.1,1.88,2.46,4.15,12.38,24.17,17.37,12.83,14.97,94233,2.33,4.34,1607,92.55,7.45,2.3,277695,0,1.71,3.42,5.98,89.74,1606,28.2,25.9,17.35,2.98,61.26,33
"25017316500",5882,1928,34.85,6.36,25.05,31.88,23.85,.82,1.08,3.35,2.83,1.13,2.01,3.44,3.24,2.47,2.36,2.72,3.7,6.74,21.34,16.5,11.41,14.91,92027,2.02,1.59,1990,71.16,28.84,3.12,290528,4.68,6.29,6.12,10.25,69.24,1237,27.52,23.299999,17.23,3.31,66.35,39.32
"25017317100",14420,5033,35.58,4.07,24.28,39.73,36.06,1.11,1.15,1.4,1.44,1.44,1.15,1.23,2.32,2.68,3.69,3.21,2.99,8.53,15.9,15.53,12.21,24.01,101896,2.89,3.63,5233,81.3,18.7,3.82,326532,3.42,5.45,6.31,10.59,70.59,1264,34.66,24.5,17.69,1.72,67.59,37.16
"25017317200",10920,3740,35.07,6.5,25.35,45.51,40.34,.93,1.01,1.57,1.57,1.55,1.38,1.62,1.65,2.14,2.08,1.55,2.05,5.66,16.65,15.8,12.81,29.99,112915,2.31,3.71,3792,88.64,11.36,1.37,331523,11.69,10.98,4.3,7.4,65.63,1239,29.83,23.6,14.4,1.64,69.48,32.84
"25017317300",7045,2681,31.73,5.82,25.08,38.3,36.81,.26,.45,1.84,1.58,1.13,2.71,2.85,1.13,2.71,2.48,1.8,3.23,13.6,23.63,14.65,9.2,16.79,87684,2.23,3.34,2787,74.93,25.07,3.95,265218,2.56,4.81,6.32,10.68,72.18,1248,30.67,22.6,16.88,3.86,55.62,54.2
"25017318100",4972,1611,37.63,5.47,23.13,38.92,30.27,.19,.31,1.18,1.49,2.54,2.23,1.49,1.55,1.05,1.8,1.36,3.84,9.67,21.82,16.92,12.34,20.15,98969,1.21,3.72,1705,92.05,7.95,5.51,305500,0,1.56,3.91,6.25,76.56,1271,33.6,25.799999,15.09,3.41,73.77,25.57
"25017318200",3215,1123,35.28,4.12,22.2,34.24,28.07,.61,.79,2.01,2.27,2.79,2.44,2.97,4.27,3.15,2.09,3.14,4.8,7.68,16.23,10.91,10.82,23.04,90474,2.38,1.48,1173,75.8,24.2,3.84,325462,6.96,8.42,6.59,10.99,61.17,1153,26.74,22.9,19.08,4.16,60.15,46.98
"25017318300",5481,1733,37.92,4.02,28.78,53.08,48.55,0,.06,.34,.63,1.49,.8,.52,1.2,1.14,1.2,2.18,1.83,5.73,12.21,11.98,13.76,44.78,138914,.26,2.69,1799,91.19,8.81,3.45,434544,0,2.03,4.73,8.11,75,1784,26.35,22.4,20.43,1.13,65.15,40.59
"25017318400",2732,852,38.65,8.62,21.59,52.02,50.68,0,.24,2.4,2.4,2.28,1.56,1.08,2.76,2.28,.72,2.16,.84,1.92,12.57,16.29,12.34,37.84,123618,1.21,1.92,865,88.26,11.74,1.5,434544,31,26,3,6,29,426,0,18.299999,22.24,0,61.36,43.54
"25017320100",9191,3159,35.25,6.48,23.43,42.79,43.31,.32,.47,1.8,1.84,1.8,1.52,1.99,1.74,.51,2.14,2.05,3.35,10.39,18.33,12.29,11.09,28.37,102118,3.1,2.09,3305,85.19,14.81,4.42,373052,13.73,13.73,6.54,11.11,50.98,1068,22,23.200001,28.46,1.43,57,50.87
"25017321100",4561,1788,28.06,4.49,19.51,41.71,35.95,1.99,1.94,1.27,1.1,1.33,4.42,4.59,3.48,4.09,3.37,3.21,4.15,9.9,12.39,11.73,10.84,20.35,85429,6.9,3.1,1917,64.04,35.96,6.73,401570,8.49,8.49,4.25,7.23,71.54,1249,33.49,26.5,19.78,0,46.13,59.51
"25017321200",5772,2343,30.2,4.11,20.53,38.14,30.05,1.34,1.47,2.46,2.59,2.98,2.47,2.98,4.58,4.58,4.67,3.8,5.36,11.24,17.77,10.38,7.31,14.01,74150,5.16,3.55,2447,60.48,39.52,4.25,287141,.76,2.7,4.86,8.21,81.1,1241,34.67,26.799999,15.45,4.23,54.8,49.64
"25017321300",6386,2645,25.23,5.67,15.89,28.18,17.78,2.19,2.57,5.55,5.09,3.21,3.85,4.94,3.66,4.22,4.79,4.56,4.9,11.92,15.47,5.47,4.68,13.01,60529,7.98,7.54,2836,41.32,58.68,6.73,267535,8.51,10.82,9.66,16.24,53.03,1062,37.69,25.799999,21.41,4.7,50,56.33
"25017321400",2657,794,33.27,4.35,20.63,36.97,29.67,2.41,2.41,1.78,1.65,.88,.38,1.9,2.03,1.52,1.4,2.79,1.65,8.37,12.42,13.56,12.8,32.32,114867,3.9,4.06,850,88.72,11.28,7.18,307282,0,1.12,2.25,3.37,70.79,1602,38.2,29.799999,20.22,1.1,68.41,28.01
"25017321500",5711,2083,30.01,3.88,17.48,26.68,18.58,0,.24,2.26,2.59,3.27,2.98,3.76,4.28,5.34,6.16,6.01,4.43,11.26,19.72,10.97,7.5,9.28,71610,4.43,6.49,2229,57.9,42.1,6.33,271991,1.48,5.92,10.92,18.32,60.98,1146,35.04,26.4,30.38,.93,55.35,48.71
"25017321600",6729,2503,32.1,5.87,20.67,37.95,31.55,1.28,1.28,1.36,1.52,2.04,2.28,3.12,2.96,2.36,3.48,2.6,2.36,8.17,18.06,14.62,11.25,21.15,96360,4.73,3.24,2732,60.21,39.79,9.11,303539,3.04,3.34,2.13,3.54,87.96,1492,37.86,24.5,18.34,1.72,57.92,50.18
"25017322100",4238,1427,34.24,5.03,22.27,44.57,33.83,.21,.28,.56,.63,.63,.35,1.04,2.08,2.29,2.43,2.3,2.3,7.24,19.21,16.56,13.92,27.91,111365,1.8,2.23,1508,88.43,11.57,4.24,310312,0,1.2,2.4,4.19,92.22,1626,34.73,24.6,22.15,.71,60.76,40.31
"25017322200",2932,1175,26.8,6.53,18.15,37.57,28.14,2.83,3.42,8.17,7.25,3.17,1.34,1,.58,1.75,2.08,2.33,3.08,8.08,17.83,9.42,8.92,18.67,85683,6.26,8.33,1233,61.8,38.2,4.46,290706,16.89,14.89,3.78,6.22,56.22,1125,33.78,25.700001,28.27,6.11,55.92,57.22
"25017322300",5456,2198,30.35,4.59,17.21,30.2,15.9,1.81,2.17,5.07,4.57,2.8,2.67,3.84,4.79,3.35,2.63,3.98,4.57,11.48,13.47,11.39,8.23,13.29,70158,3.72,3.16,2295,61.01,38.99,4.23,283042,10.27,11.79,8.52,14.35,52.28,1066,32.32,26.299999,21.89,4.78,62.37,39.9
"25017322400",4604,1558,35.35,4.57,17.05,27.66,19.41,1.42,1.48,2.18,2.7,3.8,2.06,1.61,3.09,3.47,3.03,3.47,3.99,12.1,19.18,11.52,10.36,14.48,81492,3.46,4.7,1665,66.75,33.25,6.43,291241,5.21,8.49,10.23,17.37,58.49,1112,45.95,29,20.76,2.46,70.01,38.19
"25017323100",5328,1793,36.45,6.12,24.06,50.31,49.82,.45,.56,1.29,1.17,.84,1.52,1.96,2.07,2.8,2.52,2.3,2.58,4.82,11.26,13,12.66,38.21,124542,1.62,2.24,1853,87.23,12.77,3.24,416899,5.68,6.55,4.8,8.3,68.56,1301,39.3,28.4,16.77,2.51,70.73,30.84
"25017324100",7043,2559,33.24,5.12,23.5,41.32,34.31,1.36,1.56,2.96,2.56,1.52,2,1.16,2.08,2.68,2.6,2.79,4.39,8.02,16.67,16.75,10.37,20.58,96756,3.79,3.27,2719,81.45,18.55,4.85,316729,10.74,11.16,6.11,10.32,57.68,1294,32,22.799999,20.29,2.78,66.43,39.04
"25017325100",6871,2681,29.57,4.26,19.56,23.01,14.73,1.44,1.69,3.46,3.46,4.04,5.01,4.72,6.67,6.45,6.71,6.27,5.73,11.28,14.53,7.68,6.02,4.87,55094,8.88,4.65,2873,44.09,55.91,7.17,242760,4.58,8.55,11.58,19.46,44.44,1023,37.57,27.9,20.13,3,46.83,55.94
"25017326100",7511,2577,34.75,4.12,29.18,45.06,41.49,.66,.7,1.1,1.41,1.87,1.32,2.77,2.11,1.41,2.53,2.61,2.69,7.52,18.71,13.95,10.8,27.83,103645,3.85,1.09,2774,79.36,20.64,7.1,361110,0,2.52,6.01,9.88,60.85,1274,27.52,24.700001,25.4,3.26,60.44,40.86
"25017327100",10098,3385,36.01,3.35,19.71,36.56,30.61,.96,1.04,1.77,1.86,2.06,2.79,4.14,3.53,2.5,2.69,2.87,4.64,9.74,20.99,13.65,10.58,14.17,83586,3.98,4,3505,74.68,25.32,3.42,296944,6.77,8.75,7.82,13.19,61.03,1183,39.55,25.4,26.89,1.3,55.6,47.66
"25017328100",2236,692,38.24,3.8,23.27,39.36,34.41,.87,.87,.58,.58,.72,1.44,1.45,2.03,1.74,1.3,1.01,3.76,7.66,15.61,13.73,13.73,32.66,117446,1.53,1.73,737,92.2,7.8,6.11,393549,2.63,5.26,5.26,10.53,65.79,1203,34.21,26,19.1,1.95,67.04,35.55
"25017330100",6617,2174,35.68,7.38,24.01,39.15,31.67,.37,.55,1.99,1.9,2.03,3.09,1.8,.55,.92,1.15,2.03,2.08,8.63,14.07,18.27,15.27,25.33,111611,1.15,1.75,2212,92.69,7.31,1.72,362536,14.47,12.58,2.52,4.4,59.12,1251,22.65,24,19.4,3.42,71.15,32.16
"25017330200",5385,1891,31.74,7.43,21.68,34.37,22.84,1.42,1.42,1.21,1.31,1.47,1.73,2.42,2.73,2.57,2.89,3.36,4.2,11.02,23.36,13.28,11.44,14.07,86991,3.3,3.78,1964,83.34,16.66,3.72,304787,2.22,4.76,7.62,12.7,72.7,1274,29.84,24.5,26.75,1,62.68,45.64
"25017331101",2179,678,37.96,5.75,28.88,33.88,26.89,0,0,.28,.72,1.73,2.03,2.74,1.45,1.16,2.17,1.59,2.02,1.45,19.8,19.08,20.23,23.41,116862,0,5.78,698,98.84,1.16,1.43,320115,0,0,0,0,100,1784,100,35.099998,16.3,3.61,75.2,22.1
"25017331102",5951,1928,37.99,9.16,22.26,30.61,19.39,.67,.83,2.11,2.06,2.17,2.58,1.71,2.28,1.85,3.15,4.08,3.67,6.97,20.51,16.01,12.09,17.2,94103,2.6,3.36,1968,91.51,8.49,2.49,313342,2.67,4,4.67,8,73.33,1271,30,26.299999,14.29,3.2,79.7,21.73
"25017331200",4788,1484,38.99,7.75,16.48,20.78,15.54,1.39,1.52,2.44,2.64,2.38,.72,1.32,1.98,2.44,3.96,2.91,3.83,9.11,19.95,18.76,11.56,13.01,92001,3.63,3.3,1511,92.18,7.82,1.79,292488,6.9,9.48,9.48,16.38,47.41,1059,46.55,30.700001,24.31,3.77,66.13,37.87
"25017331300",4733,1461,38.33,4.04,24.38,28.07,24.17,1.15,1.29,1.83,1.97,2.37,2.03,2.1,2.23,1.22,1.7,2.37,3.32,9.21,15.37,19.63,13.07,19.3,102281,2.07,3.66,1490,91.85,8.15,1.95,325997,26.89,21.85,1.68,3.36,38.66,517,23.53,23.700001,18.32,2.85,73.31,29.7
"25017332100",6281,1880,40.44,7.9,26.38,34.45,30.45,.47,.53,.79,.89,.79,.53,1.26,2.32,2.42,1.31,2.1,2.37,7.62,17.72,17.51,14.98,26.45,113210,1.16,3.36,1900,94.57,5.43,1.05,352555,0,1.96,3.92,7.84,78.43,1784,42.16,29.6,20.36,1.33,78.28,25.9
"25017332200",7369,2697,33.33,5.23,28.56,40.18,40.07,1.9,2.16,4.24,3.57,1.23,1.56,1.64,1.6,1.41,3.05,3.35,2.64,7.48,14.14,15.33,10.68,24,99713,4.74,3.94,2791,66.63,33.37,3.37,345960,9.56,7.76,.67,1.12,78.74,1574,29.81,24.700001,18.13,3.11,62.22,48.43
"25017332300",6882,2409,33.06,7.64,24.83,37.99,31.46,1.21,1.17,.76,.67,.59,1.67,2.59,2.84,2.71,2,2.75,3.25,10.05,15.35,17.35,12.97,22.14,103144,2.59,4.88,2464,77.17,22.83,2.23,328493,.36,.73,.73,1.45,96,1492,38.91,26.799999,14.63,1.93,68.71,38.36
"25017332400",2552,816,35.71,6.69,31.77,31.91,28.19,1.38,1.26,1,1.25,2.26,2.01,.63,.88,1.89,1.38,2.01,2.14,8.79,16.08,15.2,13.82,28.27,111874,4.99,2.39,824,89.83,10.17,.97,330453,0,1.2,3.61,6.02,83.13,1702,10.84,20.700001,16.12,2.85,72.46,26.22
"25017333100",7032,2678,32.68,8.11,27.94,35.5,31.17,.97,.97,.9,.94,1.27,2.01,2.09,1.83,2.17,3.52,3.44,2.47,11.51,20.55,14.84,10.99,19.47,95458,2.37,1.76,2802,68.55,31.45,4.21,336691,0,.72,1.56,2.64,95.2,1435,37.05,22.200001,14.94,1.04,68.71,39.46
"25017333200",4959,1879,34.12,9.28,26.53,30.09,20.96,2.34,2.34,2.55,2.93,3.21,2.66,3.42,2.33,2.93,1.58,4.4,5.16,9.62,15.65,12.66,9.24,16.96,83414,3.9,3.97,1955,63.65,36.35,3.89,304787,3.81,5.71,6.44,10.83,71.3,1230,32.65,23.1,17.52,7.38,71.18,34.8
"25017333300",4023,1607,30.8,5.77,22.95,28.23,20.37,.87,1.24,4.28,4.52,4.77,3.47,3.65,4.09,5.51,5.45,4.09,4.58,12.83,17.78,7.99,5.08,9.73,64465,6.06,5.45,1715,48.66,51.34,6.3,286785,4.24,6.3,7.15,11.88,68.36,1191,39.03,24.9,21.95,10.37,60.88,44.24
