tractid90,totalpop,households,hhfam,hhchild,pcthhchild,popu25,popuempl,ind_finance,ind_professional,pctind_finance,pctind_professional,occ_profmanage,pctocc_profmanage,inc_0_5K,inc_5K_10K,inc_50K_55K,inc_55K_60K,inc_60K_75K,inc_75K_100K,inc_100K_125K,inc_125K_150K,inc_150K_more,pctinc_0_5K,pctinc_5K_10K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,publicassist,pctpublicassist,units,unitsocc,own,rent,pctown,pctrent,vacant,pctvacant,medianvalue,unitsrent,rent_0_300,rent_300_600,rent_600_750,rent_750_1000,rent_1000_more,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,medianpctincomerent,unitsmortgage,inc_mortgage_30_more,inc_nomortgage_30_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,popupov,poverty,pctpoverty,popu5,sameres,pctsameres,units_newres,pctunits_newres,college,pctcollege,inc_10K_15K,inc_15K_20K,inc_20K_25K,inc_25K_30K,inc_30K_35K,inc_35K_40K,inc_40K_45K,inc_45K_50K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,incomerent_30_more,pctincomerent_30_more
2.502e+10,2514,1181,1508,489,"19.78",1937,1276,93,481,"7.29","37.7",498,"39.03",32,38,23,19,98,193,84,69,127,"2.8","3.32","2.01","1.66","8.57","16.89","7.35","6.04","11.11",60030,76,"6.65",1272,1194,446,748,"37.35","62.65",78,"6.13",383925,725,94,104,71,118,338,"12.75","14.11","9.63","16.01","45.86",955,26,59,0,0,"0","0",2333,274,"11.74",2395,1432,"59.79",511,"18.1724.62",657,"16.2117.71",85,79,54,55,63,43,48,31,"3.763.67","3.763.15","2.622.1","1.842.97","3.412.1","1.752.01","2.012.19","1.840.87",269,"11.425.1"
2.502e+10,3314,1368,2439,862,"26.01",2470,1973,103,673,"5.22","34.11",733,"37.15",20,22,42,29,134,276,179,114,178,"1.46","1.6","3.06","2.11","9.75","20.09","13.03","8.3","12.95",80954,61,"4.44",1408,1368,587,781,"42.91","57.09",40,"2.84",297301,776,3,21,43,73,636,"0.38","2.69","5.51","9.35","81.43",1453,22,82,12,0,"10.81","0",3312,161,"4.86",3124,1879,"60.15",581,"19.5222.95",947,"21.9816.36",37,38,46,61,50,41,56,53,"1.381.31","1.381.38","1.381.97","2.332.11","1.971.67","1.61.38","1.462.62","2.331.53",165,"2.318.82"
2.502e+10,5184,2417,3421,1116,"21.53",4088,3108,215,1248,"6.92","40.15",1390,"44.72",49,53,116,153,270,432,222,188,340,"2.03","2.19","4.8","6.33","11.17","17.87","9.18","7.78","14.07",73477,127,"5.25",2502,2417,798,1619,"33.02","66.98",85,"3.4",345069,1592,12,51,97,163,1270,"0.74","3.15","5.99","10.07","78.44",1365,25.8,108,42,19,"21.43","9.69",5184,224,"4.32",4949,2949,"59.59",1164,"24.7823.38",1793,"25.0718.79",88,82,61,58,66,77,56,106,"1.861.78","1.861.53","1.241.28","1.321.08","0.951.78","1.91.28","1.241.08","1.452.94",609,"7.2330.39"
2.502e+10,5363,2346,4143,1482,"27.63",3923,2849,200,1025,"7.02","35.98",1095,"38.43",30,40,56,128,392,355,241,194,159,"1.28","1.7","2.38","5.44","16.67","15.1","10.25","8.25","6.76",65910,145,"6.17",2417,2346,982,1364,"41.86","58.14",71,"2.94",326354,1345,54,77,81,136,997,"3.96","5.65","5.94","9.97","73.09",1257,25.7,204,42,41,"9.63","9.4",5363,463,"8.63",5045,3005,"59.56",1040,"21.8222.51",1372,"21.913.08",112,112,91,48,74,88,108,124,"2.422.34","2.422.34","2.341.53","1.060.98","0.942.21","2.421.32","1.43.19","2.932.34",444,"8.1424.41"
2.502e+10,7579,2789,6783,2577,"34",5469,4260,390,1408,"9.15","33.05",1813,"42.56",33,41,31,29,185,396,486,283,721,"1.18","1.47","1.11","1.04","6.63","14.18","17.41","10.14","25.82",103944,73,"2.61",2853,2789,2296,493,"82.32","17.68",64,"2.24",401927,473,46,41,12,20,354,"9.33","8.32","2.43","4.06","71.81",1481,22.9,1191,325,132,"16.56","6.73",7579,170,"2.24",7160,5592,"78.1",673,"4.9119.22",2051,"19.3318.18",104,98,69,56,71,81,65,44,"1.91.83","1.91.61","1.361.11","0.931.07","1.151.4","1.431.47","1.430.9","0.860.72",177,"9.5326.37"
2.502e+10,6948,2795,5766,2142,"30.84",5106,3955,327,1449,"8.27","36.64",1574,"39.8",43,55,72,117,265,465,347,255,437,"1.55","1.98","2.59","4.21","9.55","16.75","12.5","9.19","15.74",78905,159,"5.73",2862,2794,1921,873,"68.75","31.25",68,"2.38",340969,862,136,113,14,24,575,"15.58","12.94","1.6","2.75","65.86",1315,25.5,894,233,132,"14.54","8.23",6945,400,"5.76",6557,4443,"67.76",994,"9.9125.66",1942,"23.8314.2",147,142,103,56,59,73,65,77,"2.72.59","2.72.41","2.161.55","1.190.83","0.681.44","1.591.04","1.041.3","1.331.44",323,"6.1930.81"
2.502e+10,8686,3719,6735,2282,"26.27",6410,5063,433,2064,"8.55","40.77",2655,"52.44",57,60,75,107,388,774,442,357,674,"1.53","1.61","2.01","2.87","10.4","20.74","11.84","9.57","18.06",84883,119,"3.19",3862,3719,2330,1389,"62.65","37.35",143,"3.7",378577,1374,25,50,71,120,1107,"1.8","3.6","5.11","8.64","79.7",1330,26.4,1002,200,87,"11.71","5.09",8562,384,"4.48",8131,4976,"61.2",1586,"1527.64",3157,"26.1523.1",82,86,97,101,106,115,92,121,"1.131.07","1.131.18","1.291.31","1.371.34","1.311.53","1.531.55","1.50.96","1.182.06",584,"6.7735.28"
2.502e+10,7559,3386,5505,1795,"23.75",5854,4194,508,1593,"12.11","37.98",2029,"48.38",47,62,138,135,260,559,387,282,649,"1.38","1.82","4.05","3.96","7.63","16.41","11.36","8.28","19.05",82611,145,"4.26",3517,3386,1816,1570,"53.63","46.37",131,"3.72",427236,1551,166,159,68,114,1044,"10.57","10.13","4.33","7.26","66.5",1349,24.7,712,188,89,"16.21","7.67",7486,255,"3.41",7179,4436,"61.79",1402,"15.0926.31",2695,"22.1623.88",182,169,132,121,53,65,61,104,"2.732.61","2.732.23","1.762.11","2.351.2","0.730.82","0.821.09","1.060.73","12.06",502,"8.0323.95"
2.502e+10,4119,1651,3601,1238,"30.06",3071,1959,215,848,"10.97","43.29",1041,"53.14",15,18,30,37,88,189,151,186,605,"0.93","1.11","1.85","2.29","5.44","11.68","9.33","11.5","37.39",121031,38,"2.35",1715,1651,1192,459,"72.2","27.8",64,"3.73",508869,437,0,0,0,0,437,"0","0","0","0","95.21",1585,31.7,619,116,95,"10.31","8.44",4119,45,"1.09",3938,2966,"75.32",447,"5.2121.87",1595,"24.1627.78",37,35,36,55,40,39,36,20,"1.171.11","1.170.99","0.741.48","1.981.42","1.241.24","1.241.17","1.171.05","0.870.37",229,"6.5443.36"
2.502e+10,3193,1144,2757,1030,"32.26",2216,1822,147,787,"8.07","43.19",1009,"55.38",3,5,14,34,92,188,106,103,477,"0.26","0.44","1.23","2.99","8.08","16.51","9.31","9.04","41.88",125744,19,"1.67",1172,1144,911,233,"79.63","20.37",28,"2.39",583908,225,6,8,8,13,191,"2.58","3.43","3.43","5.58","81.97",1617,23.1,441,92,49,"11.59","6.17",3193,109,"3.41",3002,1938,"64.56",391,"12.7621.42",1319,"26.8132.72",16,18,23,15,11,11,9,13,"0.70.7","0.70.88","1.050.97","0.880.44","0.260.7","0.70.26","0.260.53","0.530.61",73,"5.5825.75"
2.502e+10,2939,1272,2058,667,"22.41",2321,1831,220,735,"12.02","40.14",1000,"54.61",13,14,36,46,131,265,212,154,193,"1.01","1.09","2.8","3.57","10.18","20.59","16.47","11.97","15",92636,50,"3.89",1353,1307,522,785,"39.94","60.06",46,"3.4",473400,764,6,16,25,43,674,"0.76","2.04","3.18","5.48","85.86",1624,23.3,116,47,25,"19.34","10.29",2960,81,"2.74",2823,1403,"49.7",684,"25.127.24",1291,"31.6224",24,26,26,27,39,17,22,41,"0.930.93","0.931.09","1.240.78","0.541.55","1.941.09","0.930.39","0.471.24","1.321.86",206,"7.6418.6"
2.502e+10,2411,906,1975,766,"32.27",1667,1300,121,579,"9.31","44.54",746,"57.38",12,12,10,24,66,138,154,102,280,"1.37","1.37","1.14","2.74","7.53","15.75","17.58","11.64","31.96",113322,20,"2.28",893,871,579,292,"66.48","33.52",22,"2.46",584620,279,0,3,6,11,259,"0","1.03","2.05","3.77","88.7",1784,24.6,217,49,31,"13.21","8.36",2363,63,"2.67",2221,1570,"70.69",271,"13.4317.68",1013,"26.8733.89",12,9,5,10,7,12,3,18,"0.680.68","0.680.34","00.57","0.910.23","00.8","0.910.46","0.340","0.341.71",112,"14.3823.97"
2.502e+10,2209,883,1900,637,"27.78",1707,1265,91,553,"7.19","43.72",707,"55.89",28,25,26,22,103,145,116,93,231,"3.09","2.76","2.87","2.43","11.38","16.02","12.82","10.28","25.52",97444,41,"4.53",906,887,484,403,"54.57","45.43",19,"2.1",492115,395,7,11,12,20,345,"1.74","2.73","2.98","4.96","85.61",1652,24.3,151,51,0,"21.61","0",2291,107,"4.67",2164,1478,"68.3",349,"17.1422.21",999,"32.9225.6",7,9,14,8,7,19,21,32,"0.440.33","0.440.55","0.770.77","0.660.22","00.77","0.881.22","1.221.1","1.332.21",125,"4.9626.05"
2.502e+10,2476,1025,1798,630,"26.34",1727,1350,97,514,"7.19","38.07",665,"49.26",21,22,26,22,90,227,138,64,154,"2.04","2.14","2.53","2.14","8.75","22.08","13.42","6.23","14.98",81343,22,"2.14",1056,1021,439,582,"43","57",35,"3.31",352555,573,4,19,37,62,452,"0.69","3.26","6.36","10.65","77.66",1447,24.1,86,12,22,"9.6","17.6",2392,129,"5.39",2255,1346,"59.69",556,"22.9231.54",739,"23.818.99",31,40,53,28,36,16,24,35,"1.561.46","1.562.33","3.41.75","0.682.04","2.530.97","0.580.97","1.071.26","1.362.04",206,"6.728.69"
2.502e+10,3573,1386,2228,847,"23.71",2700,1685,130,643,"7.72","38.16",806,"47.83",20,27,35,36,124,145,182,81,225,"1.45","1.96","2.53","2.61","8.98","10.5","13.18","5.87","16.29",65715,45,"3.26",1442,1386,539,847,"38.89","61.11",56,"3.88",428128,828,84,77,25,42,600,"9.92","9.09","2.95","4.96","70.84",1367,24.4,134,31,44,"11.27","16",3120,151,"4.84",3396,1888,"55.59",588,"16.5925.83",1290,"28.5619.22",78,71,54,68,59,65,61,50,"2.92.75","2.92.24","1.672.24","2.682.24","2.12.17","2.172.53","2.531.88","1.881.74",283,"4.8428.57"
2.502e+10,3800,1397,3380,1126,"29.63",2700,1951,239,869,"12.25","44.54",1015,"52.02",6,9,10,49,77,145,165,115,562,"0.43","0.65","0.72","3.55","5.58","10.51","11.96","8.33","40.72",121111,27,"1.96",1431,1397,1093,304,"78.24","21.76",34,"2.38",764463,286,20,25,21,36,184,"6.58","8.22","6.91","11.84","60.53",1248,24,459,133,92,"14.21","9.83",3800,198,"5.21",3593,2528,"70.36",342,"10.0214.46",1667,"28.8132.93",31,30,31,45,34,28,28,16,"1.161.09","1.161.01","0.871.38","1.671.59","1.590.87","0.721.3","1.230.8","0.720.43",62,"9.2111.18"
2.502e+10,5071,1821,4310,1559,"30.72",3706,2691,160,1126,"5.95","41.84",1517,"56.37",11,14,41,40,165,206,265,204,616,"0.61","0.77","2.26","2.21","9.1","11.36","14.61","11.25","33.96",114694,27,"1.49",1867,1823,1439,384,"78.94","21.06",44,"2.36",475182,373,3,8,13,22,326,"0.78","2.08","3.39","5.73","84.9",1645,24.8,790,177,89,"13.48","6.78",4848,153,"3.16",4805,3335,"69.41",582,"17.8314.1",2031,"20.6434.16",35,35,33,28,21,20,33,49,"0.990.94","0.990.94","0.940.88","0.880.66","0.610.55","0.550.55","0.611.21","1.211.49",145,"5.2132.55"
2.502e+10,148,64,109,26,"18.31",116,90,12,24,"13.33","26.67",60,"66.67",4,4,0,0,18,0,3,6,39,"5.33","5.33","0","0","24","0","4","8","52",158589,0,"0",61,61,61,0,"100","0",0,"0",588898,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,24,8,6,"15.69","11.76",142,8,"5.63",133,67,"50.38",41,"18.0349.18",77,"25.8640.52",0,0,0,0,0,0,0,0,"00","00","00","00","00","00","00","00",0,"NANA"
2.502e+10,3887,1475,3399,1130,"29.03",2803,1959,193,722,"9.85","36.86",1025,"52.32",15,15,41,73,98,130,156,153,639,"1.03","1.03","2.81","5","6.71","8.9","10.68","10.47","43.74",132675,24,"1.64",1571,1478,1145,333,"77.47","22.53",93,"5.92",493006,317,7,7,3,6,295,"2.14","2.14","0.92","1.83","90.21",1784,24.6,657,224,37,"22.07","3.65",3876,69,"1.78",3694,2241,"60.67",566,"16.4421.85",1661,"26.2233.04",16,17,17,11,11,17,24,27,"0.550.55","0.550.62","0.680.48","0.270.48","0.480.27","0.210.96","0.960.68","0.751.1",142,"13.7629.66"
2.502e+10,4694,1726,4105,1395,"29.72",3373,2482,169,1012,"6.81","40.77",1400,"56.41",10,14,42,39,104,168,143,171,740,"0.58","0.81","2.44","2.27","6.04","9.76","8.31","9.94","43",129982,58,"3.37",1753,1726,1432,294,"82.97","17.03",27,"1.54",556459,277,25,22,5,9,216,"8.5","7.48","1.7","3.06","73.47",1579,29.1,905,230,59,"17.64","4.52",4694,117,"2.49",4444,3126,"70.34",538,"8.5222.65",2111,"24.1338.45",45,43,38,35,26,43,21,40,"1.341.28","1.341.16","0.991.22","1.390.64","0.351.16","1.341.16","1.050.17","0.521.8",127,"5.4437.76"
2.502e+10,4809,1585,4176,1503,"31.25",3395,2434,195,1019,"8.01","41.87",1280,"52.59",13,15,34,36,67,146,148,174,720,"0.82","0.95","2.15","2.27","4.23","9.21","9.34","10.98","45.43",138728,51,"3.22",1625,1585,1334,251,"84.16","15.84",40,"2.46",526515,225,23,21,7,12,162,"9.7","8.86","2.95","5.06","68.35",1702,21.2,822,225,59,"18.37","4.82",4525,165,"3.65",4539,3032,"66.8",485,"9.0921.51",1720,"22.0328.63",31,29,22,31,29,33,37,19,"1.010.95","1.010.82","0.630.76","0.881.07","1.070.76","0.631.45","1.450.88","0.760.44",50,"12.248.86"
2.502e+10,5706,2105,5036,1811,"31.74",3936,3052,230,1208,"7.54","39.58",1739,"56.98",4,12,50,22,151,264,273,252,710,"0.19","0.57","2.37","1.04","7.15","12.49","12.92","11.93","33.6",115481,105,"4.97",2167,2105,1625,480,"77.2","22.8",62,"2.86",463240,446,45,42,14,24,321,"9.91","9.25","3.08","5.29","70.7",1520,26.7,1048,290,59,"19.12","3.89",5671,139,"2.45",5344,3444,"64.45",703,"8.6924.7",2323,"25.1333.89",78,67,19,13,43,45,37,71,"1.891.8","1.891.28","0.660.24","00.62","0.81.23","1.330.8","0.80.95","1.182.18",195,"10.1332.82"
2.502e+10,4655,1737,4178,1345,"28.89",3379,2521,192,1045,"7.62","41.45",1585,"62.87",10,10,29,27,106,130,216,186,820,"0.57","0.57","1.66","1.55","6.07","7.45","12.38","10.66","46.99",141187,32,"1.83",1797,1737,1591,146,"91.59","8.41",60,"3.34",527050,139,0,0,0,0,139,"0","0","0","0","95.21",1784,28,945,215,73,"14.37","4.88",4649,96,"2.06",4419,2843,"64.34",548,"9.522.05",2238,"32.4133.83",8,14,31,25,28,37,46,21,"0.230.23","0.230.57","0.970.8","0.690.74","0.740.86","0.861.26","1.321.32","1.030.17",59,"7.5332.88"
2.502e+10,5629,1917,4178,1447,"25.72",4279,2669,165,1027,"6.18","38.48",1273,"47.7",20,23,53,64,138,205,230,223,672,"1.03","1.19","2.74","3.31","7.14","10.61","11.9","11.54","34.76",116993,90,"4.66",1981,1916,1396,520,"72.86","27.14",65,"3.28",412264,476,41,44,26,43,322,"8.37","8.98","5.31","8.78","65.71",1388,23.6,876,160,35,"13.29","2.91",4828,77,"1.59",5359,3619,"67.53",700,"10.5425.99",1774,"23.2318.23",43,43,37,21,21,29,43,67,"1.141.09","1.141.09","1.090.83","0.670.41","0.310.78","0.830.67","0.721.5","1.551.91",156,"5.126.73"
2.502e+10,14,5,18,11,"61.11",7,7,0,0,"0","0",0,"0",0,0,0,0,0,7,0,0,0,"0","0","0","0","0","100","0","0","0",91586,0,"0",6,6,6,0,"100","0",0,"0",401035,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,"0","0",18,0,"0",18,18,"100",0,"00",7,"0100",0,0,0,0,0,0,0,0,"00","00","00","00","00","00","00","00",0,"NANA"
2.502e+10,7353,2557,6260,2386,"32.45",4900,4004,250,1305,"6.24","32.59",1600,"39.96",32,32,82,88,273,379,352,258,736,"1.23","1.23","3.15","3.38","10.5","14.58","13.54","9.92","28.31",102510,73,"2.81",2615,2557,1793,764,"70.12","29.88",58,"2.22",390519,587,4,13,22,36,512,"0.54","1.74","2.95","4.83","68.72",1472,27.8,1162,290,52,"19.57","3.51",7015,127,"1.81",6887,4159,"60.39",1084,"12.5929.8",2152,"23.920.02",30,38,53,28,30,58,76,55,"0.580.58","0.580.88","1.230.81","0.540.54","0.540.62","0.621.62","1.621.31","1.190.92",231,"10.620.4"
2.502e+10,3151,888,3145,1391,"44.14",1605,760,45,237,"5.92","31.18",264,"34.74",4,3,58,104,127,163,89,63,44,"0.46","0.35","6.74","12.08","14.75","18.93","10.34","7.32","5.11",66472,23,"2.67",893,888,0,888,"0","100",5,"0.56",0,268,2,7,13,22,224,"0.23","0.81","1.5","2.54","25.9",1449,19.4,0,0,0,"NA","NA",3126,13,"0.42",2634,323,"12.26",825,"34.6858.22",647,"26.1114.21",0,2,11,31,35,40,44,42,"00","00.23","0.460.81","1.162.44","2.91.16","0.813.83","3.721.39","1.743.14",75,"4.164.51"
2.502e+10,4515,1744,3981,1312,"29.06",3308,2477,218,1039,"8.8","41.95",1541,"62.21",3,6,36,36,107,198,131,146,903,"0.17","0.34","2.07","2.07","6.14","11.37","7.52","8.38","51.84",152382,17,"0.98",1821,1744,1404,340,"80.5","19.5",77,"4.23",741648,280,0,13,31,51,185,"0","4.32","10.3","16.94","61.46",1239,26.4,776,226,55,"19.43","4.73",4515,74,"1.64",4229,2778,"65.69",520,"8.3121.5",2293,"33.5935.73",26,21,15,29,15,17,27,24,"0.750.75","0.750.46","0.170.69","0.980.69","0.570.29","0.230.75","0.750.8","0.750.63",113,"3.3234.22"
2.502e+10,6461,1974,4267,1397,"21.78",4864,2722,275,937,"10.1","34.42",1436,"52.76",8,9,17,25,112,267,235,212,792,"0.41","0.46","0.86","1.27","5.67","13.52","11.9","10.73","40.1",124797,26,"1.32",2026,1956,1575,381,"80.52","19.48",70,"3.46",528119,351,0,6,15,24,306,"0","1.69","4.23","6.76","86.2",1784,24.9,886,176,15,"13.57","1.16",4961,97,"1.96",6155,3426,"55.66",688,"13.6521.52",2469,"27.2223.54",11,21,47,49,63,55,33,19,"0.30.25","0.30.76","1.271.11","1.061.42","1.521.67","1.671.11","1.060.61","0.560.41",137,"5.9232.68"
2.502e+10,4511,1597,4202,1573,"34.52",3071,2468,143,827,"5.79","33.51",1297,"52.55",13,15,32,44,88,111,190,178,708,"0.81","0.93","1.98","2.73","5.45","6.88","11.77","11.03","43.87",133911,24,"1.49",1693,1615,1219,396,"75.48","24.52",78,"4.61",504057,382,10,16,21,35,301,"2.53","4.04","5.3","8.84","76.01",1520,26.7,846,198,44,"17.34","3.85",4557,128,"2.81",4268,2713,"63.57",561,"11.3923.34",1751,"31.6225.4",31,32,26,35,54,11,9,37,"0.990.93","0.990.99","0.990.62","0.371.8","2.350.99","0.680","0.060.5","0.681.61",181,"7.3238.38"
2.502e+10,6097,2120,4972,1753,"28.88",4291,3010,285,1165,"9.47","38.7",1795,"59.63",28,33,42,43,82,226,203,159,976,"1.33","1.57","2","2.05","3.9","10.76","9.67","7.57","46.48",138709,70,"3.33",2191,2115,1638,477,"77.45","22.55",76,"3.47",619733,444,55,48,11,18,312,"11.68","10.19","2.34","3.82","66.24",1469,25.4,951,234,42,"17.09","3.07",5699,272,"4.77",5666,3225,"56.92",813,"12.4825.96",2621,"3328.08",74,68,34,7,24,41,33,27,"1.811.71","1.811.43","1.10.52","0.190.14","0.141","1.140.81","0.760.81","0.760.52",148,"6.7924.63"
2.502e+10,4333,1457,4079,1515,"34.96",2871,2407,175,935,"7.27","38.85",1541,"64.02",7,8,22,30,32,152,145,148,788,"0.48","0.55","1.52","2.07","2.21","10.48","9.99","10.2","54.31",157781,35,"2.41",1495,1457,1337,120,"91.76","8.24",38,"2.54",656629,110,16,15,7,12,59,"14.55","13.64","6.36","10.91","53.64",1189,26.4,956,323,28,"28.36","2.46",4322,59,"1.37",3985,2581,"64.77",537,"7.2829.58",1906,"28.9437.44",19,19,15,12,14,13,14,13,"0.690.62","0.690.62","0.620.41","0.340.48","0.480.48","0.480.41","0.410.55","0.480.41",29,"026.36"
2.502e+10,7909,2775,7112,2794,"35.33",5159,4538,363,1237,"8","27.26",2482,"54.69",8,11,43,89,260,336,300,292,1118,"0.29","0.4","1.55","3.2","9.35","12.08","10.79","10.5","40.2",124801,53,"1.91",2890,2775,2190,585,"78.92","21.08",115,"3.98",459676,569,8,16,24,39,482,"1.38","2.76","4.14","6.72","83.1",1415,25.4,1573,394,31,"21.17","1.67",7896,143,"1.81",7386,4654,"63.01",1123,"15.624.86",3257,"38.2824.85",33,30,25,43,43,41,58,52,"0.610.58","0.610.47","0.320.58","0.760.79","0.830.72","0.680.79","0.831.26","1.110.76",208,"7.9327.93"
2.502e+10,3804,1680,2841,975,"25.44",2665,2319,192,570,"8.28","24.58",1155,"49.81",22,22,70,50,232,241,198,144,367,"1.31","1.31","4.18","2.99","13.86","14.4","11.83","8.6","21.92",88768,30,"1.79",1787,1685,738,947,"43.8","56.2",102,"5.71",394797,928,13,22,28,47,817,"1.38","2.33","2.97","4.98","86.64",1285,24.9,432,120,16,"23.21","3.09",3719,171,"4.6",3565,1226,"34.39",1194,"31.8738.99",1482,"32.822.81",25,21,11,32,32,39,75,92,"0.780.72","0.780.48","0.120.54","0.841.08","1.190.72","0.661.67","1.792.69","2.692.81",326,"11.4523.12"
2.502e+10,2824,1010,2563,974,"34.49",1885,1525,103,482,"6.75","31.61",831,"54.49",8,12,23,20,75,88,120,116,405,"0.78","1.17","2.24","1.94","7.29","8.55","11.66","11.27","39.36",124495,31,"3.01",1040,1010,797,213,"78.91","21.09",30,"2.88",415829,213,34,30,8,14,126,"15.96","14.08","3.76","6.57","59.15",1155,26.5,593,144,9,"19.83","1.24",2815,83,"2.95",2631,1602,"60.89",443,"12.7731.09",1135,"30.9329.28",41,38,18,9,20,14,15,8,"2.041.94","2.041.65","1.260.49","00.87","1.170.78","0.680.68","0.680.78","0.580.19",91,"20.6622.07"
2.502e+10,3342,1137,3062,1238,"37.04",2175,1849,91,597,"4.92","32.29",1021,"55.22",0,2,32,31,50,111,132,160,423,"0","0.18","2.92","2.83","4.56","10.12","12.03","14.59","38.56",127563,15,"1.37",1181,1137,936,201,"82.32","17.68",44,"3.73",416899,185,0,5,12,20,148,"0","2.56","6.15","10.26","75.9",1273,25.1,692,174,12,"21.51","1.48",3337,6,"0.18",3082,1988,"64.5",416,"11.1725.42",1184,"29.0625.38",14,12,7,18,21,24,27,33,"0.640.64","0.640.46","0.180.46","0.641","1.090.82","0.731.46","1.461","1.191.82",65,"7.1826.15"
