tractid90,totalpop,households,hhfam,hhchild,pcthhchild,popu25,popuempl,ind_finance,ind_professional,pctind_finance,pctind_professional,occ_profmanage,pctocc_profmanage,inc_0_5K,inc_5K_10K,inc_50K_55K,inc_55K_60K,inc_60K_75K,inc_75K_100K,inc_100K_125K,inc_125K_150K,inc_150K_more,pctinc_0_5K,pctinc_5K_10K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,publicassist,pctpublicassist,units,unitsocc,own,rent,pctown,pctrent,vacant,pctvacant,medianvalue,unitsrent,rent_0_300,rent_300_600,rent_600_750,rent_750_1000,rent_1000_more,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,medianpctincomerent,unitsmortgage,inc_mortgage_30_more,inc_nomortgage_30_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,popupov,poverty,pctpoverty,popu5,sameres,pctsameres,units_newres,pctunits_newres,college,pctcollege,inc_10K_15K,inc_15K_20K,inc_20K_25K,inc_25K_30K,inc_30K_35K,inc_35K_40K,inc_40K_45K,inc_45K_50K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,incomerent_30_more,pctincomerent_30_more
2.502e+10,8539,3097,7544,2615,"30.62",6131,4460,694,1619,"15.56","36.3",2407,"53.97",21,23,55,50,154,341,334,345,1396,"0.68","0.74","1.77","1.61","4.96","10.98","10.76","11.11","44.96",137142,36,"1.16",3200,3097,2651,446,"85.6","14.4",103,"3.22",531149,431,12,14,10,17,377,"2.69","3.14","2.24","3.81","84.53",1784,24.2,1757,498,82,"20.44","3.37",8274,154,"1.86",7949,5184,"65.22",1199,"12.7225.99",3873,"34.2228.95",45,51,57,47,54,31,36,66,"0.740.71","0.740.9","1.10.74","0.521","1.190.55","0.390.61","0.610.55","0.711.42",164,"6.2830.49"
2.502e+10,6087,1673,3300,1181,"19.4",2891,3011,280,1651,"9.3","54.83",1375,"45.67",16,19,34,19,64,136,135,131,782,"0.94","1.12","2.01","1.12","3.78","8.03","7.97","7.73","46.16",137381,57,"3.36",1764,1673,1078,595,"64.44","35.56",91,"5.16",695306,529,88,82,28,47,284,"15.3","14.26","4.87","8.17","49.39",1080,25.5,603,161,7,"19.35","0.84",4011,126,"3.14",5860,2557,"43.63",589,"12.0723.13",2079,"32.6539.26",47,43,38,57,61,49,20,42,"1.421.36","1.421.12","0.891.36","1.711.65","1.651.95","2.010.89","0.830.35","0.651.83",176,"9.7420.87"
2.502e+10,4915,1643,4604,1669,"33.96",3330,2454,409,878,"16.67","35.78",1440,"58.68",10,9,31,19,53,141,155,166,929,"0.62","0.55","1.91","1.17","3.26","8.68","9.54","10.22","57.17",171667,27,"1.66",1696,1643,1508,135,"91.78","8.22",53,"3.12",725250,78,0,2,4,6,67,"0","2.13","4.26","6.38","71.28",1784,17.6,953,249,26,"19.24","2.01",4908,100,"2.04",4582,3075,"67.11",539,"9.823.01",2142,"33.5730.75",4,4,10,14,8,17,27,29,"0.120.12","0.120.12","0.180.43","0.620.25","0.120.37","0.370.68","0.740.92","0.920.86",13,"013.83"
2.502e+10,4881,1558,4309,1781,"35.94",3264,2628,252,810,"9.59","30.82",1143,"43.49",11,12,61,46,88,149,219,181,587,"0.69","0.76","3.84","2.9","5.54","9.38","13.79","11.4","36.96",120131,7,"0.44",1608,1565,1206,359,"77.06","22.94",43,"2.67",408343,340,12,23,33,55,217,"3.34","6.41","9.19","15.32","60.45",1185,27.6,931,222,7,"19.73","0.62",4715,98,"2.08",4470,2765,"61.86",678,"14.4428.88",1539,"31.0416.12",22,22,18,14,24,40,46,48,"0.690.69","0.690.69","0.690.44","0.250.63","0.760.76","0.761.76","1.761.13","1.261.76",148,"9.4731.75"
2.502e+10,5650,1870,5210,2168,"38.88",3605,3000,365,832,"12.17","27.73",1339,"44.63",16,17,52,40,151,188,234,201,767,"0.86","0.92","2.81","2.16","8.16","10.16","12.64","10.86","41.44",128395,43,"2.32",1893,1863,1626,237,"87.28","12.72",30,"1.58",453081,225,34,30,8,13,140,"14.35","12.66","3.38","5.49","59.07",1153,24,1193,245,23,"17.17","1.61",5576,74,"1.33",5199,3834,"73.74",599,"9.3422.81",1832,"29.6521.17",25,25,17,7,17,27,32,33,"0.70.65","0.70.65","0.650.27","00.38","0.540.38","0.321.13","1.080.65","0.71.08",78,"12.6620.25"
2.502e+10,7613,2749,6773,2581,"33.9",5056,4301,349,1077,"8.11","25.04",1548,"35.99",16,20,73,103,277,528,413,345,517,"0.58","0.72","2.64","3.72","10.01","19.08","14.93","12.47","18.68",94103,97,"3.51",2832,2749,2008,741,"73.04","26.96",83,"2.93",318511,706,37,41,29,48,550,"5.04","5.59","3.95","6.54","74.93",1392,23.9,1483,446,40,"25.54","2.29",7576,179,"2.36",6938,4295,"61.91",1253,"11.7533.83",1735,"24.79.61",49,47,44,64,61,45,66,97,"0.90.87","0.90.8","0.690.9","1.051.26","1.370.83","0.690.94","0.981.41","1.521.99",184,"7.4917.57"
2.502e+10,5934,1850,5489,2395,"40.36",3737,3063,256,724,"8.36","23.64",1287,"42.02",17,20,39,27,120,258,355,279,464,"0.93","1.09","2.12","1.47","6.54","14.05","19.34","15.2","25.27",112062,48,"2.61",1891,1850,1610,240,"87.03","12.97",41,"2.17",328136,227,58,48,5,9,106,"24.17","20","2.08","3.75","44.17",898,24.8,1207,381,31,"26.33","2.14",5816,119,"2.05",5380,3550,"65.99",673,"9.0327.35",1453,"23.6815.2",39,36,25,31,36,40,25,23,"1.091.03","1.090.87","0.650.71","0.760.93","1.030.93","0.871.31","1.20.16","0.330.93",90,"2.9234.58"
2.502e+10,3997,1417,3597,1437,"35.95",2576,2149,197,624,"9.17","29.04",763,"35.5",16,20,29,26,123,284,208,163,218,"1.14","1.42","2.06","1.85","8.75","20.2","14.79","11.59","15.5",89628,66,"4.69",1499,1417,999,418,"70.5","29.5",82,"5.47",290884,410,62,64,36,61,188,"14.83","15.31","8.61","14.59","44.98",927,23.7,629,164,51,"19.66","6.12",3960,178,"4.49",3696,2452,"66.34",611,"1231.12",751,"20.738.42",49,50,46,33,21,30,42,49,"1.781.71","1.781.78","1.781.49","1.351","0.920.57","0.431.71","1.711.28","1.422.06",79,"5.2613.64"
2.502e+10,9259,2447,7201,3054,"32.99",6069,3948,476,1131,"12.06","28.65",1583,"40.1",17,18,60,88,165,262,307,283,877,"0.71","0.75","2.49","3.65","6.84","10.87","12.73","11.74","36.37",119522,74,"3.07",2492,2443,2185,258,"89.44","10.56",49,"1.97",401035,230,38,35,14,24,119,"14.73","13.57","5.43","9.3","46.12",971,20.5,1678,496,54,"24.54","2.67",7646,102,"1.33",8477,4659,"54.96",1101,"10.7734.3",1903,"19.9211.44",25,30,53,59,51,56,32,27,"0.540.5","0.540.71","0.951.24","1.451","0.831.29","1.370.95","0.870.46","0.50.62",57,"3.8818.22"
2.502e+10,5459,1949,4615,1724,"32.43",3631,2947,210,831,"7.13","28.2",1117,"37.9",24,29,61,49,164,378,230,183,364,"1.25","1.52","3.19","2.56","8.57","19.76","12.02","9.57","19.03",88706,57,"2.98",2007,1926,1429,497,"74.2","25.8",81,"4.04",310312,482,29,49,62,104,238,"5.84","9.86","12.47","20.93","47.89",1005,22.9,838,209,20,"18.37","1.76",5182,182,"3.51",4929,3153,"63.97",800,"14.3327.21",1082,"20.858.95",63,59,39,45,59,66,60,40,"1.671.62","1.671.41","1.150.89","0.681.67","2.041.05","0.842.61","2.510.63","0.781.31",148,"13.0816.7"
2.502e+10,272,134,78,15,"5.47",264,30,6,18,"20","60",18,"60",9,12,0,5,1,5,2,3,5,"7.38","9.84","0","4.1","0.82","4.1","1.64","2.46","4.1",13232,17,"13.93",147,147,13,134,"8.84","91.16",0,"0",289637,134,53,46,11,18,5,"39.55","34.33","8.21","13.43","3.73",326,23.5,0,0,0,"0","0",171,23,"13.45",264,223,"84.47",40,"10.217.01",22,"6.062.27",37,30,4,0,2,5,2,0,"15.5714.75","15.579.02","2.460.82","00","01.64","1.642.46","1.640","00",41,"4.4826.12"
2.502e+10,3318,1030,3254,1420,"42.05",2020,1810,128,527,"7.07","29.12",552,"30.5",0,3,19,21,93,231,146,116,201,"0","0.3","1.89","2.09","9.24","22.96","14.51","11.53","19.98",92694,22,"2.19",1052,1021,910,111,"89.13","10.87",31,"2.95",294627,94,8,10,8,13,55,"7.21","9.01","7.21","11.71","49.55",1102,22.7,644,160,20,"19.16","2.4",3377,95,"2.81",3092,2481,"80.24",249,"4.3120.08",489,"16.587.62",24,23,19,20,31,20,19,17,"1.191.19","1.191.09","1.090.8","0.61.39","1.691.39","1.290.7","0.71.19","1.090.6",26,"19.823.6"
2.502e+10,5588,2149,4834,1725,"30.42",3792,3202,320,700,"9.99","21.86",1121,"35.01",21,22,82,95,260,330,328,230,304,"0.96","1","3.74","4.33","11.86","15.05","14.96","10.49","13.87",80060,76,"3.47",2271,2168,1119,1049,"51.61","48.39",103,"4.54",308530,1034,4,23,46,77,885,"0.38","2.21","4.43","7.41","85.18",1242,26,783,208,0,"21.67","0",5646,347,"6.15",5315,3273,"61.58",1043,"19.3728.74",1040,"20.66.83",35,44,66,54,73,92,74,82,"0.820.78","0.821.19","1.691.32","1.091.37","1.461.87","1.922.28","2.191.19","1.412.33",451,"12.930.51"
2.502e+10,7641,2413,6107,2359,"31.68",5117,3703,262,1117,"7.08","30.16",1364,"36.83",31,33,44,62,207,479,312,274,503,"1.3","1.39","1.85","2.61","8.7","20.13","13.11","11.51","21.13",94038,70,"2.94",2547,2418,2039,379,"84.33","15.67",129,"5.06",326354,349,28,34,28,47,213,"7.39","8.97","7.39","12.4","56.2",1153,23.6,1215,370,90,"20.88","5.08",6696,168,"2.51",6935,4635,"66.83",802,"8.4424.73",1436,"18.669.4",49,52,57,63,68,49,63,33,"1.051.01","1.051.13","1.261.13","1.051.6","1.761.09","0.921.13","1.181.47","1.180.21",117,"9.521.37"
2.502e+10,5408,1986,4917,1926,"34.45",3835,3159,241,733,"7.63","23.2",1054,"33.36",14,19,49,79,238,292,315,242,329,"0.72","0.98","2.53","4.08","12.3","15.09","16.28","12.51","17",94274,80,"4.13",2073,2003,1536,467,"76.68","23.32",70,"3.38",315659,438,6,15,25,41,351,"1.28","3.21","5.35","8.78","75.16",1353,23.2,823,304,61,"21.53","4.32",5582,72,"1.29",5162,3426,"66.37",753,"12.7824.81",1242,"22.2710.12",53,45,29,60,48,30,40,51,"1.41.34","1.40.93","0.471.03","1.41.71","1.810.67","0.411.14","1.140.93","1.091.55",136,"8.5720.56"
2.502e+10,7174,2382,6734,2805,"39.02",4612,3922,432,1032,"11.01","26.31",1396,"35.59",22,24,19,69,212,409,248,231,711,"0.94","1.03","0.81","2.95","9.06","17.49","10.6","9.88","30.4",101098,98,"4.19",2410,2364,1976,388,"83.59","16.41",46,"1.91",379825,359,34,40,31,53,202,"8.95","10.53","8.16","13.95","53.16",1189,23.2,1433,415,53,"23.29","2.97",7154,254,"3.55",6697,4539,"67.78",951,"14.7225.51",1627,"23.511.77",39,49,65,40,68,44,43,48,"0.860.81","0.861.24","1.80.98","0.471.24","1.581.33","1.240.64","0.681.15","1.110.94",123,"1.8430.53"
2.502e+10,5617,1992,5120,2103,"37.69",3717,2871,337,969,"11.74","33.75",1391,"48.45",29,32,27,48,103,253,279,172,599,"1.53","1.69","1.42","2.53","5.43","13.34","14.71","9.07","31.58",107076,63,"3.32",2042,2006,1733,273,"86.39","13.61",36,"1.76",406383,266,61,59,27,45,73,"22.34","21.61","9.89","16.48","26.74",624,28.1,1113,284,72,"17.53","4.44",5483,151,"2.75",5216,4116,"78.91",480,"5.4318.49",1714,"27.4418.67",59,60,44,20,27,45,59,41,"1.581.53","1.581.58","1.580.74","0.210.84","1.050.37","0.212.16","2.160.95","11.16",96,"8.4226.74"
2.502e+10,2427,926,2179,702,"28.48",1881,1196,119,431,"9.95","36.04",650,"54.35",15,17,29,38,127,87,72,97,382,"1.47","1.67","2.85","3.73","12.48","8.55","7.07","9.53","37.52",116116,13,"1.28",945,912,716,196,"78.51","21.49",33,"3.49",528654,171,14,22,25,43,67,"7.91","12.43","14.12","24.29","37.85",973,27.4,383,143,28,"23.21","4.55",2465,85,"3.45",2314,1633,"70.57",302,"13.3819.74",1009,"32.5421.11",32,26,8,18,29,15,10,17,"1.571.57","1.570.98","0.390.39","0.391.38","1.870.98","0.790.69","0.690.29","0.491.18",73,"10.7330.51"
2.502e+10,4513,1526,4187,1640,"36.34",3079,2373,313,692,"13.19","29.16",1059,"44.63",8,9,31,54,69,213,201,174,503,"0.53","0.59","2.04","3.55","4.54","14.02","13.23","11.45","33.11",113689,32,"2.11",1564,1526,1399,127,"91.68","8.32",38,"2.43",421533,127,0,5,12,21,89,"0","3.94","9.45","16.54","70.08",1258,26.4,861,257,61,"19.91","4.73",4513,48,"1.06",4248,3270,"76.98",342,"6.2916.12",1281,"24.8516.76",16,14,19,47,37,34,46,40,"0.530.53","0.530.39","0.260.99","1.511.58","1.580.86","0.721.51","1.511.51","1.451.18",39,"030.71"
2.502e+10,5852,2206,5243,1919,"32.79",4185,3067,295,739,"9.62","24.1",794,"25.89",43,48,84,63,285,353,323,179,282,"1.95","2.18","3.82","2.86","12.95","16.05","14.68","8.14","12.82",79350,107,"4.86",2250,2206,1575,631,"71.4","28.6",44,"1.96",301222,615,73,69,28,47,399,"11.57","10.94","4.44","7.45","63.23",1344,23.9,863,182,69,"12.5","4.74",5852,138,"2.36",5532,3961,"71.6",731,"11.0622.08",810,"14.724.64",86,83,65,51,53,47,57,95,"21.91","21.77","1.641.32","1.141.18","1.181.23","1.180.95","11.59","1.772.55",137,"1.7419.97"
2.502e+10,6299,2402,4956,1861,"29.54",4573,3013,230,780,"7.63","25.89",858,"28.48",25,35,142,103,328,361,253,180,213,"1.05","1.46","5.94","4.31","13.72","15.1","10.59","7.53","8.91",67535,212,"8.87",2525,2402,1435,967,"59.74","40.26",123,"4.87",297657,943,130,136,78,131,468,"13.44","14.06","8.07","13.55","48.4",1014,26.9,628,179,23,"17.76","2.28",5948,362,"6.09",5947,4056,"68.2",924,"14.3224.15",959,"17.123.85",113,107,75,78,96,88,98,98,"2.432.3","2.432.05","1.721.42","1.262.01","2.341.67","1.512.18","2.181.92","1.972.13",357,"15.121.82"
2.502e+10,5266,1835,4567,1804,"34.26",3515,3046,358,856,"11.75","28.1",1064,"34.93",12,15,55,41,135,305,235,197,429,"0.66","0.82","3.01","2.25","7.4","16.71","12.88","10.79","23.51",95140,51,"2.79",1878,1835,1274,561,"69.43","30.57",43,"2.29",347920,561,43,38,12,20,448,"7.66","6.77","2.14","3.57","79.86",1515,23,819,158,41,"13.78","3.57",5236,83,"1.59",4943,3349,"67.75",653,"12.5323.05",1246,"23.8411.61",35,33,28,39,37,64,92,74,"0.990.93","0.990.82","0.60.93","1.11.04","1.040.99","0.932.58","2.582.47","2.31.75",176,"11.2320.14"
2.502e+10,7414,3026,5862,2019,"27.23",5269,4275,524,1363,"12.26","31.88",1811,"42.36",39,46,77,77,313,576,493,288,456,"1.26","1.49","2.49","2.49","10.13","18.65","15.96","9.32","14.76",87857,150,"4.86",3290,3026,1296,1730,"42.83","57.17",264,"8.02",333127,1705,26,61,93,157,1368,"1.51","3.55","5.41","9.13","79.58",1331,23.4,690,210,31,"20.21","2.98",7195,360,"5",7021,3661,"52.14",1714,"22.0134.63",1836,"2311.84",102,92,62,71,82,96,94,126,"1.681.62","1.681.29","0.941.07","1.21.1","1.041.62","1.681.42","1.421.62","1.752.33",538,"5.9325.36"
2.502e+10,3869,1549,3219,1158,"29.93",2672,2170,160,493,"7.37","22.72",577,"26.59",26,27,67,81,154,284,207,140,143,"1.69","1.75","4.35","5.26","9.99","18.43","13.43","9.09","9.28",75309,77,"5",1641,1549,696,853,"44.93","55.07",92,"5.61",322254,827,18,36,51,86,636,"2.11","4.22","5.98","10.08","74.56",1323,26,342,120,27,"21.94","4.94",3864,183,"4.74",3619,2145,"59.27",722,"18.4628.15",608,"16.436.32",35,36,34,39,66,57,72,71,"1.171.1","1.171.17","1.30.91","0.651.88","2.341.95","1.881.82","1.882.79","2.62.01",308,"6.5729.54"
2.502e+10,4096,1337,3844,1479,"35.63",2764,2341,197,859,"8.42","36.69",1121,"47.89",11,13,20,16,105,200,219,191,443,"0.78","0.93","1.42","1.14","7.47","14.23","15.59","13.59","31.53",115988,25,"1.78",1355,1341,1250,91,"93.21","6.79",14,"1.03",335800,77,4,4,2,3,65,"4.76","4.76","2.38","3.57","77.38",1784,22.6,951,245,38,"20.78","3.22",4091,68,"1.66",3862,2516,"65.15",488,"11.1925.21",1346,"26.2722.43",23,22,26,35,23,22,14,23,"0.850.78","0.850.71","0.641.21","1.640.85","0.571.07","1.140.43","0.430.57","0.641",20,"023.81"
2.502e+10,6663,2086,6348,2501,"38.26",4089,3438,407,1084,"11.84","31.53",1705,"49.59",27,26,24,33,126,177,280,301,897,"1.3","1.25","1.16","1.59","6.08","8.54","13.51","14.52","43.27",135517,48,"2.32",2097,2069,2003,66,"96.81","3.19",28,"1.34",443812,37,0,1,3,5,28,"0","1.85","5.56","9.26","51.85",1310,31.7,1624,471,24,"25.7","1.31",6536,345,"5.28",5935,3833,"64.58",804,"6.5232.33",2353,"33.2824.26",19,19,14,20,41,36,17,17,"0.480.43","0.480.43","0.390.29","0.240.72","0.921.06","1.060.68","0.630.19","0.240.58",22,"18.5222.22"
2.502e+10,4758,1821,4316,1566,"32.42",3335,2579,242,879,"9.38","34.08",1168,"45.29",27,35,46,46,150,249,216,199,388,"1.45","1.87","2.46","2.46","8.03","13.34","11.57","10.66","20.78",85715,51,"2.73",1899,1834,1348,486,"73.5","26.5",65,"3.42",354694,456,104,89,18,30,215,"21.4","18.31","3.7","6.17","44.24",991,24.7,870,191,44,"17.11","3.94",4830,192,"3.98",4509,2950,"65.42",702,"10.5227.75",1516,"25.5819.88",99,93,63,43,48,38,54,71,"2.682.62","2.682.3","1.981.39","1.071.23","1.291.29","1.290.75","0.82.09","1.981.82",178,"10.9125.72"
2.502e+10,4196,1411,3619,1427,"34.01",2874,2199,158,546,"7.19","24.83",800,"36.38",0,0,38,47,149,194,193,145,423,"0","0","2.7","3.34","10.57","13.77","13.7","10.29","30.02",106262,52,"3.69",1456,1411,1155,256,"81.86","18.14",45,"3.09",352020,232,11,15,15,24,168,"4.58","6.25","6.25","10","70",1269,22.4,680,171,56,"17.24","5.65",4012,8,"0.2",3957,2894,"73.14",428,"11.9818.36",833,"18.7210.26",4,21,59,19,19,36,39,24,"0.140.14","0.141.35","2.71.49","0.710.64","0.570.78","0.851.7","1.71.06","0.990.71",60,"3.7521.25"
2.502e+10,6948,2746,5834,2229,"32.08",4752,3878,328,1000,"8.46","25.79",1358,"35.02",40,50,102,81,329,405,406,307,381,"1.46","1.83","3.73","2.96","12.04","14.82","14.86","11.24","13.95",81375,99,"3.62",2831,2746,1694,1052,"61.69","38.31",85,"3",330810,1022,153,136,37,62,633,"14.68","13.05","3.55","5.95","60.75",1187,24.3,958,185,24,"14.31","1.86",6948,279,"4.02",6509,4249,"65.28",1131,"15.3725.82",1337,"19.099.05",132,118,62,53,65,68,60,75,"2.452.38","2.451.87","1.241.02","0.881.06","1.131.24","1.241.24","1.240.95","1.11.65",302,"5.1823.8"
2.502e+10,3911,1310,3413,1307,"33.43",2491,2029,216,567,"10.65","27.94",742,"36.57",11,14,25,32,73,151,160,170,395,"0.87","1.11","1.97","2.53","5.77","11.93","12.64","13.43","31.2",115836,67,"5.29",1404,1350,1097,253,"81.26","18.74",54,"3.85",370913,242,43,38,10,16,136,"17","15.02","3.95","6.32","53.75",1264,25.4,715,98,19,"10.3","2",3779,104,"2.75",3687,2580,"69.98",477,"9.4125.93",890,"21.1214.61",37,34,30,38,33,28,12,23,"1.51.42","1.51.18","0.951.42","1.741.26","1.111.5","1.580.63","0.550.39","0.551.26",111,"1726.88"
2.502e+10,3475,1138,3241,1254,"36.08",2415,1894,205,473,"10.82","24.97",825,"43.56",14,14,30,25,50,167,151,144,450,"1.19","1.19","2.54","2.12","4.24","14.16","12.81","12.21","38.17",123952,25,"2.12",1098,1098,1002,96,"91.26","8.74",0,"0",422424,68,0,2,6,9,51,"0","2.35","7.06","10.59","60",1317,17,659,118,58,"12.16","5.98",3476,44,"1.27",3288,2459,"74.79",296,"3.8323.13",1036,"28.5714.33",18,14,11,26,16,13,13,22,"0.760.76","0.760.42","00.93","1.530.68","0.341.02","1.10","0.081.02","1.020.85",17,"4.7115.29"
2.502e+10,8141,2607,6822,2829,"34.75",5319,3934,440,1481,"11.18","37.65",1751,"44.51",28,34,43,36,157,315,267,248,949,"1.1","1.33","1.69","1.41","6.16","12.36","10.47","9.73","37.23",116537,107,"4.2",2687,2607,2191,416,"84.04","15.96",80,"2.98",463419,308,53,47,12,21,176,"13.22","11.72","2.99","5.24","43.89",1153,29.1,1283,401,72,"20.35","3.65",7425,250,"3.37",7650,5446,"71.19",625,"4.0719.91",2363,"25.6118.82",82,76,59,59,23,49,77,46,"1.651.57","1.651.33","1.021.29","1.490.82","0.550.35","0.311.61","1.611.41","1.220.59",139,"3.7430.92"
2.502e+10,6568,2314,5947,2437,"37.1",4410,3276,304,1304,"9.28","39.8",1640,"50.06",21,24,24,38,245,425,331,301,469,"0.91","1.04","1.04","1.65","10.61","18.41","14.34","13.04","20.31",96245,89,"3.85",2393,2314,1873,441,"80.94","19.06",79,"3.3",340078,400,8,13,16,26,337,"1.81","2.95","3.63","5.9","76.42",1515,21.2,990,352,120,"22.87","7.8",6568,109,"1.66",6091,3786,"62.16",859,"15.9921.13",1887,"22.1520.63",45,50,56,54,66,47,53,59,"10.95","11.17","1.341.08","0.911.43","1.651.21","1.080.95","11.3","1.261.3",107,"2.9521.32"
2.502e+10,4711,1716,4157,1624,"34.47",3261,2321,358,925,"15.42","39.85",1198,"51.62",26,31,35,48,105,301,166,133,480,"1.52","1.81","2.04","2.8","6.13","17.57","9.69","7.76","28.02",92159,58,"3.39",1769,1716,1240,476,"72.26","27.74",53,"3",422067,465,25,39,45,75,282,"5.25","8.19","9.45","15.76","59.24",1301,29.2,674,206,37,"19.31","3.47",4697,189,"4.02",4363,2884,"66.1",614,"15.5620.22",1447,"26.0718.31",65,65,60,49,35,44,38,33,"1.931.87","1.931.87","1.811.69","1.631.23","1.110.93","0.881.69","1.630.58","0.71.23",222,"15.9730.67"
2.502e+10,6305,2112,5749,2400,"38.07",4286,3243,456,1007,"14.06","31.05",1441,"44.43",17,17,53,92,201,333,294,197,489,"0.82","0.82","2.56","4.45","9.72","16.1","14.22","9.53","23.65",96425,91,"4.4",2154,2112,1915,197,"90.67","9.33",42,"1.95",382499,177,0,6,14,23,134,"0","3.16","7.37","12.11","70.53",1531,28.6,986,252,120,"14.81","7.05",6267,210,"3.35",5924,4570,"77.14",436,"4.3616.29",1755,"26.4314.51",16,25,56,48,34,60,66,69,"0.390.39","0.390.82","1.351.35","1.40.92","0.730.92","0.921.98","1.981.21","1.351.98",82,"15.2627.89"
2.502e+10,4794,1854,4000,1520,"31.71",3396,2819,454,702,"16.11","24.9",931,"33.03",16,19,53,101,260,356,172,148,339,"0.86","1.03","2.86","5.45","14.04","19.22","9.29","7.99","18.3",82833,81,"4.37",1917,1854,1189,665,"64.13","35.87",63,"3.29",300331,642,3,22,46,78,493,"0.45","3.31","6.92","11.73","74.14",1217,24.2,621,187,40,"20.62","4.41",4794,159,"3.32",4501,3469,"77.07",629,"11.1122.82",1197,"23.6211.63",37,33,31,61,52,63,57,55,"1.030.97","1.030.76","0.491.19","1.671.62","1.621.19","1.082.32","2.270.81","1.031.94",218,"8.8723.91"
2.502e+10,7422,2998,6053,2206,"29.72",5258,4244,812,959,"19.13","22.6",1161,"27.36",31,39,114,130,397,469,347,252,396,"1.03","1.3","3.8","4.33","13.23","15.63","11.56","8.4","13.2",73834,145,"4.83",3142,2998,1729,1269,"57.67","42.33",144,"4.58",283042,1246,11,45,85,143,962,"0.87","3.55","6.7","11.27","75.81",1258,25.1,758,176,80,"13.15","5.98",7406,331,"4.47",7030,4581,"65.16",1342,"20.2824.48",1229,"16.796.58",104,96,69,92,88,101,137,140,"1.771.7","1.771.43","1.11.2","1.271.8","20.93","0.72.67","2.71.87","22.67",446,"12.0623.09"
2.502e+10,1886,947,1233,317,"17.04",1392,1211,248,292,"20.48","24.11",658,"54.34",26,24,20,72,118,132,93,55,254,"2.67","2.47","2.06","7.41","12.14","13.58","9.57","5.66","26.13",81140,19,"1.95",1241,1009,515,494,"51.04","48.96",232,"18.69",292667,447,4,13,23,38,370,"0.81","2.63","4.66","7.69","74.9",1556,24.8,172,76,7,"31.28","2.88",1860,90,"4.84",1685,254,"15.07",862,"40.3445.09",648,"28.5218.03",8,9,13,14,38,42,27,28,"0.410.41","0.410.51","0.820.51","0.311.13","1.442.47","2.571.75","1.651.13","1.231.65",157,"9.7222.06"
2.502e+10,2796,1071,2515,973,"34.48",2007,1548,207,427,"13.37","27.58",500,"32.3",21,23,26,17,121,140,136,98,231,"2.01","2.2","2.49","1.63","11.59","13.41","13.03","9.39","22.13",90682,27,"2.59",1039,1009,841,168,"83.35","16.65",30,"2.89",321898,163,0,3,7,12,140,"0","1.79","4.17","7.14","83.33",1205,32.7,445,61,107,"7.63","13.39",2822,89,"3.15",2720,1933,"71.07",230,"8.7214.07",428,"13.457.87",39,39,33,22,14,13,30,41,"1.921.82","1.921.82","1.721.44","1.250.86","0.670.67","0.670.57","0.672.2","2.111.82",95,"17.2639.29"
2.502e+10,5079,1922,4248,1723,"33.92",3473,2853,353,749,"12.37","26.25",874,"30.63",26,29,102,121,154,304,223,122,269,"1.36","1.52","5.35","6.35","8.08","15.94","11.69","6.4","14.11",69880,113,"5.93",1968,1922,1118,804,"58.17","41.83",46,"2.34",275734,779,8,24,40,68,639,"1","3","5.01","8.51","79.97",1290,30.7,436,66,55,"7.95","6.63",5057,273,"5.4",4800,3129,"65.19",750,"14.6724.35",806,"16.96.31",51,49,41,57,91,91,70,104,"1.361.31","1.361.21","1.11.05","1.051.94","2.312.46","2.462.31","2.21.47","1.893.57",405,"14.5236.17"
2.502e+10,4348,1779,3284,1124,"25.85",2987,2556,427,642,"16.71","25.12",722,"28.25",57,56,82,123,289,300,165,110,160,"3.22","3.16","4.63","6.94","16.31","16.93","9.31","6.21","9.03",66528,146,"8.24",1877,1779,576,1203,"32.38","67.62",98,"5.22",281972,1185,24,57,90,151,864,"2","4.74","7.48","12.55","71.82",1260,24.7,189,85,24,"26.98","7.62",4342,381,"8.77",4061,1922,"47.33",1044,"24.1134.57",698,"14.768.6",55,61,59,25,50,66,49,65,"1.581.52","1.581.86","2.21.13","0.450.96","1.191.64","1.692.03","1.980.79","1.132.54",437,"7.7328.6"
2.502e+10,10126,4076,7226,2535,"25.03",7066,5512,990,1624,"17.96","29.46",1787,"32.42",85,107,175,204,530,689,443,244,336,"2.09","2.63","4.31","5.02","13.04","16.95","10.9","6","8.27",66415,276,"6.79",4244,4076,2052,2024,"50.34","49.66",168,"3.96",292132,1998,206,245,195,327,1024,"10.26","12.2","9.71","16.28","51",1020,25.2,826,232,113,"16.13","7.86",9414,637,"6.77",9696,5358,"55.26",1784,"20.8822.89",2008,"20.527.9",279,244,108,105,135,129,127,124,"3.493.37","3.492.51","1.481.18","1.011.57","1.81.53","1.431.75","1.721.4","1.431.62",767,"8.8129.38"
