tractid10,totalpop,households,pcthhchild,pctind_info,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_200K,pctinc_200K_more,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres_2010,pctincomerent_30_more,medhhincome,medianvalue,medianrent,medianpctincomerent
"25021415300",3519,1309,33.9,3.36,14.64,21.04,58.76,61.04,2.22,.69,.69,.92,2.6,5.04,1.45,3.13,0,2.83,2.67,11.92,17.19,7.72,15.05,25.9,.9377664,.69,1377,94.27,5.73,4.94,0,0,0,0,72.22,18.52,0,9.26,27.71,5.11,94.06,4.183267,32,122569,487500,1173,14.5
"25021416101",5311,2018,32.5,2.52,14.61,14.95,64.86,61.21,2.82,6.64,.59,1.64,1.64,3.47,3.42,4.11,.74,6.39,6.34,6.29,9.61,4.76,18.88,22.65,4.764595,0,2018,81.07,18.93,0,40.33,18.69,6.56,0,3.61,23.93,3.93,2.95,13.08,6.17,95.16,1.807114,30.89,114955,562200,475,28
"25021416102",4000,934,14.72,1.95,11.71,8.68,57.07,61.42,6.64,7.49,4.18,6.85,1.28,4.07,.75,6.21,1.61,1.71,4.93,6.96,5.89,5.78,16.38,19.27,3.488861,0,957,82.12,17.88,2.4,0,14.37,20.96,16.17,31.74,4.79,9.58,2.4,21.38,18.51,83.58,11.53684,84.44,83869,591600,891,50
"25021416200",6604,2220,38.13,2.73,12.36,14.45,57.61,52.98,2.12,1.35,3.06,4.64,1.49,.68,2.12,1.13,2.97,3.87,10.68,14.28,14.55,8.24,16.13,12.7,6.027023,2.07,2323,79.23,20.77,4.43,0,0,14.88,7.91,24.42,14.88,37.91,0,24.5,4.04,85.49,9.706239,42.95,101385,408300,1297,27.299999
"25021416300",4803,1720,38,4.91,13.14,12.43,55.68,62.05,2.5,2.73,4.65,3.49,4.77,5,2.5,1.69,4.77,2.79,7.15,8.66,13.43,4.88,13.31,17.67,9.410785,1.92,1807,68.2,31.8,4.81,2.19,1.83,26.51,10.24,10.42,6.4,23.22,19.2,39.05,6.05,91.51,4.918716,56.13,98235,534500,1221,33.900002
"25021416400",6236,2146,37.88,4.26,9.92,18.3,59.6,61.31,0,1.26,2.19,1.68,3.96,1.58,2.98,2.38,1.72,3.73,4.1,11.65,11.6,15.28,13.42,22.46,.4169339,.65,2161,89.28,10.72,.69,0,0,0,14.78,0,52.61,11.74,20.87,18.06,5.79,88.82,7.264545,20.87,126276,472300,1417,18.6
"25021417100",4425,1626,29.4,2.44,5.87,12.7,39.66,45.14,.98,4.37,0,2.34,4.37,3.32,1.48,2.09,1.41,9.29,22.76,17.28,8.43,7.01,8.92,5.97,8.045197,.43,1684,58.67,41.33,3.44,3.87,0,7.14,13.24,39.29,25.6,10.86,0,25.16,5.45,81.2,14.97738,21.88,73125,379900,1164,26.700001
"25021417200",8487,3304,22.73,1.28,17.51,12.46,37.16,37.86,6.17,2.57,5.12,3.96,4.63,2.06,6.45,4.96,2.3,13.38,8.02,16.46,11.35,6.96,3.87,1.73,11.11111,1.42,3388,53.9,46.1,2.48,0,0,6.93,10.78,26.59,29.67,19.59,6.44,37.45,12.35,82.14,7.55965,44.71,58948,339700,1298,29.5
"25021417300",2662,1570,10.89,1.99,12.19,18.54,62.52,50.73,6.5,4.9,3.57,3.82,7.58,4.65,2.17,4.97,2.17,5.22,7.32,8.41,11.59,6.43,10.06,10.64,5.949657,2.48,1798,61.91,38.09,12.68,4.53,4.53,4.53,21.38,26.63,11.96,16.3,10.14,34.67,7.1,81.32,16.74294,44.65,67404,325100,1141,29.799999
"25021417400",2336,950,26.03,3.39,13.65,6.45,48.14,39.9,2.21,0,.84,2.53,2.32,2.21,4.63,5.47,4.42,4.84,6.63,15.68,15.58,10.32,15.26,7.05,4.965754,1.26,1073,91.47,8.53,11.46,0,0,0,36.21,50,13.79,0,0,35.1,8.4,91.78,2.999143,0,94138,443200,1069,19
"25021417501",5522,2002,29.61,3.52,18.87,10.05,39.36,35.29,3.7,2.5,2.35,9.84,2.1,5.94,4.2,3.45,5.24,7.69,5.69,17.43,8.29,10.49,10.79,.3,9.01789,.65,2071,62.09,37.91,3.33,0,2.42,1.71,17.07,23.9,29.02,25.6,.28,33.87,5.79,75.91,10.41855,44.27,70806,368400,1292,28.200001
"25021417502",4538,1828,23.36,2.92,9.62,12.14,39.93,36.25,5.58,3.34,4.38,3.61,2.19,6.84,3.99,3.45,2.68,14.82,10.89,15.54,6.84,4.27,5.2,6.4,14.846,6.29,1999,45.24,54.76,8.55,4.13,1.34,5.06,20.12,23.12,19.4,24.77,2.06,45.22,6.89,77.09,15.05732,47.55,59570,344500,1209,29.4
"25021417601",5385,2024,24.87,.67,18.73,6.07,38.77,33.18,3.8,3.51,2.22,3.16,4.4,5.73,6.37,8.7,2.96,6.67,10.97,16.01,6.03,7.71,4.05,7.71,3.569231,3.8,2075,62.8,37.2,2.46,0,8.45,2.46,16.9,22.89,34.25,15.05,0,29.58,6.61,85.08,8.861539,33.73,62778,330100,1242,28
"25021417602",5154,2273,24.43,4.94,11.32,10.91,34.15,32.25,7.39,12.98,2.9,5.15,7.22,2.9,2.73,4.93,4.44,5.37,10.78,10.21,9.5,4.36,7.44,1.72,16.65688,4.14,2354,45.23,54.77,3.44,15.66,13.6,1.48,17.23,21.85,19.37,9.89,.91,26.85,10.12,79.49,13.2837,40,47430,368300,1023,27.9
"25021417701",4850,2731,12.66,1.1,19.69,8.37,50.21,39.07,5.02,7.69,5.31,4.43,6.48,5.75,1.17,8.02,4.98,10.44,11.57,12.08,7.47,2.89,4.72,1.98,7.987844,2.56,3043,28.3,71.7,10.25,6.84,11.9,6.84,12.16,27.48,7.41,14.35,13.02,33.38,5.95,69.36,16.21328,41.22,51358,319300,1112,27.700001
"25021417702",2832,1059,26.98,2.75,11.98,12.44,46.1,52.26,2.93,.76,1.32,2.55,2.27,1.04,2.64,.47,6.61,13.41,14.35,19.55,7.08,7.65,9.35,8.03,5.579096,2.93,1102,69.78,30.22,3.9,0,0,5.14,21.54,39.23,28.62,0,5.47,27.33,8.12,94.48,2.83265,26.56,77589,387300,1149,24.799999
"25021417801",5044,2117,30.31,3.72,8.16,10.3,39.12,33.47,2.41,3.54,3.83,2.93,.52,5.24,3.5,4.02,4.96,5.62,11.29,16.34,12.14,16.11,4.16,3.4,4.361618,2.65,2356,79.07,20.93,10.14,3.37,3.61,2.41,38.31,16.39,8.67,16.14,11.08,31.6,4.42,88.94,.9323547,51.47,81133,350100,1035,33.5
"25021417802",3114,1229,37.35,1.2,5.67,4.89,18.37,14.74,20.34,12.86,10.33,6.75,5.29,2.12,6.02,2.85,5.45,4.48,5.13,6.83,4.31,3.66,2.77,.81,30.73218,9.68,1282,24.25,75.75,4.13,34.34,36.89,8.35,9.4,9.16,0,1.86,0,25.5,11.74,86.38,6.715938,37.17,24735,326300,380,28.299999
"25021417901",5986,3146,22.65,1.35,12.85,10.06,33.22,24.66,9.31,13.6,7.12,6.96,4.93,2.57,3.05,4.29,6.8,8.3,8.96,11.47,4.32,3.78,2.29,2.23,12.77982,1.94,3294,32.96,67.04,4.49,8.18,26.09,3.15,11.37,25.61,10.65,12.05,2.9,43.3,12.05,88.05,13.1046,51.97,43505,284400,1012,31.5
"25021417902",3331,1469,25.34,.55,8.35,10.85,35,29.65,11.16,7.83,3.54,1.7,5.31,5.92,7.08,3.27,2.86,9.6,13.34,12.66,7.15,3.68,3.34,1.57,14.19994,4.97,1524,46.7,53.3,3.61,0,10.7,2.67,16.18,35.7,14.3,19.25,1.2,42.13,5.54,86.86,10.18799,53,51318,325500,1143,33.599998
"25021418002",6771,3168,19.44,2.12,18.47,19.79,48.38,44.57,2.08,5.02,6.22,4.64,4.1,9.03,1.55,1.1,3.47,5.81,14.68,12.09,14.3,9.6,5.43,.88,6.330807,2.81,3205,37.59,62.41,1.15,3.27,5.78,3.12,5.32,14.99,32.28,31.56,3.68,41.65,8.56,78.63,12.89411,45.63,66854,347600,1386,27.5
"25021418003",2632,1181,19.41,2.7,17.84,10.27,50.24,56.12,2.71,3.9,4.4,1.52,.51,2.29,3.81,1.78,7.54,3.39,8.38,22.95,10.16,6.77,10.75,9.14,9.460486,2.03,1247,41.66,58.34,5.29,1.02,0,7.26,4.64,2.9,13.35,49.64,21.19,25,8.33,71.67,15.53951,32.08,85575,301300,1710,24.5
"25021418004",4126,1779,27.14,5.37,8.7,8.13,34.93,26.66,10.23,6.24,3.88,9.11,4.67,12.31,5.23,2.53,5,7.14,10.34,9.78,4.89,2.75,5.34,.56,15.90689,2.42,1909,39.63,60.37,6.81,1.26,3.97,7.74,20.7,23.31,16.92,23.69,2.42,36.88,3.69,82.05,7.76699,64.62,37335,290300,1175,42.5
"25021418101",4660,2223,22.08,1.28,13.14,11.9,45.22,43.02,6.97,13.14,5.08,3.1,1.71,1.39,2.25,2.97,2.29,8.73,12.82,16.6,9.31,2.65,5.22,5.76,5.49761,3.42,2407,45.25,54.75,7.64,7.56,12.14,7.15,8.65,13.22,18.87,17.12,15.3,35.19,8.35,81.42,17.20383,46.1,61458,400800,1267,29.200001
"25021418102",3413,1568,23,5.65,9.51,16.55,48.93,52.79,3.12,1.34,1.08,2.42,1.79,7.97,6.25,8.55,7.91,9.89,7.65,13.07,8.1,4.53,12.63,3.7,4.493392,3.32,1714,42.09,57.91,8.52,0,3.96,.99,12.56,27.2,20.93,27.97,6.39,27.58,2.58,75.36,18.13639,61.01,59740,339600,1313,32.700001
"25021418200",6810,2686,27.59,2.89,11.21,9.55,36.16,37.01,3.65,2.79,6.33,1.82,2.76,4.91,2.35,3.16,4.36,7.33,10.46,16.83,13.55,5.99,9.87,3.83,9.397944,5.62,2789,56.55,43.45,3.69,1.11,5.06,6.77,13.88,32.56,21.25,10.88,8.48,29.62,3.49,81.71,12.16216,39.93,77529,352800,1178,25.4
"25021419100",6027,2092,32.89,2.58,12.04,14.93,39.35,37.89,1.2,0,.72,2.72,5.31,2.96,.48,3.44,2.01,8.99,6.36,24.14,10.71,14.53,9.99,6.45,2.804049,3.92,2122,68.93,31.07,1.41,0,0,7.09,0,27.53,28.38,27.03,9.97,23.99,3.74,87.48,5.762205,38,95246,399300,1385,24.5
"25021419200",5060,1814,32.19,2.1,14.45,7.79,40.29,33.19,8.05,2.87,1.1,4.58,4.3,2.15,2.59,1.16,5.4,6.78,9.59,12.07,16.59,7.39,9.04,6.34,6.790755,1.82,1866,68.3,31.7,2.79,21.69,13.76,12.35,7.76,2.29,6.7,25.04,10.41,26.72,6.7,88.98,9.869227,53.21,79470,374000,828,33.900002
"25021419300",3669,1345,31.29,3.02,11.23,9.86,29.07,26.63,8.18,7.29,3.87,4.61,3.27,6.62,5.13,4.16,2.45,6.62,10.04,10.56,10.48,6.1,8.18,2.45,13.65385,4.91,1491,61.78,38.22,9.79,5.06,6.42,12.06,21.4,5.84,29.57,15.37,4.28,18.89,10.47,89.82,7.113655,66.54,55875,324800,1217,39
"25021419400",3012,1168,30.25,4.48,10.48,3.35,23.86,23.07,1.28,7.45,1.03,7.11,5.14,10.7,3.68,2.91,4.79,4.54,6.51,10.1,7.28,11.56,9.67,6.25,4.216467,3,1249,65.41,34.59,6.49,6.2,22.58,5.46,14.14,27.79,9.93,10.67,3.23,25.52,6.28,91.12,3.396603,60.39,61333,330400,1015,35.700001
"25021419500",3004,963,31.82,.97,17.61,15.3,48.89,34.91,1.97,0,1.04,.73,4.88,3.22,1.77,3.22,3.01,6.02,12.46,12.88,10.18,13.29,10.49,14.85,2.123955,.62,1012,85.67,14.33,4.84,0,0,0,37.93,40.52,21.55,0,0,21.94,5.21,92.41,4.359958,52.89,97264,414700,1074,38.299999
"25021419600",7190,2836,34.69,3.22,16.13,10.51,45.29,38.92,2.64,4.97,1.52,3.35,2.72,4.34,2.22,.99,4.13,5.47,8.25,19.99,13.89,7.79,6.66,11.07,4.464534,.81,2899,77.93,22.07,2.17,9.76,0,2.96,8.54,7.67,5.4,12.72,52.96,33.12,8.14,89.31,10.88379,50.8,87160,372200,2001,31.200001
"25021419700",3445,1315,29.06,6.4,13.11,6.4,42.23,42.98,4.94,2.28,2.89,4.56,2.81,5.48,.76,0,2.59,9.58,8.21,17.26,14.45,5.48,11.63,7.07,4.455005,.76,1408,84.18,15.82,6.61,18.5,29,0,28,6,0,10.5,8,34.42,4.34,94.95,1.485001,41.82,90598,399900,816,28
"25021419800",4324,1687,26.69,2.05,11.26,12.36,45.89,37.74,3.85,2.9,3.91,1.96,3.26,3.73,2.02,3.2,2.73,4.03,9.43,21.52,11.86,10.97,9.07,5.57,3.32937,1.54,1726,67.28,32.72,2.26,0,4.17,9.6,23.73,21.38,18.48,22.64,0,25.11,11.1,89.52,9.413728,27.9,84583,345900,1146,19.299999
"25021420100",7959,2822,32.67,2.75,8.07,10.7,38.44,23.44,6.02,1.91,5.56,6.02,.99,2.37,2.37,3.33,2.73,11.94,14.32,9.25,13.39,3.9,7.9,7.97,7.732089,4.93,2940,72.25,27.75,4.01,3.46,23.17,3.6,6.13,16.78,13.45,21.17,12.25,33.79,3.33,91.55,8.968214,54.92,64250,268400,1203,32.299999
"25021420201",3413,1207,33.34,0,6.93,15.84,32.1,28.91,10.6,6.46,10.94,4.64,5.8,.33,3.98,2.32,2.15,3.98,4.89,13.59,14.91,4.31,9.36,1.74,19.32469,1.74,1249,67.52,32.48,3.36,5.03,20.67,32.12,4.19,12.85,10.06,15.08,0,31.41,8.34,90.84,5.341246,72.7,58792,289500,750,50
"25021420202",6266,2406,32.57,3.59,12.05,8.87,44.63,35.46,7.15,4.7,5.86,2,1.87,4.45,4.32,5.86,1.41,6.48,11.76,22.07,6.19,3.49,6.77,5.61,9.782955,4.11,2505,66.42,33.58,3.95,0,0,4.03,14.04,21.59,28.74,31.6,0,37.55,7.51,89.76,6.692222,59.28,65833,275100,1340,33.599998
"25021420301",6365,2570,26.57,.32,10.72,12.81,41.84,27.28,5.1,9.88,6.61,1.4,4.24,4.51,3.11,3.5,4.55,7.47,7.39,9.34,15.8,6.89,6.96,3.23,9.509542,3.5,2617,75.95,24.05,1.8,13.4,35.22,2.92,4.98,11,5.5,25.95,1.03,36.89,7.07,95.21,4.270407,57.93,59375,278400,724,36.700001
"25021420302",8380,2871,35.68,.78,7.36,9.64,40.12,27.17,1.15,8.05,4.39,5.75,6.44,4.32,3.2,6.44,3.48,5.02,11.53,12.47,11.18,7.94,5.47,3.17,7.025503,2.72,2959,70.08,29.92,2.97,7.54,12.69,0,3.11,24.55,20.12,30.3,1.68,50.84,1.94,88.98,11.24757,63.33,62475,293900,1276,44.299999
"25021421100",5251,2176,26.11,2.34,11.58,2.5,27.36,20.73,9.28,2.67,6.62,6.89,6.57,1.98,3.81,3.95,2.8,14.84,11.58,14.02,5.51,4,4.23,1.24,10.64078,1.61,2219,60.25,39.75,1.94,14.74,13.98,17.38,1.89,4.03,19.14,26.7,2.14,38.75,9.84,89.5,8.912588,45.2,56136,276200,1125,29.799999
"25021421200",5538,2110,30.95,3.22,13.66,10.57,38.06,25.95,1.56,.66,3.03,2.7,6.49,2.89,7.11,5.31,2.09,4.64,13.41,9.15,14.27,13.6,7.91,5.17,5.081937,1.56,2218,87.49,12.51,4.87,0,9.92,11.11,13.1,23.81,6.75,6.75,28.57,26.87,1.57,93.46,2.473177,56.82,75455,280200,1167,39.400002
"25021422100",5619,1952,34.7,1.77,10.8,10.46,46.81,37.72,3.33,2.92,3.23,1.43,5.58,3.53,3.18,4.25,3.28,1.02,7.48,12.86,16.91,10.35,13.32,7.33,4.271223,1.18,2021,84.38,15.62,3.41,11.99,0,16.78,23.63,27.05,12.67,7.88,0,23.5,2.61,95.11,6.434937,41.64,97500,359400,988,24.5
"25021422200",6985,3022,27.73,3.49,11.33,13.26,38.87,27.87,1.22,1.65,4.53,2.85,5.03,6.98,3.81,6.98,6.45,7.94,7.51,15.25,7.64,9.96,8.5,3.67,4.235091,.83,3066,60.56,39.44,1.44,2.65,0,6.76,15.63,43.69,17,13.07,1.19,27.05,4.7,94.01,3.314121,43.46,65257,339400,1143,29.4
"25021422301",2945,1037,34.67,3.37,10.88,6.22,44.1,33.4,3.09,1.64,.58,6.85,4.15,1.16,2.51,3.47,2.99,2.8,13.02,11.86,22.37,4.73,11.19,7.62,2.954159,3.57,1037,94.5,5.5,0,0,0,58.54,0,0,0,19.51,21.95,22.24,5.92,96.59,1.191287,29.83,86146,352000,693,29.299999
"25021422302",6280,2984,24.11,5.56,5.89,13.17,41.48,39.32,4.59,2.58,3.38,2.65,3.38,5.26,3.35,4.42,5.09,7.77,14.81,14.18,12.16,6.03,4.02,6.3,4.750285,1.44,3180,61.9,38.1,6.16,1.55,1.18,3.36,18.18,36.36,20,19.36,0,38.12,3.09,85.11,10.81081,32.19,67392,273500,1177,24.200001
"25021422400",7826,3357,24.88,2.9,6.63,9.42,37.19,27.93,4.86,8.4,7.75,6.14,4.92,4.8,1.88,3.6,1.64,7.12,7.54,9.5,9.98,10.01,6.58,5.3,14.03602,.8,3497,48.85,51.15,4,8.85,12.76,2.38,19.17,23.08,13.68,14.71,5.37,25,4.39,88.99,6.727055,53.12,57202,337500,1074,33.799999
"25021422501",4678,2068,30.03,3.7,9.12,9.32,39.93,30.43,6.24,3.29,2.37,2.9,5.32,4.16,4.93,7.54,2.95,10.44,9.62,12.14,14.65,5.03,5.22,3.19,7.460453,0,2180,58.22,41.78,5.14,8.47,7.02,5.57,22.52,24.7,19.25,11.26,1.21,28.16,5.9,87.85,6.484057,45.6,59797,274400,1065,29.6
"25021422502",5482,2344,29.95,.65,15.76,8.8,26.76,23.94,10.07,5.38,2.47,1.41,1.45,6.66,5.2,6.66,6.61,6.14,13.65,11.6,8.45,5.08,7.81,1.37,17.07406,.6,2381,49.1,50.9,1.55,5.42,22.01,9.03,13.33,18.92,20.29,11.01,0,41.27,4,88.68,6.687375,43.09,57069,287400,1003,26
"25021422600",6521,2459,33.66,3.64,9.36,10.73,40.79,36.59,6.75,2.89,3.38,2.28,2.4,4.84,4.68,1.71,3.94,4.96,10.04,11.43,15.86,10.13,10.78,3.94,4.117194,3.7,2541,87.92,12.08,3.23,0,14.23,0,34.73,5.86,0,41.42,3.77,30.9,5.87,92.94,3.792415,72.05,80938,330200,1045,40.299999
"25021422700",3656,1529,28.23,3.35,13.7,10.2,42.36,27.88,4.05,2.68,3.2,5.95,4.51,6.54,4.71,3.2,4.45,7.26,8.57,11.77,15.17,10.53,3.66,3.73,6.455142,3.79,1612,84.63,15.37,5.15,5.78,0,12,16.89,55.56,4.89,4,.89,29.21,6.18,94.69,2.195992,48.93,67067,311300,1069,31.1
"25021422800",3941,1763,22.91,4.11,16.09,9.69,45.13,37.85,3.69,5.56,3.97,3.06,1.59,4.93,4.25,2.72,4.59,12.02,13.16,14.07,9.3,3.57,9.93,3.57,3.991864,.62,1878,79.81,20.19,6.12,5.23,0,0,2.77,27.69,27.69,33.85,2.77,32.76,9.95,93.4,4.709776,64.32,64909,335000,1379,36.400002
"25021423100",7756,2852,36.51,3.39,15.7,20.8,64.10001,68.03,2.81,1.61,2.03,.98,.6,2.95,2.73,2.91,1.05,3.54,5.89,17.18,7.89,10.55,6.8,30.47,3.807667,1.23,3085,88.04,11.96,7.55,4.69,10.56,4.4,22.29,17.3,9.38,4.11,27.27,21.31,7.13,94.45,7.78038,41.05,120508,761000,1117,25.5
"25021440100",8278,3276,32.52,2.49,6.97,11.25,44.08,40.42,4.98,1.34,5.86,4.43,2.84,1.86,4.4,5.19,1.71,5.49,7.75,11.54,14.47,9.4,10.96,7.78,4.711283,.95,3411,77.05,22.95,3.96,2.33,6.12,8.16,19.24,33.09,17.35,11.66,2.04,26.27,8.2,94.65,4.315585,27.26,83750,337900,1107,24.200001
"25021441202",2790,891,38.85,.85,11.64,18.08,53.32,57.98,0,.79,.56,3.25,1.01,3.37,.67,1.23,0,11.78,7.41,7.3,15.15,9.99,9.32,28.17,1.290323,2.02,913,91.13,8.87,2.41,0,0,22.78,37.97,3.8,0,24.05,11.39,31.28,1.6,94.37,5.535191,3.8,121989,528300,872,22.6
"25021441203",3823,1424,32.72,3.31,6.42,13.13,43.09,39.24,2.11,4.71,3.79,.56,3.16,6.18,2.18,5.13,1.97,7.23,5.06,13.13,14.89,6.88,9.69,13.34,5.366385,.7,1478,79.63,20.37,3.65,7.33,13.36,18.53,17.67,18.53,18.97,5.6,0,35.63,1.32,94.4,1.389267,48.97,85469,376300,936,33
"25021441204",4347,1516,33.01,2.51,9.36,11.69,46.38,51.27,3.3,2.24,1.78,4.55,1.91,0,.73,1.12,1.85,5.34,17.15,9.83,13.46,8.31,18.27,10.16,3.501855,1.52,1666,87.07,12.93,9,24.86,8.29,13.81,6.63,36.46,9.94,0,0,31.52,.91,95.66,.5934014,52.04,100203,421200,846,32.299999
"25021442101",5749,1746,32.16,1.42,9.03,12.1,45.46,43.02,2.63,2.06,2.35,.74,3.67,4.75,1.09,1.66,3.72,7.22,10.71,15.81,17.07,9.74,11.11,5.67,3.218021,1.6,1822,76.06,23.94,4.17,0,0,2.51,14.07,50.5,17.34,8.54,7.04,26.51,2.33,85.28,2.496477,34.69,90000,344600,1165,24.799999
"25021442102",7250,2567,36.4,3.17,5.93,13.61,47.12,52.08,2.92,1.99,1.21,2.22,.66,1.91,7.25,3.27,1.87,4.13,10.6,13.09,14.76,11.8,8.65,13.67,2.482759,1.48,2586,91.94,8.06,.73,0,20.29,8.7,0,55.56,0,15.46,0,27.92,2.33,95.19,4.262069,45.89,95993,345500,1095,29.200001
"25021442103",6990,2130,42.15,2.28,14.27,17.92,60.16,64.14,0,0,1.92,.7,1.27,1.92,1.74,0,3.19,2.35,5.21,17.09,15.92,10.99,20.94,16.76,0,0,2151,100,0,.98,0,0,0,0,0,0,0,0,28.83,2.63,96.79,5.994277,0,123772,423100,,
"25021442201",3805,1382,33.43,2.25,13.1,20.16,70.42,58.37,3.04,5.5,1.16,.87,4.41,0,1.23,6.15,1.01,9.12,3.84,5.14,7.89,12.88,19.25,18.52,2.102497,3.04,1455,77.21,22.79,5.02,0,0,0,0,17.14,38.41,39.05,5.4,23.52,1.78,89.85,3.129932,48.89,128365,493300,1464,29.6
"25021442202",7966,3143,30.84,2,8.79,8.38,42.16,37.72,6.11,5.28,2.32,5.09,4.9,2.86,3.44,2.67,3.44,3.88,9.8,12.38,11.71,7.13,9.2,9.8,8.753519,2.29,3290,57.78,42.22,4.47,8.14,15.06,12.02,16.58,18.25,18.25,9.89,1.83,18.67,12,88.47,6.161927,28.79,75492,380400,980,23.299999
"25021443101",7552,3037,57.23,2.33,16.49,21.46,88.76,75.19,2.2,2.83,4.28,2.2,7.68,9.64,3.93,5.22,6.05,11.53,31.36,29.02,33.23,24.9,19.37,6.58,4.985382,.63,3068,173.99,26.01,3.05,0,12.61,0,3.21,124.36,39.1,16.88,3.85,48.86,8,186.52,7.130302,32.93,84742,279900,1313,27
"25021443102",8752,3186,32.45,.84,5.52,7.6,33.44,27.89,2.79,.69,2.32,2.54,2.64,6.18,4.33,2.67,2.1,7.5,9.92,16.79,13.65,9.42,11.46,4.99,3.297081,1.07,3378,84.46,15.54,5.68,2.64,0,20.93,8.15,38.11,7.49,5.95,16.74,27.98,3.68,94.05,4.207638,41.61,85536,292500,1120,25.799999
"25021456101",3811,1261,31.2,1.04,17.2,9,41.62,35.78,3.73,6.82,1.74,6.5,2.62,.71,2.3,0,1.27,4.2,6.11,10.86,11.34,18,12.69,11.1,6.044419,.79,1298,87.87,12.13,2.85,12.6,22.83,28.35,0,0,29.13,0,7.09,18.32,12.27,95.26,3.460889,50.33,108603,337500,626,36.400002
"25021456102",5074,2045,24.24,.67,5.5,10.23,36.63,24.05,4.01,5.72,7.29,4.06,2.98,4.79,3.86,.78,3.86,7.33,8.36,9.19,14.28,10.02,10.66,2.79,5.576503,.59,2116,65.23,34.77,3.36,6.19,26.86,9,4.64,29.96,14.91,6.61,1.83,24.96,3.15,86.07,10.46142,54.29,68341,331400,1028,35.099998
"25021456200",3340,1184,29.49,3.51,10.82,10.87,43.85,37.78,1.6,4.48,3.72,2.36,.76,1.69,4.14,5.49,3.12,9.21,4.31,23.82,8.02,10.47,9.71,7.09,3.435469,0,1207,86.15,13.85,1.91,11.11,0,0,0,38.89,0,44.44,5.56,31.08,4.9,90.49,6.220984,32.32,86250,334900,1375,25.9
"25021456301",1748,680,33.98,0,18.3,22.44,32.8,17.9,4.71,8.97,10,0,1.91,7.35,8.53,1.91,.88,9.71,17.94,11.18,6.47,6.91,2.94,.59,32.37986,4.71,822,49.56,50.44,17.27,7.08,0,6.15,18.15,37.85,2.77,9.23,18.77,33.83,15.43,93.39,12.75744,55.97,57197,249300,1123,42.5
"25021456302",4981,2499,23.01,4.69,8.53,11.13,36.88,31.83,8.12,3,8.68,6.48,4.72,1.48,3.4,5.36,7.76,6.32,6.8,12.85,9.64,6.92,8.44,0,7.24754,2.92,2583,74.75,25.25,3.25,2.06,16.32,19.49,6.97,9.03,13.63,30.9,1.58,27.62,14.45,91.72,4.075487,74.8,52785,259100,1143,42.299999
"25021456401",2737,1055,29.74,.65,7.67,14.98,32.27,25.01,5.5,5.21,1.99,3.89,3.03,5.97,5.97,2.75,6.82,3.79,9.86,11.47,18.86,4.83,4.55,5.5,7.307271,6.54,1090,80.19,19.81,3.21,14.72,9.64,13.71,0,12.18,49.75,0,0,31.21,8.75,90.41,2.089443,58.37,69185,312600,1245,33.599998
"25021456402",5558,1872,32.57,1.47,9.97,14.59,41.6,36.84,.32,3.79,2.14,2.03,1.34,1.39,4.01,2.78,1.92,5.98,8.87,16.83,10.2,16.72,11.43,10.26,4.90532,0,1918,91.24,8.76,2.4,0,19.72,0,0,16.9,4.93,37.32,21.13,23.36,4.16,98,3.058654,41.47,97386,363100,1613,22.5
"25021457100",4349,1638,29.55,3.37,5.32,7.11,30.69,21.44,1.89,2.69,2.75,3.54,4.21,3.24,2.56,2.99,2.99,13.68,12.15,16.97,11.84,9.4,5.13,3.97,1.425615,1.89,1740,80.22,19.78,5.86,5.79,9.65,11.58,14.67,15.83,9.27,33.2,0,36.07,5.33,90.92,5.797101,40.43,70481,310500,1131,30.1
"25021457200",5872,2129,32.66,3.85,12.7,20.51,66.79,72.1,3.76,1.32,2.35,3.8,1.55,1.74,1.32,1.5,2.91,5.59,7.61,6.58,11.98,6.53,10.8,30.67,7.163971,1.97,2241,79.94,20.06,5,4.26,0,0,3.26,8.77,14.79,50.38,18.55,23.91,8.17,89.91,6.394842,49.41,119607,664700,1688,38.799999
"25025000100",3607,1510,15.8,5.44,4.08,17.35,22.5,30.78,8.15,7.22,4.17,5.7,1.06,6.36,10.66,1.52,1.72,7.35,13.84,11.46,9.07,7.28,3.84,.6,14.66144,1.19,1681,24.57,75.43,10.17,7.16,5.01,4.57,12.35,10.56,9.85,33.03,17.46,26.15,7.28,80.33,14.8744,59.44,53571,348200,1507,34.599998
